@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.88001,0.19064,n
False,False,0.94683,0.90300,n
True,False,0.03028,0.89386,n
True,False,0.56342,0.20019,p
False,False,0.24561,0.13040,n
True,False,0.98417,0.68217,n
False,False,0.17835,0.13119,p
True,True,0.07632,0.09808,p
True,True,0.33998,0.26670,p
False,True,0.87482,0.81419,n
True,False,0.39778,0.05171,p
True,True,0.32095,0.03733,p
True,False,0.51845,0.70781,n
True,False,0.07202,0.72712,n
True,False,0.07011,0.62368,p
True,True,0.75912,0.26575,p
False,True,0.35199,0.62262,n
False,True,0.57896,0.24989,p
False,False,0.61783,0.43376,n
True,False,0.12044,0.42298,p
False,False,0.31551,0.38491,n
True,False,0.01836,0.43092,p
False,True,0.07251,0.81353,n
True,False,0.91630,0.57539,n
False,True,0.89917,0.55458,p
False,True,0.36798,0.77302,p
False,True,0.68743,0.70844,n
True,False,0.06532,0.40000,p
False,False,0.76616,0.94534,n
True,True,0.79899,0.67303,p
False,False,0.58511,0.72676,p
False,False,0.62959,0.27801,n
True,False,0.62925,0.22336,n
True,False,0.98513,0.53229,p
False,False,0.63197,0.28571,n
True,True,0.41497,0.05771,p
False,False,0.71181,0.46503,n
False,True,0.60766,0.83029,n
True,True,0.03609,0.89566,p
False,False,0.90060,0.42159,n
True,True,0.45806,0.40216,p
False,False,0.18353,0.04674,p
False,True,0.26896,0.74081,n
False,True,0.16871,0.40146,p
False,False,0.02934,0.16035,n
True,True,0.03496,0.21918,p
True,True,0.65884,0.92182,p
False,False,0.74318,0.72255,n
True,False,0.06701,0.14115,p
True,False,0.95376,0.53826,p
True,True,0.25431,0.88901,p
True,False,0.58798,0.66219,n
True,True,0.69264,0.07005,n
True,False,0.92915,0.34505,p
False,False,0.25318,0.63946,p
True,False,0.03637,0.64767,n
True,True,0.00218,0.29297,p
False,False,0.44134,0.03378,n
False,False,0.02363,0.00964,n
False,True,0.52006,0.70931,p
False,True,0.94773,0.21267,p
True,True,0.47506,0.29911,p
True,True,0.51136,0.72979,p
False,True,0.53037,0.85909,n
True,True,0.00658,0.94848,p
False,False,0.92313,0.51488,n
True,False,0.01386,0.44722,p
False,False,0.74690,0.19850,n
True,False,0.10655,0.11260,p
False,True,0.94505,0.74334,n
False,False,0.77156,0.63265,n
True,True,0.77726,0.83275,p
False,True,0.78452,0.48344,p
False,True,0.46102,0.77792,n
True,True,0.75374,0.76139,p
False,False,0.75415,0.41757,n
False,False,0.65633,0.61130,n
True,True,0.87372,0.78902,p
True,False,0.46892,0.47661,n
False,False,0.21310,0.08732,n
False,False,0.49990,0.51364,n
False,False,0.51435,0.66641,n
False,False,0.51599,0.08534,n
False,False,0.96969,0.09011,n
True,False,0.65241,0.05269,p
True,False,0.38130,0.13484,p
False,False,0.27330,0.94003,n
True,False,0.67720,0.69946,n
False,True,0.05705,0.51957,p
False,True,0.95839,0.90460,n
True,False,0.77450,0.44428,p
True,True,0.73528,0.62931,p
False,False,0.23021,0.29598,n
True,True,0.37206,0.66973,p
False,False,0.07827,0.23978,n
False,True,0.78572,0.47160,p
True,True,0.15277,0.40472,p
False,False,0.68165,0.61009,n
False,True,0.93374,0.00222,p
True,True,0.74036,0.62897,p
True,True,0.38897,0.61424,n
False,False,0.03489,0.47501,n
True,True,0.40799,0.57628,p
False,True,0.93075,0.34054,p
False,False,0.43219,0.70470,n
True,True,0.74992,0.34550,p
False,False,0.15277,0.32670,n
False,True,0.50017,0.64279,n
True,True,0.86358,0.86926,p
True,False,0.49158,0.44626,n
False,True,0.01566,0.98800,p
False,False,0.14864,0.03065,n
False,False,0.68291,0.95284,p
False,True,0.05528,0.86356,n
False,False,0.55440,0.26358,n
False,True,0.89148,0.44279,p
True,False,0.60985,0.61494,n
False,True,0.30744,0.81651,n
True,True,0.19558,0.07911,p
False,True,0.51958,0.59796,n
False,True,0.66267,0.71877,n
True,True,0.07625,0.92998,p
False,False,0.66572,0.71214,n
True,True,0.29000,0.49293,p
True,False,0.13181,0.69138,p
False,True,0.40376,0.21137,n
True,False,0.42540,0.13783,p
True,True,0.32457,0.00848,p
True,True,0.76237,0.75733,p
True,True,0.39501,0.70349,p
True,False,0.44057,0.24938,n
False,True,0.39531,0.59925,n
True,False,0.20684,0.39120,p
True,True,0.16038,0.10923,p
True,False,0.46575,0.87581,n
False,False,0.85436,0.28363,n
True,False,0.09058,0.68251,p
False,True,0.16849,0.40550,p
True,False,0.56295,0.81897,n
True,False,0.42659,0.04928,p
True,True,0.60445,0.50597,p
False,True,0.92930,0.61248,n
False,False,0.11504,0.48765,n
True,False,0.73723,0.51534,p
True,False,0.29694,0.18577,p
False,False,0.23145,0.75041,n
True,True,0.59044,0.77815,p
False,False,0.89837,0.23749,n
False,False,0.08069,0.60122,n
True,False,0.35391,0.43279,p
True,False,0.99707,0.67716,n
False,True,0.32011,0.74710,n
True,False,0.80673,0.61074,p
True,True,0.63250,0.17547,p
False,True,0.49758,0.04478,p
True,False,0.53089,0.29869,n
True,True,0.19765,0.64913,p
False,False,0.15253,0.12919,n
False,False,0.54132,0.19239,n
True,True,0.48288,0.63718,p
True,False,0.19545,0.08563,p
True,True,0.45450,0.16127,p
False,False,0.04178,0.47996,n
True,True,0.19047,0.97860,n
True,True,0.98006,0.78073,p
False,False,0.75431,0.08208,n
True,False,0.89117,0.78631,n
False,False,0.34110,0.12067,n
True,False,0.80710,0.00418,p
False,False,0.67489,0.66225,n
True,False,0.90311,0.10314,p
False,False,0.47713,0.29543,n
False,False,0.47786,0.76542,p
True,False,0.21722,0.83829,n
False,False,0.46025,0.75470,n
False,True,0.82770,0.89834,n
False,True,0.21135,0.26003,p
False,False,0.37954,0.04684,n
False,True,0.48215,0.68129,n
True,True,0.89726,0.42390,p
True,False,0.69976,0.47507,p
False,True,0.56814,0.08854,p
True,True,0.13571,0.57207,n
False,False,0.33954,0.44518,n
False,True,0.20672,0.75132,p
True,True,0.53739,0.56249,p
True,True,0.95975,0.32191,p
True,False,0.49205,0.85665,n
True,True,0.26383,0.57962,p
True,True,0.11362,0.65020,p
False,True,0.96291,0.19475,p
False,True,0.05943,0.48322,p
False,True,0.40994,0.26320,p
True,False,0.47060,0.97886,n
True,False,0.47864,0.43226,n
True,True,0.26225,0.31809,p
False,False,0.65400,0.82600,p
False,False,0.32321,0.89947,p
False,True,0.30947,0.52337,p
False,False,0.74152,0.40836,n
True,True,0.19759,0.96611,p
True,True,0.92126,0.53959,p
False,True,0.55635,0.81327,n
False,False,0.08552,0.45877,p
False,True,0.75189,0.16840,p
False,True,0.60393,0.73909,n
False,True,0.68296,0.27220,p
True,False,0.96995,0.10388,p
True,True,0.95179,0.87261,p
True,False,0.76857,0.92225,n
False,False,0.78403,0.45529,n
True,True,0.07889,0.09170,p
False,True,0.66988,0.14863,p
False,False,0.25376,0.43903,n
False,False,0.38832,0.23116,n
False,False,0.92445,0.88185,n
False,True,0.27910,0.18717,p
False,False,0.57389,0.61144,p
True,False,0.18670,0.82202,n
True,False,0.02189,0.31626,n
False,False,0.49126,0.11519,n
True,True,0.67194,0.33340,p
False,False,0.53348,0.33920,p
False,False,0.26489,0.98842,n
True,True,0.72262,0.89514,p
True,True,0.62705,0.92866,p
True,False,0.96399,0.67408,n
True,True,0.46861,0.13962,n
False,True,0.45018,0.33789,n
False,False,0.53271,0.63800,n
True,False,0.58917,0.91457,n
False,False,0.06406,0.22042,n
False,False,0.29954,0.79804,n
False,True,0.68794,0.98244,n
False,False,0.95262,0.07682,n
True,True,0.94716,0.37982,p
False,False,0.33963,0.12033,n
False,False,0.12594,0.77864,n
False,False,0.42384,0.93557,n
False,False,0.27024,0.89783,n
True,False,0.27928,0.44217,n
False,False,0.62123,0.04525,n
True,False,0.44633,0.21755,n
True,False,0.57632,0.28258,n
True,True,0.23222,0.76544,p
False,True,0.01111,0.84891,n
False,False,0.58011,0.11643,n
False,False,0.40183,0.65607,n
True,False,0.61810,0.20054,p
False,True,0.44765,0.67609,n
False,False,0.06508,0.46538,n
False,True,0.85589,0.05913,n
True,True,0.86970,0.38686,p
True,True,0.56696,0.91966,p
False,False,0.97947,0.34091,n
False,False,0.08271,0.14344,n
True,True,0.43397,0.53102,p
True,True,0.99866,0.67606,p
False,True,0.69889,0.40231,p
True,False,0.92637,0.63214,p
False,False,0.25437,0.16081,n
False,False,0.61438,0.69044,n
True,False,0.38908,0.73102,n
True,False,0.56021,0.82172,n
False,False,0.61827,0.36341,n
True,False,0.27351,0.74993,n
True,False,0.48121,0.30212,n
True,True,0.80258,0.13399,p
True,False,0.27508,0.98012,n
True,True,0.58250,0.27662,p
True,False,0.81437,0.44703,p
False,False,0.80321,0.56743,n
True,False,0.52305,0.06559,p
False,True,0.76614,0.45999,p
False,True,0.76410,0.30677,p
True,True,0.28003,0.97291,p
True,True,0.73211,0.30925,p
False,True,0.85674,0.60926,p
False,True,0.05059,0.39175,p
True,False,0.02431,0.86052,p
True,False,0.41604,0.43725,n
False,True,0.69581,0.42145,p
False,True,0.69705,0.45418,p
False,True,0.53741,0.82859,n
True,True,0.07708,0.77983,p
False,True,0.42794,0.89805,p
False,False,0.57333,0.19601,n
False,False,0.85191,0.60511,n
False,True,0.34466,0.72632,n
True,True,0.04978,0.11201,p
False,True,0.16369,0.61871,p
True,True,0.97521,0.60162,p
False,False,0.33497,0.87719,n
False,False,0.33449,0.70555,n
False,True,0.93802,0.18897,p
False,True,0.79480,0.07550,p
True,True,0.12227,0.59047,p
False,True,0.84972,0.36370,p
True,False,0.76543,0.21091,p
True,False,0.56499,0.48860,n
False,True,0.68862,0.64245,n
True,True,0.14694,0.90035,p
True,True,0.92167,0.19123,p
False,True,0.79449,0.45727,p
True,True,0.50782,0.29485,p
True,True,0.94020,0.78558,p
True,False,0.85750,0.90392,n
False,False,0.21423,0.48529,n
False,False,0.47069,0.60897,n
True,True,0.43379,0.20169,p
False,True,0.48108,0.69910,n
True,False,0.09913,0.80204,n
False,False,0.44042,0.85432,n
False,True,0.69045,0.34278,n
False,True,0.60052,0.40286,n
True,False,0.38428,0.62763,p
True,False,0.78466,0.94972,n
True,True,0.96939,0.01904,n
True,False,0.31241,0.45514,p
False,False,0.64766,0.19691,n
False,False,0.05952,0.06928,n
False,True,0.18549,0.31970,p
False,False,0.67572,0.41900,n
True,False,0.11006,0.68704,p
True,True,0.16390,0.93960,p
True,True,0.83408,0.55645,p
False,True,0.14602,0.72346,p
False,True,0.53712,0.50729,n
False,False,0.55979,0.55299,n
False,False,0.45456,0.57657,n
True,False,0.74548,0.95779,n
False,False,0.18476,0.25482,n
False,False,0.94758,0.76454,n
True,True,0.21597,0.73167,p
True,True,0.01980,0.85036,n
False,True,0.84086,0.92053,n
True,False,0.82468,0.99274,n
True,False,0.57121,0.68193,n
True,False,0.88534,0.81574,n
True,True,0.17146,0.04980,n
True,False,0.02077,0.34992,p
False,True,0.60171,0.27485,p
True,False,0.33024,0.60451,n
False,False,0.70056,0.17548,p
False,False,0.12255,0.78863,n
True,False,0.94843,0.28763,p
True,False,0.38575,0.46015,n
True,False,0.52654,0.83079,n
True,True,0.82525,0.28303,p
True,False,0.10948,0.77212,p
False,True,0.87314,0.02828,p
True,True,0.01965,0.84550,p
True,False,0.72981,0.38836,p
True,False,0.08646,0.58963,n
True,False,0.70565,0.43715,p
True,False,0.91336,0.77748,p
True,True,0.63270,0.19011,p
True,True,0.09380,0.40094,p
True,True,0.17625,0.92038,p
False,False,0.36468,0.29978,n
False,False,0.46735,0.61295,n
True,True,0.33671,0.40411,p
True,False,0.51729,0.46043,n
True,False,0.69615,0.27150,n
False,True,0.09583,0.51707,p
True,False,0.12730,0.71667,n
False,True,0.36233,0.98681,n
False,True,0.64723,0.30627,p
False,True,0.30198,0.75679,n
True,False,0.99429,0.78628,n
False,True,0.84810,0.16430,p
False,True,0.62262,0.82397,n
False,False,0.29001,0.28967,n
False,True,0.92742,0.16651,p
False,True,0.92852,0.92027,p
False,False,0.76589,0.04579,n
True,False,0.98377,0.50905,p
True,False,0.79355,0.70658,p
False,False,0.35511,0.36711,n
False,False,0.04772,0.54883,n
True,False,0.62477,0.77703,n
False,False,0.70672,0.85194,n
False,False,0.44045,0.69207,n
False,True,0.27138,0.49315,p
True,False,0.94666,0.19999,p
True,True,0.16977,0.22952,p
False,False,0.03429,0.93029,n
False,False,0.78461,0.86746,n
True,False,0.37434,0.62870,n
False,False,0.27987,0.05824,n
True,True,0.01482,0.69282,p
False,False,0.33883,0.63135,n
False,True,0.39578,0.96068,n
False,False,0.75143,0.13085,n
False,True,0.93502,0.00643,p
False,True,0.90761,0.61446,p
False,True,0.57838,0.55415,n
False,True,0.97359,0.22618,p
False,False,0.00205,0.70277,n
False,True,0.72479,0.28582,p
True,True,0.87994,0.63834,p
True,False,0.72458,0.66862,n
True,True,0.59449,0.93080,p
False,True,0.02793,0.35237,n
False,False,0.34394,0.42290,n
False,False,0.60634,0.42621,p
False,False,0.47544,0.58424,n
True,False,0.57896,0.08214,p
False,False,0.03538,0.95239,n
True,False,0.61721,0.65502,n
True,True,0.76555,0.02430,p
True,False,0.18154,0.84236,p
False,True,0.99594,0.38787,n
False,True,0.70956,0.02554,n
True,True,0.59028,0.13592,p
False,True,0.86925,0.01992,p
False,False,0.35994,0.19195,n
False,True,0.67757,0.75452,p
False,True,0.07439,0.91651,n
True,False,0.95748,0.58518,p
True,True,0.14670,0.77159,p
True,True,0.82109,0.71100,p
False,True,0.39572,0.65896,n
False,True,0.19501,0.48702,p
False,True,0.24265,0.40383,p
False,True,0.45117,0.84983,n
False,False,0.54952,0.49503,n
True,False,0.28838,0.75241,n
True,True,0.68349,0.00803,p
True,True,0.92489,0.10008,p
True,False,0.62017,0.11656,p
True,False,0.94423,0.63114,p
False,True,0.74548,0.11979,p
True,False,0.21086,0.03167,p
True,True,0.12950,0.71201,n
False,True,0.08396,0.61068,p
False,True,0.37940,0.91087,n
True,False,0.37514,0.55295,n
True,False,0.40405,0.01982,p
True,False,0.62436,0.84291,n
False,False,0.01209,0.90893,n
False,True,0.04194,0.97664,n
True,False,0.24424,0.17470,p
True,False,0.30079,0.98526,n
False,True,0.37969,0.34970,p
False,False,0.43442,0.67916,n
True,False,0.12889,0.06716,p
True,False,0.82627,0.41848,p
False,False,0.43700,0.96377,n
False,False,0.54960,0.36559,n
True,True,0.33648,0.28898,p
False,True,0.21338,0.43490,p
False,True,0.17246,0.56301,n
False,True,0.16360,0.08204,p
True,True,0.87122,0.55911,p
False,False,0.02880,0.48092,n
False,True,0.81342,0.94303,n
True,False,0.85583,0.17844,p
True,False,0.01084,0.77093,n
True,False,0.52725,0.50065,n
False,False,0.79213,0.43031,n
True,False,0.63191,0.54043,n
True,True,0.82525,0.03239,p
True,True,0.30039,0.82569,p
True,True,0.52488,0.73156,p
False,False,0.72515,0.35977,n
False,False,0.56927,0.96314,n
True,False,0.29397,0.89419,n
True,True,0.75255,0.62902,p
False,False,0.55078,0.62447,n
False,False,0.51729,0.79179,n
False,False,0.55629,0.59231,n
False,True,0.80335,0.57513,p
False,False,0.27464,0.30160,n
True,False,0.06824,0.21853,p
True,False,0.19768,0.60453,p
True,False,0.28380,0.41389,p
True,False,0.48324,0.45510,p
False,True,0.86039,0.76125,p
False,True,0.75469,0.91831,n
False,True,0.72886,0.33179,p
True,False,0.95702,0.55790,p
True,False,0.00115,0.17262,p
False,True,0.11733,0.57046,p
False,True,0.37654,0.42328,n
False,True,0.45441,0.15208,p
True,False,0.68988,0.22390,p
True,True,0.85935,0.84505,p
False,False,0.83891,0.83872,n
True,False,0.43700,0.43420,n
True,True,0.54143,0.95153,p
True,False,0.90138,0.07022,p
False,True,0.89437,0.44667,p
False,False,0.62758,0.91069,n
False,True,0.20435,0.40786,p
False,True,0.48636,0.37591,n
True,False,0.38255,0.73420,n
True,True,0.55315,0.73479,n
True,False,0.59783,0.04957,p
True,False,0.29148,0.84568,n
True,True,0.58077,0.01610,p
True,False,0.66871,0.14791,p
False,True,0.64304,0.73424,n
False,False,0.39471,0.00131,n
True,True,0.19933,0.20333,p
False,False,0.15305,0.09855,n
False,False,0.52214,0.99688,n
False,True,0.78729,0.41448,p
False,True,0.08540,0.85873,n
False,True,0.39262,0.78042,n
True,True,0.74371,0.96926,p
True,True,0.88132,0.35803,p
False,True,0.86275,0.48039,p
True,False,0.69687,0.47401,n
False,False,0.57644,0.11274,n
True,True,0.66380,0.46201,p
False,False,0.93327,0.77471,n
False,True,0.85467,0.18608,p
False,True,0.32330,0.11618,p
False,True,0.63109,0.36357,p
False,True,0.95920,0.87463,n
False,True,0.39955,0.51435,n
False,False,0.65457,0.43657,n
False,False,0.62789,0.58990,n
True,True,0.42488,0.19273,p
True,True,0.35768,0.84423,p
True,True,0.37870,0.00473,p
False,False,0.74008,0.07960,n
False,False,0.27251,0.63104,n
False,False,0.71315,0.55767,n
False,True,0.83983,0.59823,n
False,True,0.23458,0.21451,p
True,False,0.11264,0.18236,p
True,True,0.49522,0.86957,p
False,True,0.05420,0.29150,p
False,True,0.87185,0.88528,n
True,False,0.74070,0.79566,n
False,True,0.98543,0.56308,n
False,True,0.12190,0.54384,p
False,True,0.50237,0.15925,p
True,False,0.50403,0.50723,n
True,True,0.32336,0.51071,p
False,True,0.17504,0.36226,p
True,False,0.08107,0.44578,p
True,True,0.70766,0.47640,p
False,True,0.02256,0.95118,n
True,False,0.98445,0.95808,n
False,False,0.51327,0.24365,n
True,True,0.28478,0.92254,p
False,True,0.05874,0.56766,p
False,True,0.67514,0.14067,p
True,False,0.25922,0.71642,n
True,False,0.86110,0.08195,p
True,False,0.04511,0.25690,n
False,False,0.13386,0.16125,n
False,False,0.04814,0.48354,n
True,True,0.20012,0.98213,p
False,False,0.17640,0.96485,n
False,False,0.45604,0.64319,n
False,False,0.73547,0.94892,n
True,True,0.25683,0.94999,p
False,False,0.93446,0.09643,n
True,False,0.86173,0.30389,p
True,True,0.43994,0.12898,p
True,False,0.57587,0.49379,n
False,False,0.22885,0.21021,n
False,False,0.46445,0.46179,n
True,True,0.88039,0.58655,p
True,False,0.06871,0.77803,n
True,True,0.41884,0.53648,p
False,False,0.50736,0.99306,n
False,False,0.21764,0.04513,n
False,True,0.52256,0.69244,n
False,True,0.78831,0.05814,p
True,True,0.17085,0.95142,p
False,False,0.71285,0.69284,n
True,False,0.72865,0.21549,p
True,True,0.36422,0.34274,p
True,True,0.80008,0.64377,p
False,False,0.88439,0.10665,p
True,False,0.93460,0.74971,n
False,False,0.80150,0.78819,n
False,False,0.39300,0.32417,n
True,True,0.22145,0.24497,p
True,True,0.50267,0.86119,p
True,False,0.77959,0.51007,p
True,False,0.20885,0.27153,p
False,True,0.15512,0.29791,p
False,False,0.73148,0.40501,n
True,True,0.76093,0.22779,p
True,True,0.03928,0.04524,p
True,False,0.69755,0.57128,p
False,True,0.16204,0.72441,p
False,True,0.87271,0.23512,p
False,False,0.43899,0.85382,n
False,False,0.68483,0.16071,n
False,True,0.57674,0.28309,n
True,True,0.23672,0.07726,p
True,True,0.04230,0.84280,p
False,False,0.57344,0.96265,n
True,True,0.66323,0.53949,p
False,False,0.52750,0.68229,n
True,True,0.58652,0.55767,p
False,True,0.88737,0.86375,n
True,False,0.95755,0.64071,n
True,False,0.77646,0.52189,p
False,True,0.92364,0.54293,p
False,False,0.14961,0.41100,n
True,True,0.25498,0.98380,p
False,True,0.91456,0.04185,p
True,True,0.50074,0.20426,p
False,True,0.96916,0.03078,p
False,True,0.18714,0.88092,n
False,False,0.58801,0.81619,n
False,True,0.22448,0.95750,n
False,True,0.96643,0.79653,p
False,True,0.80147,0.92269,n
False,False,0.41383,0.82225,n
True,True,0.16398,0.69906,p
True,False,0.10095,0.72134,p
True,True,0.18655,0.17940,p
True,False,0.25938,0.03229,p
False,True,0.66150,0.13932,p
True,True,0.63733,0.94319,p
False,True,0.37086,0.44112,n
False,True,0.90444,0.67249,p
False,False,0.40017,0.09646,n
True,True,0.45231,0.50756,p
True,True,0.04036,0.55305,n
False,False,0.07493,0.35574,n
True,True,0.14804,0.00991,p
False,True,0.78494,0.44597,p
False,True,0.86768,0.24631,p
False,False,0.00596,0.11842,n
True,True,0.24074,0.45569,p
False,True,0.35165,0.22213,p
True,True,0.67586,0.46611,p
False,True,0.34823,0.87905,p
True,False,0.66749,0.40313,p
True,True,0.63135,0.76696,p
False,True,0.66151,0.95227,n
False,True,0.66421,0.71764,p
False,False,0.44404,0.77111,n
False,False,0.49321,0.98726,n
True,True,0.66834,0.56865,p
True,True,0.06465,0.21348,p
False,True,0.01537,0.66947,n
True,True,0.73126,0.89372,p
False,False,0.82860,0.10078,n
True,True,0.67409,0.08827,p
False,False,0.65499,0.70949,n
False,True,0.19929,0.64515,n
False,False,0.05257,0.27946,n
True,False,0.78069,0.23647,p
False,False,0.25734,0.84722,n
True,False,0.94460,0.97332,n
False,True,0.89404,0.66314,p
True,True,0.64973,0.25662,p
True,False,0.64497,0.71517,n
True,True,0.78453,0.84809,p
True,True,0.82317,0.77220,n
False,False,0.58786,0.13219,n
False,True,0.24984,0.66332,p
False,False,0.00226,0.95796,n
False,False,0.85533,0.49168,n
False,False,0.67777,0.84023,n
False,False,0.66629,0.67370,n
True,True,0.90742,0.66139,p
True,False,0.10878,0.35888,p
True,False,0.42087,0.41350,n
False,True,0.89782,0.71038,p
True,False,0.46401,0.44079,n
False,False,0.85086,0.46757,n
True,True,0.30233,0.04902,p
False,True,0.90122,0.31571,p
True,True,0.24803,0.58685,p
False,False,0.19106,0.97456,n
True,False,0.95130,0.09088,p
False,True,0.58239,0.96676,n
True,False,0.56821,0.08950,p
False,False,0.37679,0.09720,n
True,False,0.17181,0.90051,n
True,True,0.02004,0.64717,p
False,True,0.25469,0.96969,n
True,True,0.46008,0.02511,p
True,True,0.12020,0.36685,n
True,False,0.00956,0.56897,n
False,True,0.88375,0.65853,p
False,True,0.16333,0.98123,n
True,True,0.14739,0.72353,p
True,True,0.65456,0.73170,p
True,False,0.75062,0.52391,p
False,False,0.56091,0.10924,n
True,False,0.70540,0.89556,n
True,False,0.85895,0.32319,p
True,False,0.83248,0.06242,p
False,True,0.52227,0.12104,p
False,False,0.98380,0.03384,p
False,False,0.93169,0.20859,n
False,False,0.69931,0.31730,n
True,False,0.96807,0.17467,p
True,True,0.13674,0.75692,p
True,True,0.55483,0.62028,p
False,False,0.54721,0.70410,n
False,False,0.63950,0.52739,n
True,True,0.51719,0.40225,p
True,False,0.29630,0.93877,n
False,True,0.44111,0.97776,n
True,True,0.92348,0.61636,p
True,True,0.22109,0.10820,p
False,False,0.95200,0.73277,n
False,False,0.14700,0.65612,n
False,True,0.29674,0.56801,p
True,True,0.62508,0.95920,p
True,True,0.11600,0.55492,p
False,False,0.21575,0.02774,n
False,False,0.01888,0.10705,p
True,True,0.72572,0.00352,p
False,True,0.02755,0.59767,n
True,False,0.46395,0.64622,n
True,False,0.03730,0.09354,p
True,True,0.30451,0.86475,n
False,False,0.98932,0.45607,n
True,False,0.75851,0.16464,p
False,True,0.59286,0.21008,n
True,False,0.75394,0.88018,n
True,True,0.75554,0.02489,n
True,False,0.35464,0.21812,p
True,True,0.17165,0.16717,p
True,True,0.85778,0.31843,p
True,False,0.25892,0.07704,p
False,False,0.64995,0.12791,n
True,True,0.22027,0.08432,p
False,True,0.79369,0.81496,n
True,True,0.13858,0.01661,p
True,True,0.76581,0.99133,p
True,False,0.51398,0.30457,p
True,False,0.96618,0.42795,p
True,False,0.03461,0.23687,p
True,False,0.61031,0.52400,n
True,False,0.31969,0.22738,p
False,True,0.27791,0.94310,n
True,False,0.47798,0.47301,n
True,True,0.58616,0.95468,p
False,True,0.29366,0.45305,n
False,False,0.25545,0.66192,n
False,True,0.95469,0.24295,p
False,True,0.22846,0.10886,p
False,False,0.53971,0.25228,n
False,True,0.07936,0.89565,n
False,False,0.06955,0.60972,n
False,True,0.19420,0.27653,p
