@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.25622,0.55892,n
False,False,0.89763,0.23456,n
True,True,0.63736,0.26867,p
False,False,0.06633,0.91033,p
True,False,0.56062,0.31184,n
False,False,0.69725,0.76013,n
True,True,0.74182,0.50387,p
True,False,0.05933,0.39025,p
False,True,0.77092,0.76720,n
True,False,0.78298,0.88410,n
False,True,0.73976,0.42805,p
False,True,0.61651,0.52411,n
True,False,0.10126,0.10349,p
False,True,0.03246,0.88024,n
True,True,0.28722,0.24150,p
True,False,0.12318,0.46404,p
True,False,0.32021,0.66125,n
True,True,0.17546,0.46000,p
False,True,0.38594,0.07931,p
True,True,0.93433,0.01443,n
False,False,0.87646,0.28390,n
True,False,0.99418,0.78747,n
False,True,0.95400,0.01454,p
True,True,0.73010,0.21203,n
False,True,0.88326,0.58280,p
False,True,0.42894,0.01193,p
True,True,0.44083,0.37412,p
True,False,0.28198,0.00996,p
False,False,0.83358,0.53721,n
False,True,0.78153,0.79093,n
True,True,0.59895,0.57171,p
False,True,0.52178,0.94375,n
True,True,0.85056,0.74749,p
False,True,0.45093,0.49598,n
False,True,0.95466,0.25095,p
False,True,0.07869,0.78714,n
False,True,0.62658,0.35605,p
False,True,0.34081,0.16253,p
False,False,0.95631,0.34702,n
False,False,0.53168,0.87459,p
True,True,0.15033,0.20307,n
False,True,0.38809,0.53906,n
True,True,0.49328,0.22523,p
False,True,0.71451,0.58930,p
True,True,0.59269,0.05403,p
False,False,0.94062,0.25390,n
True,False,0.54769,0.23426,n
False,True,0.15440,0.98558,n
False,False,0.44459,0.30657,n
True,True,0.46581,0.68666,p
False,True,0.35897,0.84200,n
False,True,0.05207,0.85058,n
False,True,0.95050,0.47934,p
True,False,0.09128,0.03630,p
True,True,0.85335,0.18150,n
False,True,0.34340,0.83682,n
True,True,0.48823,0.82732,p
False,True,0.51679,0.50880,n
True,True,0.95113,0.01491,p
True,False,0.35324,0.77708,n
False,False,0.63536,0.63600,n
False,False,0.60077,0.66311,n
True,False,0.13455,0.98021,n
True,False,0.74629,0.45553,p
False,False,0.51315,0.90193,n
False,False,0.54833,0.98241,n
False,True,0.08859,0.09212,p
False,True,0.80940,0.37891,p
True,False,0.57218,0.81470,n
False,True,0.23402,0.30394,p
True,False,0.16941,0.77840,p
True,True,0.75689,0.00008,p
True,False,0.95118,0.33185,n
False,False,0.81022,0.74819,n
True,True,0.48269,0.61706,p
True,True,0.98525,0.81126,p
True,False,0.99421,0.32098,p
True,False,0.43837,0.63338,n
False,False,0.22104,0.10253,n
False,False,0.90756,0.90653,n
False,True,0.17283,0.66495,p
False,False,0.74773,0.82912,n
True,True,0.48360,0.51293,p
False,True,0.50512,0.59660,n
True,True,0.90302,0.06670,n
True,True,0.42390,0.92305,p
False,False,0.89145,0.23920,p
False,False,0.86539,0.02346,n
False,False,0.03554,0.83236,p
False,False,0.02417,0.36391,n
False,False,0.59638,0.66449,n
False,True,0.55753,0.89729,n
False,True,0.26683,0.07567,n
True,True,0.17921,0.40223,p
False,False,0.06646,0.59084,n
True,False,0.38702,0.32421,p
False,True,0.28222,0.96432,n
True,False,0.09964,0.32391,p
False,False,0.03031,0.57262,n
True,True,0.20140,0.60974,p
True,True,0.25307,0.13445,p
True,False,0.56809,0.60788,n
False,True,0.50290,0.54192,n
True,True,0.84766,0.99220,p
False,False,0.12046,0.10359,n
False,True,0.93630,0.61717,p
True,True,0.87064,0.38358,n
True,True,0.85078,0.79150,p
True,False,0.26760,0.75532,n
True,False,0.87101,0.92318,n
False,False,0.44696,0.30122,n
True,False,0.30847,0.14857,n
False,False,0.18859,0.54760,n
False,False,0.22341,0.93984,n
False,True,0.54324,0.26389,n
True,True,0.09029,0.97179,p
True,False,0.56346,0.53239,n
True,False,0.68519,0.85716,n
False,False,0.52464,0.22985,p
False,False,0.71450,0.26613,p
True,True,0.69100,0.80159,p
False,False,0.34669,0.06508,n
False,False,0.37382,0.37798,n
False,False,0.22091,0.77485,n
True,True,0.33960,0.60381,p
False,False,0.81664,0.49312,p
False,False,0.69158,0.93397,n
True,True,0.54210,0.30034,p
False,True,0.76705,0.85285,p
False,True,0.02877,0.30435,n
False,True,0.97400,0.58283,n
True,False,0.56300,0.75061,n
True,False,0.03072,0.85308,n
True,True,0.60260,0.32044,p
False,True,0.06613,0.22292,p
False,True,0.76748,0.23466,p
False,True,0.47992,0.45192,n
False,False,0.61554,0.56354,n
True,False,0.59161,0.55320,p
False,False,0.11812,0.09952,n
False,False,0.89102,0.07473,n
True,True,0.60679,0.58149,p
False,False,0.40118,0.37776,n
True,False,0.62408,0.06331,p
True,True,0.03158,0.47022,p
False,True,0.34168,0.77774,n
True,True,0.53871,0.21880,p
False,True,0.18082,0.83076,n
True,True,0.32745,0.01709,p
False,True,0.65843,0.39681,p
False,True,0.38497,0.98681,n
False,True,0.94758,0.63924,p
False,True,0.83241,0.00049,p
True,False,0.68407,0.98961,n
False,True,0.39927,0.34328,n
False,True,0.45249,0.31402,p
True,False,0.21852,0.68607,p
True,False,0.97971,0.98382,p
True,True,0.25186,0.76497,p
True,False,0.89324,0.76827,n
False,False,0.97201,0.97707,n
False,False,0.80393,0.91388,n
True,False,0.32920,0.05809,p
False,True,0.27827,0.10382,n
False,True,0.04240,0.82416,n
True,False,0.66876,0.51096,n
False,True,0.55210,0.66689,n
True,False,0.00380,0.16991,n
False,True,0.01223,0.23020,p
False,False,0.00948,0.24428,p
True,False,0.15749,0.60748,p
False,False,0.30356,0.00078,n
True,True,0.78356,0.93957,p
True,False,0.54328,0.32727,n
True,False,0.42170,0.67221,n
False,True,0.72124,0.88001,n
False,True,0.46196,0.42755,n
True,True,0.06170,0.27327,p
True,False,0.33119,0.11142,p
False,False,0.23410,0.60551,p
True,True,0.40603,0.76876,p
False,True,0.66258,0.06273,p
True,False,0.30303,0.61175,n
True,False,0.32769,0.57263,n
True,True,0.51843,0.28777,n
True,True,0.38545,0.30950,p
True,False,0.71583,0.14811,p
False,True,0.20287,0.97962,p
True,False,0.97037,0.51676,p
False,True,0.81725,0.08701,p
True,True,0.40827,0.02373,p
True,True,0.68530,0.54423,n
True,True,0.63742,0.35882,p
False,False,0.46142,0.10855,n
False,False,0.54820,0.27790,n
True,True,0.21681,0.24147,p
False,False,0.05145,0.44719,n
True,False,0.17162,0.84292,n
True,False,0.20402,0.30741,p
False,True,0.20411,0.00157,p
False,False,0.02516,0.40230,n
True,False,0.96366,0.78369,n
True,True,0.83736,0.41709,p
True,True,0.01713,0.57731,p
True,True,0.50190,0.72312,p
False,False,0.85046,0.14355,n
True,False,0.97121,0.44063,p
True,False,0.49088,0.20560,n
False,False,0.25621,0.65703,n
False,True,0.80289,0.29111,p
False,False,0.77489,0.02551,n
True,True,0.78252,0.42202,n
False,True,0.21675,0.97968,n
False,False,0.52300,0.75778,n
True,False,0.55189,0.00803,p
True,True,0.27221,0.76031,p
True,False,0.21298,0.94301,n
False,True,0.76000,0.08719,p
True,True,0.11882,0.17475,p
False,False,0.60743,0.53064,n
True,False,0.28783,0.60261,n
True,True,0.66518,0.25930,p
False,False,0.86616,0.17172,n
True,False,0.40220,0.70931,n
True,True,0.63949,0.32249,n
True,False,0.99488,0.86387,n
True,False,0.36802,0.71742,n
True,True,0.03511,0.60700,p
True,False,0.68082,0.59135,n
False,False,0.51505,0.39589,n
True,False,0.86161,0.93709,n
False,True,0.16236,0.28633,p
False,True,0.90904,0.52307,p
False,False,0.69355,0.78479,n
False,False,0.03837,0.31648,n
False,True,0.03090,0.08500,n
True,False,0.74444,0.12757,p
False,False,0.17990,0.23717,n
True,False,0.88133,0.44720,n
True,True,0.94609,0.46299,p
True,False,0.37393,0.19970,p
True,False,0.23787,0.03704,p
False,False,0.18403,0.81161,n
True,False,0.15892,0.11674,n
False,False,0.84136,0.73710,n
False,False,0.93831,0.06533,p
False,True,0.58923,0.33270,p
True,True,0.00007,0.29000,p
False,False,0.58395,0.41083,n
True,False,0.45261,0.66409,n
True,True,0.87830,0.67446,p
True,True,0.26995,0.01003,n
False,True,0.39328,0.34996,n
False,False,0.92452,0.27068,n
True,True,0.21345,0.54276,p
True,False,0.22733,0.92784,n
False,False,0.67339,0.96715,n
True,True,0.26838,0.67549,p
True,True,0.52425,0.17131,n
False,True,0.35250,0.26929,p
False,False,0.98943,0.85956,n
False,True,0.11182,0.95525,n
False,False,0.27064,0.84747,n
False,True,0.79166,0.34433,p
False,True,0.76225,0.29064,p
True,True,0.52953,0.02617,p
False,False,0.52063,0.99668,n
True,True,0.00040,0.99093,p
False,True,0.38298,0.41746,n
True,False,0.31564,0.53648,p
True,False,0.51537,0.89683,n
False,True,0.60697,0.52704,n
False,False,0.88406,0.17757,n
False,False,0.69187,0.39175,n
False,True,0.38598,0.65714,n
False,False,0.91322,0.54626,n
True,True,0.95294,0.29749,p
True,False,0.96584,0.37723,p
True,False,0.84703,0.23227,p
True,False,0.64185,0.89854,n
False,True,0.52797,0.64801,n
True,True,0.18779,0.66022,p
True,False,0.13613,0.53668,p
True,True,0.97137,0.78276,p
False,False,0.87011,0.27566,n
True,True,0.23287,0.99428,p
False,True,0.94693,0.38052,p
True,True,0.63578,0.69571,p
False,False,0.62408,0.96680,n
False,True,0.98726,0.41450,p
False,True,0.07515,0.67062,p
False,True,0.15688,0.83540,n
False,True,0.89914,0.71303,p
True,False,0.59890,0.38162,n
False,False,0.28295,0.29501,n
True,False,0.68595,0.62745,n
False,False,0.14889,0.91845,p
True,True,0.53189,0.92985,p
False,False,0.98975,0.08779,n
True,True,0.95078,0.79890,p
True,True,0.84139,0.00721,p
True,False,0.48495,0.15007,p
True,True,0.08383,0.02123,p
False,False,0.01415,0.93510,n
False,False,0.56934,0.33629,n
False,False,0.26620,0.85180,n
True,False,0.15510,0.76280,p
False,True,0.52878,0.00479,p
True,True,0.12562,0.43791,p
True,True,0.50697,0.08860,p
True,False,0.71471,0.03875,p
False,False,0.71526,0.12345,n
False,True,0.77665,0.94795,n
False,True,0.42900,0.97826,n
False,True,0.91980,0.30637,p
False,False,0.01947,0.16521,n
False,False,0.79115,0.67581,n
False,True,0.01832,0.32227,p
True,False,0.62532,0.24399,p
False,False,0.56423,0.13168,n
False,True,0.20594,0.91674,n
True,False,0.54003,0.99367,n
True,True,0.90952,0.19071,p
False,False,0.69723,0.89121,p
True,False,0.32079,0.32021,n
True,True,0.53126,0.50261,p
False,True,0.87155,0.23638,p
False,True,0.54149,0.07140,p
True,True,0.36656,0.24592,p
True,False,0.37191,0.79185,n
False,False,0.08882,0.05976,n
True,True,0.43589,0.64014,p
True,False,0.09539,0.60960,p
True,True,0.25561,0.17197,p
True,False,0.25175,0.06708,n
False,True,0.13855,0.38732,p
False,True,0.45571,0.60187,n
False,True,0.56780,0.36152,n
False,True,0.45649,0.85792,n
False,True,0.27926,0.08015,p
False,True,0.74154,0.81371,p
False,True,0.25020,0.92812,n
False,False,0.18910,0.30251,n
False,False,0.20397,0.90856,p
False,True,0.80139,0.60995,p
False,True,0.05996,0.82915,n
True,True,0.29210,0.61897,p
True,False,0.05456,0.21605,p
True,True,0.23886,0.37996,p
True,False,0.26841,0.26573,p
False,False,0.13145,0.10286,n
False,False,0.60746,0.16860,n
True,False,0.10603,0.58227,p
False,False,0.13463,0.84926,n
False,True,0.02652,0.83186,p
False,False,0.81939,0.47181,n
True,False,0.48228,0.49234,p
True,False,0.40141,0.94411,n
True,False,0.04141,0.88604,n
True,True,0.07178,0.17608,p
False,True,0.28560,0.64524,n
False,True,0.95847,0.23850,p
False,True,0.34139,0.41751,p
True,False,0.95396,0.96296,n
False,True,0.21468,0.15921,p
False,True,0.42359,0.03989,p
False,True,0.69315,0.89704,n
True,True,0.92691,0.12545,n
True,False,0.35806,0.08771,p
False,True,0.08794,0.17990,p
True,False,0.37243,0.97292,n
True,False,0.55639,0.39220,n
False,True,0.23157,0.87172,n
False,False,0.80925,0.85936,n
False,True,0.67000,0.35435,p
False,True,0.50929,0.22045,n
False,True,0.75640,0.05151,p
True,True,0.38898,0.14114,p
True,False,0.37728,0.46644,n
True,True,0.27513,0.19354,p
False,False,0.38157,0.13336,n
False,False,0.32529,0.15493,n
False,False,0.21567,0.72019,n
False,True,0.44400,0.55155,n
False,True,0.39652,0.50385,n
True,True,0.05747,0.88328,p
True,True,0.50667,0.48367,p
True,False,0.93172,0.48024,p
False,True,0.16288,0.61522,p
True,True,0.57490,0.87441,p
False,True,0.08168,0.47262,p
False,True,0.00569,0.81364,n
False,True,0.46664,0.12815,p
False,False,0.46778,0.62735,n
True,True,0.90270,0.01164,p
True,False,0.44379,0.42503,n
False,True,0.89102,0.51915,p
True,True,0.22212,0.34378,p
False,True,0.91151,0.74294,n
False,False,0.65359,0.16888,n
True,False,0.76223,0.87297,n
False,False,0.43334,0.74850,n
False,False,0.56775,0.01726,n
True,True,0.21402,0.00493,p
False,True,0.48087,0.82413,n
False,False,0.84329,0.36302,n
False,False,0.56651,0.65693,n
True,False,0.09433,0.88515,n
True,True,0.83354,0.97028,p
True,True,0.89636,0.37076,p
False,True,0.21579,0.69298,p
False,False,0.46150,0.50850,n
True,True,0.88650,0.32750,p
False,False,0.15965,0.16912,n
True,False,0.34892,0.62260,n
True,False,0.36914,0.18117,n
False,False,0.83182,0.24399,n
False,True,0.70335,0.74843,n
False,True,0.64902,0.56091,n
True,True,0.81807,0.54051,p
True,False,0.93307,0.42915,p
False,False,0.31316,0.31515,n
True,False,0.37478,0.74180,n
False,True,0.47473,0.68434,n
False,False,0.78117,0.77882,p
False,False,0.71586,0.81637,n
True,False,0.15049,0.92923,n
False,False,0.38610,0.56401,n
False,True,0.71921,0.14263,p
True,False,0.62627,0.85057,n
False,True,0.73540,0.36636,p
True,True,0.52205,0.81120,p
True,True,0.03231,0.32312,p
False,True,0.20621,0.74504,n
False,False,0.90081,0.86181,n
True,True,0.73692,0.52503,p
False,False,0.94404,0.71343,n
True,False,0.81585,0.80984,n
True,True,0.59013,0.50754,p
False,True,0.26282,0.07010,p
True,False,0.12306,0.72483,p
False,False,0.41930,0.02532,n
True,True,0.06190,0.27444,p
True,False,0.45501,0.84569,p
True,True,0.76661,0.33922,p
False,False,0.70089,0.06648,p
True,False,0.82188,0.82131,n
True,False,0.43381,0.90674,n
False,True,0.02200,0.06656,p
False,False,0.61757,0.44617,p
False,False,0.34572,0.45653,n
True,True,0.54061,0.69345,p
False,False,0.74455,0.48225,n
False,False,0.59213,0.85325,n
True,False,0.68594,0.00396,p
True,False,0.88018,0.09767,p
True,True,0.95061,0.29993,n
False,True,0.55269,0.22631,p
True,True,0.31775,0.90268,p
True,False,0.00447,0.18447,p
True,False,0.50297,0.22324,n
True,False,0.59482,0.03786,p
False,False,0.61222,0.27544,p
True,True,0.78640,0.77323,p
False,True,0.77891,0.05763,p
True,True,0.71491,0.40362,p
True,False,0.20581,0.08589,p
False,False,0.27510,0.52964,n
True,False,0.90745,0.43162,p
True,False,0.83766,0.81203,n
False,True,0.73027,0.69764,n
False,True,0.03726,0.66141,n
False,True,0.39717,0.51610,n
False,True,0.82939,0.28959,p
True,True,0.25468,0.71754,p
False,False,0.98174,0.08337,n
False,True,0.65067,0.50584,p
True,True,0.90186,0.01522,p
False,True,0.85809,0.02928,p
False,False,0.66788,0.78677,n
True,False,0.17048,0.51090,p
True,True,0.32372,0.82041,p
True,True,0.16736,0.96253,p
True,True,0.52292,0.52327,p
True,False,0.74491,0.36412,p
True,False,0.43872,0.96702,n
True,True,0.48805,0.62541,p
True,False,0.44304,0.45258,n
False,False,0.38943,0.30805,n
True,False,0.00282,0.38046,p
True,True,0.59909,0.97533,p
False,True,0.84164,0.50138,p
True,False,0.34438,0.35716,p
True,False,0.32389,0.19586,p
True,True,0.77396,0.45709,p
False,False,0.83296,0.72894,n
True,False,0.17175,0.91285,n
False,True,0.94722,0.57880,p
False,False,0.96936,0.87395,p
False,True,0.49061,0.74342,p
True,True,0.62173,0.01077,p
True,False,0.55718,0.73393,p
False,False,0.05432,0.48394,n
False,False,0.07938,0.61156,n
False,False,0.36463,0.87328,n
False,False,0.82649,0.76741,n
True,False,0.63517,0.94231,n
True,False,0.92897,0.83548,n
False,True,0.32734,0.32899,p
False,False,0.40182,0.26149,n
True,False,0.77370,0.24680,p
False,False,0.60661,0.88362,n
False,True,0.97798,0.19716,p
False,True,0.48892,0.23072,n
True,True,0.10863,0.56676,p
True,True,0.76081,0.08739,p
False,False,0.29696,0.16168,n
True,False,0.94122,0.50594,p
False,True,0.13389,0.93993,n
False,False,0.40824,0.93780,n
True,False,0.29047,0.70060,n
False,True,0.40640,0.67373,n
True,False,0.50391,0.77215,n
True,False,0.63399,0.45137,n
True,True,0.43934,0.87381,p
False,True,0.55374,0.96737,n
False,False,0.93683,0.69828,n
False,False,0.89664,0.95008,n
True,True,0.74890,0.75801,p
True,False,0.27407,0.07420,p
False,True,0.45308,0.23925,n
False,False,0.75703,0.85197,n
True,True,0.01855,0.32454,p
True,True,0.63472,0.14864,p
False,True,0.91525,0.45296,p
True,True,0.48861,0.09908,p
True,False,0.19017,0.93964,n
False,False,0.54038,0.22297,n
False,False,0.15610,0.71350,n
False,False,0.63276,0.29923,n
True,True,0.86779,0.65436,p
False,True,0.80151,0.83218,n
True,False,0.71094,0.97579,n
True,True,0.97549,0.34083,n
True,False,0.73545,0.79130,n
True,True,0.80790,0.07451,p
True,False,0.25763,0.88591,n
True,False,0.75088,0.39838,p
False,False,0.67885,0.86487,n
True,False,0.86267,0.40017,p
False,False,0.22546,0.40862,n
False,True,0.34916,0.80276,n
False,False,0.78225,0.86520,n
True,True,0.78595,0.83104,p
False,True,0.81617,0.39832,p
False,True,0.36956,0.17746,p
True,True,0.86842,0.44093,p
False,False,0.32041,0.77477,n
False,False,0.94279,0.38365,n
False,False,0.24732,0.22727,n
False,True,0.49081,0.81938,n
False,False,0.11731,0.88375,n
True,True,0.06532,0.93018,p
False,True,0.38230,0.42314,n
False,True,0.39920,0.42184,n
False,True,0.73265,0.12482,p
False,False,0.66828,0.58541,n
True,False,0.62026,0.35446,p
False,True,0.93687,0.25394,p
True,True,0.84354,0.99959,p
False,False,0.61263,0.50230,n
True,True,0.67932,0.54658,p
False,False,0.35467,0.61047,n
False,False,0.68536,0.51156,n
True,False,0.57056,0.19756,p
False,True,0.35734,0.98513,n
True,False,0.18863,0.21108,n
False,False,0.14777,0.48035,n
False,False,0.84649,0.19390,n
False,False,0.49833,0.33940,n
True,False,0.72544,0.30349,p
False,True,0.76263,0.94698,n
True,False,0.96368,0.08056,p
False,False,0.31695,0.81356,n
False,True,0.09363,0.48085,p
True,False,0.46649,0.94055,n
True,False,0.77510,0.89174,n
True,True,0.77915,0.57234,p
False,False,0.19301,0.42322,n
True,True,0.01245,0.81848,p
True,False,0.23936,0.33360,n
False,False,0.77132,0.08705,n
False,True,0.47040,0.64170,n
False,True,0.67012,0.49269,p
True,False,0.10362,0.36698,p
True,True,0.39506,0.67964,p
True,True,0.56246,0.56613,p
True,True,0.19343,0.06621,p
True,False,0.18854,0.88923,n
False,True,0.14293,0.26874,p
True,True,0.67473,0.22685,p
False,True,0.30692,0.40531,p
True,False,0.44954,0.46582,n
False,True,0.65158,0.04015,p
False,True,0.78361,0.98686,n
True,True,0.46814,0.80607,p
True,False,0.53565,0.86773,n
True,False,0.55163,0.97138,n
True,False,0.86698,0.56102,p
True,True,0.45431,0.35957,p
True,False,0.81136,0.90984,n
False,True,0.32576,0.60680,p
False,False,0.46208,0.23242,n
False,False,0.30407,0.58620,n
True,True,0.54567,0.01877,n
True,True,0.86724,0.10343,p
True,True,0.36348,0.14893,p
True,False,0.94796,0.62712,p
False,False,0.61926,0.89872,n
False,False,0.17756,0.77028,n
True,True,0.34892,0.79344,p
True,True,0.74494,0.33813,p
False,False,0.62468,0.58541,n
True,True,0.10921,0.41350,p
True,False,0.83326,0.30098,p
False,False,0.66220,0.64266,n
False,True,0.14871,0.15426,p
True,True,0.04580,0.12016,p
True,False,0.55415,0.69269,n
True,False,0.49803,0.36424,n
True,False,0.46118,0.47780,n
True,False,0.00900,0.61035,n
True,True,0.30818,0.91707,p
False,False,0.33355,0.62661,p
False,False,0.56689,0.69424,n
True,False,0.96169,0.98180,n
True,False,0.49083,0.94614,n
False,False,0.05529,0.72959,n
False,True,0.19954,0.90194,n
True,True,0.01650,0.94525,p
True,False,0.24746,0.83396,p
True,True,0.49175,0.43000,p
True,True,0.14798,0.95491,n
False,True,0.38833,0.94152,n
True,False,0.92483,0.49980,p
True,False,0.26048,0.40109,n
True,True,0.99581,0.95676,p
True,False,0.03250,0.83440,n
False,False,0.36900,0.49888,p
False,True,0.81750,0.45278,p
True,True,0.86583,0.64628,p
True,True,0.25994,0.98232,p
True,False,0.89520,0.37262,p
True,True,0.25428,0.79405,p
False,True,0.52046,0.89227,p
True,True,0.33573,0.54646,p
True,True,0.46651,0.91725,p
False,False,0.79733,0.98435,n
True,True,0.05810,0.52819,p
True,True,0.95014,0.97762,p
True,False,0.44097,0.47561,n
True,True,0.33888,0.57075,p
True,False,0.20911,0.64276,p
False,False,0.53961,0.11243,p
False,True,0.86079,0.91862,p
False,False,0.18662,0.17849,n
False,True,0.26978,0.55708,p
True,False,0.20062,0.26599,p
False,True,0.57586,0.97904,n
True,False,0.95320,0.08302,p
True,False,0.73978,0.20005,p
True,True,0.15849,0.07863,p
False,False,0.44259,0.55120,n
False,True,0.92792,0.79045,n
False,False,0.21939,0.60097,p
True,True,0.12847,0.69073,p
True,True,0.23848,0.70767,p
False,True,0.94399,0.37933,p
True,False,0.86831,0.82879,n
True,False,0.97511,0.51568,p
True,True,0.82355,0.74468,p
True,False,0.48349,0.42969,n
True,True,0.38738,0.44763,n
False,False,0.18575,0.08513,n
False,True,0.41599,0.63270,n
False,True,0.45424,0.80623,n
True,True,0.41615,0.24847,p
False,True,0.39163,0.45580,n
True,False,0.36411,0.95371,n
True,False,0.18217,0.91654,n
True,True,0.89604,0.33461,p
True,False,0.70088,0.85840,n
True,True,0.76099,0.36279,p
True,False,0.16708,0.17655,p
True,False,0.69558,0.27576,p
True,True,0.76815,0.98815,p
False,False,0.22649,0.59892,n
False,False,0.77712,0.71634,p
True,True,0.22612,0.44548,p
False,True,0.23066,0.80056,n
True,True,0.11540,0.10495,p
False,False,0.34705,0.94837,n
True,True,0.04641,0.93848,p
False,False,0.97531,0.95826,n
False,False,0.61050,0.21871,n
False,True,0.83888,0.42082,p
True,True,0.18773,0.20933,n
False,False,0.28924,0.49268,n
True,True,0.51828,0.94208,p
True,True,0.54347,0.80724,p
True,False,0.73042,0.21396,p
False,False,0.76694,0.93688,n
True,True,0.76694,0.01766,p
False,True,0.76921,0.45090,p
False,True,0.51593,0.61089,n
True,False,0.78765,0.06050,p
True,True,0.14704,0.12415,p
False,True,0.34560,0.64181,n
False,True,0.49519,0.37846,n
False,True,0.62586,0.49259,p
True,True,0.28329,0.84796,p
True,True,0.80347,0.73751,p
False,False,0.65183,0.46677,p
False,False,0.28042,0.85869,n
False,False,0.06136,0.57449,n
True,False,0.89841,0.64412,p
True,True,0.00806,0.02820,p
False,True,0.16217,0.64446,p
True,True,0.16648,0.00879,p
True,True,0.15372,0.03665,p
True,True,0.49570,0.24052,p
False,False,0.50146,0.34325,n
False,True,0.96475,0.58962,p
True,True,0.72151,0.33226,n
False,True,0.15541,0.55560,p
True,True,0.22716,0.05199,p
False,True,0.85835,0.96500,n
False,False,0.73552,0.34399,n
False,False,0.74206,0.08349,n
True,False,0.24423,0.98664,n
True,True,0.76504,0.96002,p
False,False,0.48673,0.52906,n
True,True,0.89292,0.36449,p
True,True,0.24231,0.55184,p
False,True,0.44138,0.01921,p
True,True,0.09031,0.58848,p
False,True,0.47458,0.46060,n
True,True,0.90020,0.31396,p
False,False,0.21023,0.44385,n
False,True,0.92305,0.18402,p
True,False,0.01504,0.63367,n
False,False,0.75810,0.01361,n
False,False,0.19822,0.95609,n
False,False,0.26305,0.99999,n
True,False,0.11800,0.91177,n
True,True,0.79697,0.69349,p
False,True,0.07353,0.68113,p
False,True,0.68190,0.41835,p
False,False,0.80591,0.90866,n
False,True,0.26077,0.00115,p
False,False,0.66697,0.02564,n
False,True,0.84843,0.47132,p
True,True,0.32259,0.38763,p
True,False,0.10655,0.71999,p
True,True,0.64635,0.07601,p
False,False,0.77783,0.99545,n
True,True,0.97585,0.61197,p
True,True,0.39303,0.37781,p
True,False,0.67231,0.80151,n
False,True,0.49689,0.23663,n
