@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.22323,0.66199,n
False,False,0.95161,0.29829,n
False,True,0.24663,0.34450,p
False,False,0.75413,0.67878,n
True,False,0.83472,0.30210,p
True,False,0.16051,0.28791,p
True,False,0.74181,0.14293,p
True,True,0.05047,0.88159,n
False,True,0.18293,0.16917,p
True,False,0.33038,0.29291,p
False,True,0.19505,0.74865,p
True,False,0.00321,0.43734,p
True,False,0.26481,0.60060,p
True,True,0.63583,0.94553,p
True,False,0.13363,0.45357,p
True,True,0.69899,0.47244,p
False,False,0.36718,0.94545,n
True,True,0.91314,0.05243,p
False,True,0.74487,0.42978,p
True,True,0.36836,0.46661,p
False,False,0.42346,0.10804,n
False,False,0.15678,0.12575,n
True,False,0.53045,0.56034,p
True,True,0.78893,0.82582,p
False,False,0.86411,0.88300,n
False,False,0.36723,0.97448,p
True,False,0.57158,0.77407,n
False,True,0.77647,0.28421,p
False,True,0.45752,0.54353,n
True,True,0.30578,0.24938,p
False,False,0.96735,0.32282,n
False,False,0.83697,0.98325,n
True,True,0.63491,0.24074,p
False,True,0.46378,0.31076,n
True,False,0.19390,0.64382,n
True,True,0.07416,0.61813,p
False,False,0.57786,0.63047,n
True,True,0.87569,0.48046,p
False,True,0.24804,0.63279,n
False,False,0.50445,0.75801,n
True,False,0.35446,0.10075,p
False,False,0.48205,0.78645,n
False,False,0.22079,0.94286,n
True,True,0.91440,0.94520,p
False,False,0.65582,0.42844,n
True,False,0.97237,0.21381,n
False,False,0.34765,0.83646,n
False,False,0.95999,0.20874,n
False,True,0.80257,0.70618,p
True,True,0.23334,0.97416,n
False,True,0.99774,0.68128,n
True,True,0.55380,0.24329,p
False,False,0.34969,0.88448,p
True,True,0.19127,0.19970,p
False,True,0.57595,0.60241,n
False,False,0.47640,0.40673,n
False,False,0.19839,0.72451,n
True,False,0.04969,0.92008,n
True,False,0.20467,0.42751,p
True,True,0.73740,0.48004,p
False,False,0.15328,0.20640,n
True,True,0.52573,0.44939,p
False,False,0.87654,0.07971,n
False,True,0.60563,0.12196,p
False,False,0.31425,0.12942,n
False,True,0.47232,0.51694,n
True,False,0.43495,0.99177,p
True,True,0.50136,0.96414,p
True,True,0.63041,0.34049,p
False,True,0.80616,0.12701,p
True,True,0.62126,0.26719,p
False,False,0.57418,0.17765,p
False,True,0.37889,0.92892,n
False,False,0.88489,0.53893,n
False,True,0.27028,0.98380,n
True,False,0.71427,0.91121,n
True,False,0.38597,0.73123,n
False,False,0.53303,0.23108,n
True,False,0.88385,0.21879,p
False,True,0.21763,0.29477,p
False,True,0.59829,0.15523,p
True,False,0.17728,0.75655,p
True,False,0.85840,0.05489,p
True,True,0.18750,0.23191,p
False,False,0.09483,0.87770,n
False,True,0.60704,0.79198,n
True,True,0.25303,0.75611,p
False,True,0.29121,0.51966,p
False,False,0.65776,0.80695,n
False,False,0.67858,0.25594,n
True,False,0.46697,0.25675,n
False,True,0.45773,0.61288,n
False,False,0.40181,0.95262,n
True,True,0.15433,0.65457,p
False,False,0.61342,0.51104,n
True,True,0.33883,0.25332,p
True,False,0.03613,0.50618,p
False,True,0.21545,0.83847,n
False,False,0.58859,0.61016,n
True,False,0.68187,0.52622,p
True,True,0.85149,0.16699,p
True,True,0.51048,0.83817,p
False,False,0.64243,0.06936,n
False,False,0.82028,0.10839,n
False,True,0.23438,0.45846,p
False,False,0.54639,0.95949,n
False,False,0.04693,0.43697,n
False,False,0.95081,0.89687,n
True,False,0.48763,0.25130,n
False,False,0.61239,0.46368,n
True,False,0.98352,0.96297,n
False,True,0.14511,0.70126,p
False,False,0.89223,0.83129,p
False,False,0.52391,0.60291,p
False,True,0.34015,0.42869,p
True,True,0.50091,0.22614,p
True,False,0.96646,0.51005,p
False,False,0.57983,0.36125,n
False,False,0.94611,0.76751,n
True,False,0.09723,0.55136,p
True,False,0.78236,0.98168,p
False,True,0.77895,0.72788,p
False,False,0.39267,0.98001,n
False,True,0.47665,0.53963,n
True,False,0.71807,0.64099,n
True,True,0.81711,0.31571,p
False,False,0.52974,0.35691,n
False,False,0.73225,0.40841,n
True,False,0.56884,0.97308,n
True,True,0.79156,0.63625,p
True,False,0.79266,0.88568,n
False,False,0.95214,0.22428,n
True,True,0.22424,0.58707,p
False,True,0.60724,0.88909,n
True,False,0.67348,0.03391,p
False,True,0.38699,0.93892,p
True,True,0.20232,0.44878,p
False,False,0.59236,0.73628,n
False,True,0.71949,0.85514,n
True,True,0.18760,0.22629,p
False,True,0.98302,0.61258,n
True,True,0.45413,0.25310,p
True,False,0.50404,0.29888,n
False,False,0.31786,0.83680,n
False,False,0.98555,0.27428,n
False,True,0.64039,0.35822,p
False,True,0.63842,0.77524,n
False,False,0.63712,0.03560,n
True,False,0.61429,0.40186,n
False,False,0.75916,0.13181,n
False,True,0.63005,0.16802,p
False,False,0.52273,0.88566,n
True,False,0.35350,0.83688,n
False,True,0.31179,0.73174,n
False,True,0.99112,0.76437,n
False,True,0.13551,0.99761,n
False,True,0.51372,0.22591,n
False,True,0.61890,0.80235,n
False,True,0.58959,0.66536,n
False,False,0.79045,0.62787,n
True,False,0.00197,0.52822,n
False,True,0.41892,0.44364,n
True,False,0.19319,0.15091,p
False,True,0.44728,0.45133,n
True,False,0.35793,0.60820,n
True,False,0.72222,0.75902,n
True,False,0.37378,0.45727,n
False,True,0.10345,0.60550,p
False,True,0.42449,0.86087,p
False,True,0.04164,0.03373,p
True,False,0.16573,0.36605,p
False,False,0.10256,0.75238,n
False,False,0.82035,0.87857,n
True,False,0.03447,0.73212,n
False,True,0.50850,0.67325,n
True,True,0.99076,0.61394,p
False,False,0.73477,0.37439,n
False,False,0.93778,0.71954,n
False,False,0.83093,0.25271,n
False,True,0.67716,0.81532,n
True,False,0.55099,0.53495,n
False,True,0.95236,0.89616,n
True,True,0.81552,0.74901,n
False,False,0.28244,0.88945,n
True,True,0.47346,0.07693,p
False,False,0.13230,0.65719,n
False,True,0.80137,0.78107,p
False,False,0.51980,0.51957,n
True,False,0.25513,0.78504,n
True,False,0.71725,0.60101,p
False,True,0.33120,0.87659,p
False,False,0.30793,0.13276,n
True,True,0.69884,0.18415,p
False,True,0.03571,0.35308,p
True,False,0.17162,0.76801,p
False,False,0.54758,0.09778,p
False,True,0.80730,0.29336,n
False,True,0.40779,0.68555,n
True,True,0.79073,0.03899,p
True,True,0.06593,0.54640,p
True,True,0.37436,0.50938,p
False,False,0.37657,0.97319,n
True,False,0.11895,0.47211,p
True,True,0.38705,0.41348,p
False,False,0.56974,0.27253,p
False,False,0.64465,0.15019,n
True,False,0.81159,0.39434,p
True,False,0.18939,0.09826,p
True,True,0.56322,0.48088,p
True,False,0.36035,0.70404,n
True,False,0.45782,0.87475,n
False,False,0.24768,0.55658,n
False,False,0.09400,0.88096,n
True,False,0.57841,0.73143,n
False,False,0.09085,0.14811,n
False,True,0.88406,0.32002,n
True,True,0.41168,0.49557,p
True,True,0.85205,0.82661,p
True,True,0.02964,0.63887,p
False,True,0.98930,0.69886,n
False,False,0.34377,0.67906,n
False,False,0.30596,0.60694,n
False,True,0.05197,0.60180,p
False,False,0.74168,0.54242,n
True,False,0.67759,0.73667,n
False,True,0.37333,0.40881,n
True,True,0.02188,0.34073,p
True,False,0.61395,0.77352,n
False,False,0.99904,0.40685,n
False,False,0.80462,0.87328,n
True,False,0.75855,0.83195,n
True,True,0.18665,0.53203,n
False,True,0.28132,0.76738,n
False,True,0.26767,0.06459,p
False,True,0.72709,0.88217,n
False,True,0.32723,0.48936,p
True,False,0.52326,0.14190,p
False,True,0.92550,0.96657,p
False,True,0.75524,0.91756,n
False,True,0.48532,0.14592,p
True,False,0.28687,0.56692,n
True,False,0.98447,0.46047,p
True,True,0.47548,0.55422,p
False,True,0.52190,0.00346,p
True,True,0.38596,0.64936,p
False,False,0.03567,0.54155,n
False,True,0.20893,0.91893,n
False,False,0.93458,0.70555,n
False,False,0.51304,0.54934,n
True,False,0.54188,0.09134,n
False,True,0.84206,0.24693,p
False,False,0.23244,0.60787,n
False,True,0.44003,0.64049,n
False,True,0.99067,0.36747,p
False,False,0.24090,0.08404,n
True,True,0.75839,0.46464,p
False,False,0.48072,0.81786,n
True,True,0.22103,0.10137,p
True,False,0.63151,0.08901,p
True,False,0.92783,0.15617,p
True,True,0.64284,0.49463,p
False,False,0.05732,0.26962,n
False,False,0.64667,0.13078,p
False,False,0.36577,0.55511,n
False,False,0.25666,0.90406,p
False,False,0.69079,0.77164,p
False,True,0.60415,0.61096,n
True,False,0.92935,0.42148,p
True,False,0.38473,0.20641,p
False,True,0.26140,0.18172,p
False,True,0.40641,0.31943,n
False,False,0.42306,0.74270,n
False,False,0.57147,0.53052,n
False,False,0.94403,0.91472,n
True,False,0.72518,0.88524,n
False,False,0.42247,0.88749,n
True,True,0.30305,0.92669,p
False,True,0.28779,0.08821,p
False,True,0.36102,0.83150,n
False,False,0.73677,0.16678,n
True,False,0.90787,0.88264,n
True,False,0.87918,0.15288,p
False,False,0.19981,0.21853,n
False,False,0.32597,0.94376,n
True,False,0.12910,0.20540,p
True,True,0.40420,0.58879,p
False,True,0.96874,0.95919,n
True,False,0.86610,0.52401,p
True,True,0.75052,0.35602,p
True,False,0.12344,0.87136,n
False,False,0.72226,0.38396,n
False,False,0.02853,0.00173,n
False,True,0.72674,0.31403,p
True,True,0.13723,0.71514,p
False,False,0.70370,0.59263,n
False,True,0.09541,0.27387,n
True,True,0.00786,0.35683,n
False,True,0.50883,0.01181,p
False,False,0.69828,0.87428,n
True,True,0.29759,0.56443,p
True,False,0.38561,0.68236,n
False,False,0.03324,0.87382,n
True,True,0.62529,0.05933,p
False,False,0.33982,0.26426,n
False,True,0.92982,0.72245,n
False,True,0.24902,0.44295,p
True,True,0.55304,0.11396,p
True,False,0.40267,0.91777,n
True,False,0.13329,0.70183,p
True,False,0.14287,0.71710,p
False,True,0.77298,0.31487,p
False,False,0.14762,0.84733,n
False,False,0.87759,0.41710,n
True,False,0.85882,0.14521,p
True,False,0.00132,0.32000,p
True,False,0.89676,0.78045,n
True,False,0.58444,0.16821,p
True,True,0.25343,0.28418,p
False,False,0.31615,0.07645,n
False,False,0.04381,0.83954,n
True,False,0.65818,0.03101,p
True,True,0.89808,0.50025,p
False,False,0.76222,0.49512,n
True,True,0.51967,0.94192,p
False,False,0.44910,0.53244,n
False,False,0.06035,0.68909,n
False,True,0.21054,0.15575,p
False,True,0.11936,0.99765,n
True,False,0.83046,0.22650,p
True,True,0.97998,0.68193,p
True,True,0.64499,0.62313,p
False,False,0.27343,0.42189,n
False,True,0.48650,0.03176,p
True,True,0.71619,0.56965,p
False,False,0.21622,0.49236,n
True,False,0.50626,0.58448,n
True,True,0.05586,0.40800,p
False,True,0.08755,0.74282,n
True,False,0.22582,0.70938,p
True,True,0.85118,0.63958,p
True,False,0.89429,0.21985,p
True,False,0.53489,0.50172,n
True,True,0.44446,0.37896,p
True,True,0.62858,0.42408,p
False,False,0.30843,0.24955,n
True,True,0.23737,0.96607,p
False,True,0.11411,0.31447,p
False,True,0.22147,0.91677,p
True,True,0.83180,0.40812,p
True,False,0.98917,0.15603,p
False,True,0.40189,0.49581,n
True,False,0.77934,0.03425,p
True,True,0.33851,0.14959,p
True,True,0.02280,0.89958,p
False,True,0.25483,0.00422,p
True,False,0.61808,0.03194,p
False,True,0.87862,0.53056,p
True,False,0.68155,0.72826,n
False,True,0.55722,0.60472,n
False,False,0.84686,0.84118,n
True,False,0.61218,0.95595,n
False,False,0.75114,0.32973,n
False,False,0.10911,0.16615,n
True,True,0.83009,0.38533,p
False,False,0.32729,0.54248,n
False,False,0.95087,0.76177,n
False,True,0.23603,0.92563,n
False,False,0.41881,0.39797,n
True,True,0.97136,0.66639,p
True,True,0.31587,0.26255,p
False,True,0.23266,0.84298,n
True,False,0.76089,0.79509,n
False,False,0.31681,0.30016,n
False,True,0.75435,0.95063,n
False,False,0.94728,0.19384,n
False,True,0.62425,0.78291,n
True,False,0.10562,0.87539,n
True,True,0.12187,0.55050,p
False,False,0.21055,0.10522,n
True,True,0.25816,0.86628,n
True,False,0.20032,0.80947,n
True,True,0.23678,0.47260,p
False,False,0.42199,0.80412,n
False,True,0.92987,0.47889,p
False,True,0.23611,0.22848,p
True,True,0.82589,0.40676,p
False,False,0.29110,0.49975,n
True,True,0.98458,0.78485,p
False,False,0.02888,0.18461,n
True,False,0.45909,0.24286,n
False,False,0.06842,0.02137,n
True,True,0.02819,0.31649,p
False,True,0.65537,0.85326,n
True,False,0.38746,0.31321,p
False,False,0.59786,0.94572,n
False,False,0.61503,0.16486,n
False,True,0.10558,0.89377,n
False,False,0.49430,0.09515,n
False,False,0.93608,0.66373,n
False,False,0.90262,0.41755,n
True,False,0.36246,0.42085,n
False,True,0.21409,0.02634,p
False,False,0.70893,0.49630,p
False,False,0.69548,0.39414,n
True,False,0.19326,0.93758,n
False,True,0.14173,0.00699,p
True,True,0.80458,0.24989,p
True,False,0.49830,0.67558,n
True,True,0.69899,0.82835,p
True,True,0.17720,0.10859,p
True,True,0.50849,0.18070,p
False,False,0.34002,0.70278,n
True,False,0.82147,0.06266,p
False,False,0.55591,0.15052,n
False,False,0.59584,0.27575,n
True,False,0.84168,0.28177,p
False,True,0.79426,0.58149,p
True,False,0.13667,0.30699,p
False,False,0.56535,0.22964,n
True,True,0.80098,0.67145,p
False,True,0.24972,0.91812,n
True,True,0.60024,0.12858,p
False,True,0.10221,0.10835,p
False,False,0.53821,0.29586,p
True,False,0.99565,0.37164,p
False,True,0.67731,0.55707,n
False,False,0.63521,0.65066,n
False,True,0.87069,0.76279,p
True,False,0.88967,0.11739,p
False,True,0.58706,0.92564,n
False,True,0.94222,0.83467,n
True,False,0.35966,0.19872,p
True,False,0.12679,0.87103,n
False,False,0.69818,0.39431,n
True,True,0.65455,0.53457,n
False,True,0.44586,0.18038,p
False,True,0.94581,0.76815,n
True,False,0.66699,0.33950,p
False,True,0.75209,0.00583,p
True,True,0.13093,0.84234,p
False,False,0.06669,0.16615,n
False,False,0.21553,0.85168,p
True,False,0.68716,0.17901,p
True,True,0.42316,0.93027,n
False,True,0.30964,0.67601,n
True,False,0.61519,0.79535,n
False,True,0.66493,0.21505,p
True,False,0.07282,0.35606,p
False,True,0.62598,0.45308,n
False,True,0.75154,0.44456,p
False,False,0.04928,0.71798,n
False,True,0.72567,0.90955,n
False,True,0.94997,0.36789,p
False,False,0.45487,0.82290,n
True,False,0.33826,0.58681,n
False,False,0.46382,0.13534,n
False,True,0.32419,0.53167,n
True,False,0.92999,0.06561,p
False,False,0.26547,0.95031,p
False,False,0.57364,0.79354,n
True,True,0.98872,0.33139,p
False,True,0.51981,0.47364,n
False,True,0.64259,0.83761,n
True,True,0.39656,0.76048,p
False,True,0.15405,0.22170,n
True,True,0.32463,0.01516,p
True,True,0.48798,0.27082,p
True,False,0.71483,0.14398,p
False,False,0.00371,0.30005,n
True,True,0.87086,0.86906,p
True,True,0.87516,0.59583,p
True,False,0.71128,0.94380,n
True,True,0.04495,0.77121,p
True,False,0.07992,0.96316,n
False,False,0.89199,0.85787,n
False,False,0.59753,0.00071,n
False,False,0.03237,0.23509,n
True,False,0.85571,0.31056,p
False,False,0.41137,0.83290,p
False,True,0.31246,0.98372,n
False,True,0.04901,0.73699,n
False,False,0.06819,0.04405,n
True,True,0.24220,0.70134,p
True,True,0.03651,0.51953,p
False,True,0.04563,0.28687,p
False,True,0.96881,0.99554,n
False,False,0.98333,0.93583,n
True,False,0.93423,0.05622,p
False,False,0.95314,0.22479,n
False,False,0.89043,0.46215,n
False,False,0.89201,0.00067,n
False,True,0.59479,0.26361,p
True,True,0.61989,0.32137,p
False,True,0.89005,0.83800,n
False,False,0.57793,0.20120,n
False,False,0.89724,0.62859,n
True,False,0.07523,0.49200,p
False,False,0.81935,0.51878,p
False,False,0.18364,0.63731,n
False,False,0.00454,0.63743,n
True,False,0.92697,0.98531,n
True,True,0.66654,0.55893,n
True,False,0.13968,0.43245,p
True,False,0.55219,0.33085,p
False,True,0.81300,0.41865,p
False,False,0.29383,0.81111,n
False,False,0.97091,0.73176,n
True,False,0.72697,0.00242,p
True,False,0.36825,0.80105,n
False,True,0.51731,0.72257,n
False,True,0.05852,0.82313,n
True,True,0.18495,0.50506,p
True,False,0.28825,0.41476,p
True,False,0.86487,0.94578,p
False,True,0.05919,0.47506,p
False,False,0.31719,0.53438,n
True,True,0.32477,0.99064,n
False,True,0.83554,0.08119,p
