@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.36046,0.11546,n
0.13888,0.65952,n
0.52099,0.81610,n
0.19813,0.49701,n
0.47799,0.37465,p
0.41403,0.46635,p
0.32709,0.56994,n
0.71712,0.86931,n
0.16144,0.55478,n
0.97400,0.82504,p
0.27007,0.46760,n
0.52384,0.02166,p
0.71126,0.82688,p
0.16170,0.07401,p
0.12733,0.15482,p
0.33008,0.79169,n
0.51654,0.52813,p
0.94269,0.38536,p
0.39243,0.78942,n
0.74971,0.78753,n
0.92277,0.68516,p
0.73825,0.34259,p
0.73017,0.65266,p
0.22589,0.01939,p
0.37000,0.97993,n
0.57537,0.19993,p
0.84002,0.22566,p
0.90077,0.12759,n
0.25330,0.98595,n
0.48617,0.86405,n
0.38450,0.24935,p
0.13241,0.60420,n
0.05197,0.94378,n
0.99058,0.75767,n
0.04907,0.35072,n
0.33408,0.94063,n
0.46677,0.17028,p
0.02235,0.40133,n
0.04123,0.53014,n
0.41013,0.19592,p
0.15534,0.64749,n
0.22683,0.06706,p
0.14654,0.13522,p
0.45072,0.58830,p
0.46428,0.19880,n
0.21242,0.17363,p
0.91434,0.55170,p
0.88845,0.12496,p
0.65422,0.12710,p
0.47439,0.83005,n
0.35390,0.88727,n
0.16983,0.02527,p
0.73117,0.83924,n
0.78063,0.10081,p
0.90540,0.23220,p
0.35148,0.35521,n
0.44589,0.43026,p
0.86461,0.39733,p
0.42164,0.63652,n
0.75439,0.57743,p
0.15891,0.19670,p
0.56235,0.88621,n
0.22452,0.77037,n
0.97776,0.70872,p
0.68412,0.46491,p
0.67138,0.89381,n
0.38298,0.87699,n
0.14939,0.25884,p
0.12553,0.24623,n
0.99622,0.11156,p
0.63296,0.56402,p
0.74306,0.62931,p
0.60038,0.50115,p
0.87962,0.11198,p
0.51799,0.45505,p
0.38729,0.29551,p
0.03174,0.97665,n
0.12286,0.57785,n
0.83323,0.97575,n
0.06522,0.11903,n
0.79863,0.12982,p
0.38370,0.65591,n
0.05278,0.66580,n
0.46446,0.65398,n
0.40449,0.07311,p
0.35821,0.91111,n
0.51416,0.00012,p
0.57112,0.72272,n
0.54269,0.25996,p
0.47843,0.79932,n
0.66708,0.11969,p
0.55621,0.63664,n
0.45543,0.27509,p
0.52224,0.95164,n
0.56250,0.06310,p
0.90445,0.11414,p
0.50754,0.57574,n
0.37348,0.96012,n
0.28416,0.03207,p
0.05784,0.62702,n
0.87139,0.59181,p
0.61852,0.78901,n
0.69811,0.00775,p
0.66402,0.25470,n
0.16925,0.47636,n
0.56250,0.12115,p
0.89757,0.67854,p
0.78583,0.26390,p
0.46457,0.30828,p
0.65576,0.60753,p
0.07215,0.92672,n
0.92304,0.27685,n
0.79655,0.62216,p
0.71552,0.72791,n
0.50871,0.94859,n
0.14565,0.13252,p
0.02701,0.71779,n
0.45078,0.90432,n
0.02232,0.41603,n
0.57250,0.64850,n
0.09520,0.85819,n
0.84150,0.03873,p
0.40941,0.03272,p
0.88665,0.41544,p
0.73348,0.30382,p
0.23407,0.40355,n
0.62102,0.56148,p
0.30713,0.94779,n
0.65277,0.68047,n
0.74556,0.88880,p
0.34757,0.57116,n
0.06963,0.08015,n
0.69087,0.79421,n
0.73588,0.39183,n
0.47471,0.61918,n
0.35122,0.39565,n
0.77997,0.33227,p
0.76562,0.01320,p
0.38720,0.52230,n
0.67703,0.48814,p
0.99307,0.44537,p
0.16914,0.58470,n
0.33618,0.06618,p
0.38563,0.44810,n
0.52017,0.14793,p
0.76698,0.96235,p
0.27513,0.17451,n
0.27293,0.26629,p
0.42260,0.68442,p
0.88701,0.80807,n
0.81575,0.63915,p
0.13974,0.36952,n
0.42443,0.78083,p
0.96798,0.01060,p
0.22732,0.09016,p
0.85761,0.98557,n
0.24952,0.72842,n
0.96160,0.31703,p
0.86521,0.76752,p
0.51768,0.56925,n
0.77504,0.52600,p
0.73075,0.36668,p
0.88550,0.27531,p
0.53821,0.09245,p
0.87258,0.49873,p
0.68657,0.29062,p
0.36592,0.01314,p
0.16959,0.10318,p
0.44544,0.78555,n
0.33651,0.43962,n
0.51387,0.13672,p
0.20713,0.62036,n
0.78802,0.80580,p
0.45449,0.67448,n
0.90287,0.57354,p
0.59559,0.98557,n
0.27667,0.44289,n
0.41214,0.35661,p
0.30982,0.33939,n
0.92540,0.66298,p
0.74941,0.25913,p
0.00145,0.64565,n
0.76651,0.98024,p
0.89381,0.21897,p
0.82183,0.29671,p
0.14728,0.07152,p
0.44584,0.63495,n
0.64412,0.02868,p
0.54692,0.42281,p
0.25434,0.88250,n
0.89913,0.73379,p
0.73847,0.06124,p
0.93519,0.54794,p
0.47944,0.84413,n
0.62635,0.76157,n
0.93142,0.50528,n
0.34710,0.18347,p
0.65752,0.81233,n
0.89444,0.70697,p
0.51075,0.24800,p
0.35114,0.56950,n
0.20312,0.05066,p
0.13300,0.83895,n
0.47207,0.27556,p
0.37428,0.33899,p
0.58473,0.62987,n
0.11608,0.55750,n
0.06645,0.77719,n
0.47253,0.53010,p
0.99178,0.99034,n
0.46193,0.32339,p
0.78172,0.72560,p
0.44890,0.17934,p
0.66197,0.64075,n
0.74102,0.16976,p
0.14115,0.99969,n
0.11904,0.94544,n
0.26865,0.84632,n
0.95258,0.34563,p
0.42832,0.54911,p
0.60185,0.04804,p
0.92648,0.55949,p
0.71341,0.66449,n
0.12371,0.86868,p
0.42819,0.10526,p
0.16255,0.99419,n
0.10904,0.95977,n
0.47217,0.12701,n
0.65557,0.04992,p
0.45249,0.55828,n
0.03881,0.41492,n
0.86693,0.76002,p
0.19051,0.10346,p
0.20950,0.25030,n
0.16371,0.33584,n
0.41787,0.92606,n
0.80864,0.46786,p
0.43856,0.20648,p
0.96570,0.55127,p
0.14740,0.25432,n
0.60606,0.60911,n
0.46594,0.18213,p
0.04386,0.67711,n
0.95882,0.07647,p
0.97817,0.07345,n
0.37706,0.45676,n
0.93322,0.77060,p
0.36407,0.41887,n
0.41207,0.19757,p
0.66549,0.38941,p
0.85840,0.70087,p
0.31519,0.98709,n
0.04883,0.63588,n
0.06362,0.03041,p
0.93769,0.91019,n
0.71593,0.01649,p
0.06300,0.31693,n
0.46535,0.69607,n
0.32709,0.49426,n
0.82249,0.27591,p
0.19053,0.93526,n
0.21543,0.19933,p
0.93205,0.15676,n
0.90037,0.79828,n
0.01869,0.09008,n
0.13294,0.17706,n
0.17585,0.77842,p
0.92457,0.34071,p
0.88798,0.65144,p
0.32549,0.28321,p
0.74283,0.47404,p
0.03100,0.34384,n
0.73991,0.29353,p
0.42549,0.95958,n
0.20685,0.80271,n
0.35386,0.90782,n
0.33475,0.57665,p
0.02997,0.65315,n
0.23101,0.97035,n
0.34083,0.13575,p
0.81081,0.40443,p
0.33766,0.27385,p
0.51626,0.13762,p
0.12619,0.04215,p
0.80691,0.29997,p
0.24528,0.76685,n
0.89290,0.36592,p
0.05162,0.93011,n
0.52050,0.60350,n
0.90038,0.95523,n
0.98218,0.78422,p
0.11284,0.58920,n
0.36767,0.83676,n
0.49080,0.85746,n
0.07260,0.59485,n
0.99819,0.07353,p
0.10621,0.60256,n
0.89643,0.46273,p
0.15652,0.49084,n
0.46622,0.66485,n
0.93639,0.81815,n
0.83808,0.60970,p
0.19530,0.68590,n
0.75217,0.32254,p
0.40183,0.80646,p
0.64163,0.20618,p
0.50171,0.84026,n
0.99058,0.79142,p
0.73174,0.54955,p
0.01738,0.62232,p
0.13292,0.40579,n
0.69229,0.15229,p
0.01671,0.34656,n
0.04849,0.19411,n
0.33990,0.89176,n
0.66385,0.16510,p
0.38982,0.66701,n
0.83969,0.20278,p
0.25232,0.25990,n
0.11759,0.75535,n
0.62876,0.04597,p
0.77012,0.44883,p
0.35167,0.99126,n
0.78226,0.57525,p
0.55658,0.10409,p
0.65211,0.57964,p
0.26507,0.75868,n
0.02796,0.37852,n
0.50458,0.66455,n
0.58507,0.18832,p
0.92192,0.20867,p
0.57865,0.53270,n
0.76926,0.55281,p
0.07369,0.51416,n
0.95651,0.99228,n
0.92755,0.99234,n
0.49395,0.15275,p
0.29622,0.72553,n
0.35713,0.95709,n
0.47101,0.41801,p
0.52664,0.06205,n
0.45520,0.01987,p
0.46601,0.33390,p
0.79531,0.61164,p
0.55365,0.40616,n
0.15650,0.15147,p
0.41473,0.87822,p
0.72602,0.59715,p
0.37339,0.77546,n
0.07076,0.18000,n
0.93829,0.43797,p
0.25745,0.32952,p
0.52080,0.05240,p
0.47482,0.06827,p
0.14312,0.17813,n
0.38448,0.00364,p
0.99657,0.03983,p
0.26108,0.63596,n
0.02428,0.48513,n
0.77881,0.37831,p
0.15148,0.78990,n
0.53522,0.29211,p
0.20915,0.85268,n
0.28208,0.17074,p
0.85862,0.38379,p
0.63677,0.42210,p
0.75402,0.17381,p
0.80579,0.91012,n
0.73588,0.58496,p
0.24310,0.92844,n
0.29143,0.05318,p
0.07735,0.88753,n
0.43890,0.62511,n
0.90039,0.03813,p
0.22269,0.70567,n
0.77624,0.85490,n
0.42028,0.12136,p
0.13663,0.73576,n
0.50222,0.17488,p
0.43050,0.15144,p
0.83613,0.41442,p
0.38509,0.66439,n
0.25446,0.55640,n
0.57768,0.58372,n
0.17345,0.78044,n
0.18007,0.93515,n
0.61556,0.64454,p
0.87991,0.07077,n
0.75888,0.44155,p
0.31380,0.20072,p
0.48379,0.68370,n
0.05607,0.16513,n
0.15136,0.52279,n
0.77572,0.83046,n
0.46109,0.25452,p
0.86206,0.45530,p
0.10186,0.40698,n
0.71014,0.43082,p
0.33706,0.13790,p
0.39019,0.61273,n
0.59092,0.99810,n
0.82001,0.45003,p
0.35417,0.37113,n
0.01703,0.43867,n
0.37902,0.12746,p
0.62716,0.81414,n
0.64533,0.93422,n
0.00124,0.81986,n
0.32019,0.43876,n
0.14958,0.55103,n
0.27306,0.01584,p
0.58729,0.91053,p
0.57533,0.13979,n
0.24983,0.92461,n
0.99352,0.53897,n
0.59183,0.33851,p
0.36232,0.85453,n
0.95778,0.67718,p
0.88543,0.36034,n
0.29630,0.39435,n
0.97576,0.74516,p
0.99758,0.48171,p
0.89969,0.29444,p
0.49950,0.49040,n
0.39131,0.07531,p
0.05427,0.10192,n
0.93295,0.67002,p
0.73077,0.12217,p
0.44959,0.62552,n
0.12092,0.42495,n
0.21526,0.05096,p
0.72967,0.00915,p
0.33496,0.25588,p
0.61371,0.28118,p
0.40430,0.42175,n
0.51011,0.29714,p
0.81813,0.36085,p
0.67590,0.93464,n
0.69072,0.05132,p
0.84931,0.44879,p
0.19903,0.07765,p
0.90650,0.58492,p
0.47214,0.22787,p
0.57428,0.53342,p
0.98953,0.21215,p
0.94170,0.34144,n
0.22351,0.80446,p
0.40989,0.16122,p
0.83778,0.11922,p
0.06238,0.00391,p
0.32854,0.85363,n
0.33380,0.73990,n
0.07583,0.84911,n
0.28257,0.72603,n
0.03137,0.07187,n
0.85960,0.32563,p
0.99777,0.03522,p
0.91693,0.95711,n
0.90884,0.14680,p
0.03516,0.95753,n
0.96065,0.32466,p
0.68262,0.17509,p
0.41512,0.49308,p
0.75772,0.18246,p
0.44787,0.05367,p
0.45280,0.19324,p
0.87213,0.50638,p
0.97477,0.68742,p
0.46233,0.52090,n
0.93383,0.14264,p
0.91920,0.26368,n
0.44614,0.48323,n
0.13470,0.41535,n
0.63453,0.49938,p
0.40087,0.76695,n
0.91746,0.07436,p
0.05230,0.85650,n
0.45936,0.48842,n
0.90977,0.99926,n
0.72861,0.75783,n
0.29864,0.45927,n
0.78050,0.28230,p
0.92807,0.80193,n
0.56112,0.25192,p
0.99766,0.89639,n
0.53414,0.21773,p
0.52978,0.65386,n
0.50627,0.03678,p
0.68336,0.57852,p
0.44306,0.92939,n
0.55894,0.50191,p
0.68617,0.58929,p
0.51900,0.98407,n
0.22121,0.44522,n
0.31675,0.20141,p
0.44928,0.32444,n
0.30996,0.79251,n
0.82313,0.32037,p
0.98439,0.33972,p
0.01996,0.30733,n
0.47080,0.29016,p
0.42738,0.12635,p
0.89103,0.82023,n
0.50107,0.49787,n
0.43016,0.32786,p
0.52736,0.20318,p
0.78016,0.17323,p
0.43817,0.34790,p
0.24891,0.33696,n
0.08997,0.23201,n
0.43121,0.74742,n
0.21061,0.90096,n
0.28244,0.76969,n
0.09323,0.33283,n
0.51191,0.45560,p
0.27916,0.97978,n
0.99381,0.39628,p
0.69054,0.40180,p
0.88419,0.35188,n
0.67355,0.29445,p
0.29238,0.90096,n
0.77724,0.07042,p
0.51285,0.85740,n
0.95950,0.80499,p
0.04028,0.02292,n
0.76519,0.91168,n
0.07113,0.92767,n
0.63671,0.05592,p
0.35189,0.42821,n
0.07921,0.67731,n
0.62663,0.07704,p
0.61726,0.01510,p
0.87633,0.50041,p
0.04958,0.62726,n
0.84269,0.86020,n
0.12347,0.15058,n
0.77989,0.42741,n
0.26775,0.73495,n
0.31265,0.22902,p
0.85198,0.33114,p
0.23300,0.37047,n
0.71598,0.19196,p
0.65156,0.75402,p
0.37519,0.20777,p
0.39878,0.80720,n
0.99624,0.00141,p
0.50308,0.69206,n
0.21490,0.41618,p
0.46270,0.89103,n
0.60939,0.69719,n
0.42700,0.63443,n
0.98849,0.37366,p
0.17868,0.41473,p
0.84365,0.80962,n
0.72779,0.70678,n
0.70159,0.91379,n
0.30435,0.98799,n
0.88387,0.89845,n
0.53743,0.65059,n
0.99003,0.93323,n
0.32995,0.32261,p
0.69167,0.37118,p
0.52016,0.90448,n
0.94609,0.64762,p
0.09898,0.69018,n
0.04983,0.38760,n
0.44184,0.34360,p
0.27093,0.14148,p
0.09325,0.46423,n
0.82378,0.64404,p
0.51798,0.15418,p
0.19875,0.07463,p
0.09942,0.08981,p
0.41158,0.72698,n
0.68543,0.78725,n
0.41763,0.94184,n
0.45259,0.08297,p
0.44094,0.33869,p
0.14342,0.34951,n
0.10241,0.62051,n
0.22470,0.66564,n
0.26187,0.11647,n
0.68769,0.72668,n
0.29632,0.96049,n
0.94070,0.40193,p
0.86086,0.63577,p
0.69111,0.64570,p
0.32604,0.15108,p
0.83395,0.48781,p
0.92597,0.52182,p
0.25630,0.21494,p
0.51153,0.82674,p
0.28690,0.86583,p
0.82434,0.88253,n
0.13403,0.62930,n
0.05181,0.12141,n
0.01799,0.45723,n
0.56598,0.73162,n
0.38463,0.53673,n
0.72063,0.48342,p
0.17294,0.75720,n
0.89224,0.06780,p
0.52456,0.88749,n
0.20260,0.85925,p
0.42273,0.46694,n
0.58286,0.33722,p
0.73245,0.65271,p
0.32844,0.72773,p
0.62165,0.30399,p
0.04272,0.81641,n
0.84274,0.04021,p
0.41700,0.32682,p
0.55902,0.14585,p
0.86614,0.23639,n
0.35791,0.72532,p
0.15361,0.40067,n
0.54705,0.14174,p
0.23568,0.55698,n
0.04552,0.29790,n
0.49338,0.04950,p
0.98717,0.34078,p
0.73908,0.67144,p
0.39399,0.93229,n
0.17527,0.73861,n
0.32678,0.38140,n
0.32772,0.31475,p
0.17851,0.00370,p
0.26233,0.70202,n
0.02780,0.07430,n
0.48236,0.53137,n
0.73844,0.56937,p
0.64471,0.99612,n
0.26557,0.91418,n
0.87538,0.26574,p
0.09584,0.49978,n
0.39925,0.75754,p
0.42658,0.74123,n
0.79272,0.49492,p
0.40873,0.97969,n
0.65734,0.14674,p
0.07939,0.22554,n
0.70523,0.69163,p
0.72237,0.97497,n
0.70140,0.21981,p
0.10091,0.24342,n
0.48254,0.23016,p
0.15032,0.76860,n
0.29641,0.42829,n
0.18993,0.87628,n
0.97162,0.10604,p
0.22567,0.49367,n
0.07749,0.71234,n
0.66728,0.87984,n
0.15592,0.42258,n
0.75224,0.80351,n
0.89401,0.54198,p
0.97758,0.96679,n
0.97778,0.30450,n
0.97127,0.72174,p
0.33065,0.83725,n
0.10016,0.19087,n
0.91361,0.60480,p
0.07951,0.34409,n
0.25556,0.89180,n
0.56073,0.67779,n
0.89648,0.33164,p
0.33962,0.29280,p
0.26392,0.01230,p
0.27657,0.06280,p
0.51361,0.43737,p
0.77894,0.03669,p
0.93932,0.16684,p
0.33790,0.75119,n
0.58821,0.57719,n
0.16594,0.02259,n
0.43277,0.25535,p
0.80181,0.42189,p
0.19016,0.87948,n
0.19861,0.32883,n
0.76274,0.14871,p
0.89718,0.46022,p
0.15337,0.27178,n
0.76008,0.66004,n
0.50253,0.44288,p
0.93809,0.70065,p
0.78324,0.55940,p
0.94782,0.91787,n
0.85527,0.83191,n
0.09083,0.86372,n
0.10126,0.56396,n
0.56415,0.23383,p
0.02206,0.32490,p
0.61426,0.91320,n
0.51001,0.22542,p
0.62420,0.17175,p
0.99103,0.35197,p
0.62394,0.48239,p
0.64383,0.34061,p
0.78249,0.85357,n
0.85348,0.30550,p
0.78753,0.06390,n
0.40333,0.62484,n
0.46206,0.73989,n
0.85631,0.26577,p
0.04855,0.77737,n
0.35597,0.44093,n
0.15359,0.90788,n
0.77674,0.92729,n
0.20775,0.14957,p
0.08359,0.31855,p
0.90851,0.72771,p
0.56733,0.21787,p
0.36188,0.75860,n
0.88633,0.82137,n
0.69017,0.63637,p
0.63724,0.08938,p
0.84504,0.99872,n
0.94302,0.16926,p
0.44833,0.55900,n
0.44299,0.51591,n
0.57656,0.73106,n
0.75468,0.63176,p
0.01300,0.13307,n
0.29272,0.48963,n
0.69968,0.91967,n
0.06729,0.13344,n
0.95204,0.00686,p
0.11003,0.61277,n
0.85493,0.30513,p
0.75307,0.57159,p
0.95931,0.03306,p
0.98520,0.51038,n
0.70458,0.73626,n
0.63500,0.58925,p
0.65765,0.77167,n
0.86069,0.36812,p
0.56738,0.18937,p
0.31841,0.62779,n
0.69550,0.19812,p
0.38159,0.27574,p
0.62890,0.51479,p
0.96584,0.24329,p
0.41965,0.11079,p
0.60593,0.56332,p
0.47324,0.35629,n
0.91676,0.56987,p
0.18342,0.19415,n
0.26062,0.16193,p
0.79074,0.64995,p
0.94329,0.25012,p
0.95351,0.50125,p
0.28142,0.66310,n
0.42486,0.28930,p
0.98381,0.01424,p
0.42862,0.12120,p
0.38345,0.97599,n
0.15059,0.41430,n
0.05464,0.71077,p
0.15122,0.45514,n
0.85995,0.27308,p
0.41948,0.48442,n
0.93678,0.54836,p
0.22068,0.28534,n
0.91195,0.87654,n
0.75740,0.66449,p
0.31775,0.43965,n
0.75344,0.44677,p
0.14106,0.24228,n
0.36050,0.21659,p
0.03142,0.50225,n
0.52921,0.52333,n
0.47132,0.16652,p
0.82070,0.76861,n
0.21729,0.17810,n
0.05045,0.61418,n
0.53757,0.36265,p
0.24114,0.88639,n
0.29643,0.09612,p
0.91003,0.06099,p
0.62386,0.43109,p
0.11743,0.93021,n
0.64084,0.88638,p
0.77019,0.06983,p
0.46951,0.97048,n
0.75537,0.65620,p
0.56491,0.67010,n
0.68218,0.55342,p
0.77662,0.92647,n
0.42922,0.94877,n
0.03230,0.81179,n
0.12039,0.99674,n
0.58726,0.97549,n
0.75367,0.01973,p
0.58131,0.21592,p
0.57971,0.86133,n
0.70509,0.27573,p
0.20518,0.43884,n
0.82499,0.14742,p
0.73422,0.13405,p
0.09013,0.85464,n
0.37727,0.39710,n
0.40833,0.50357,n
0.61434,0.78123,n
0.29555,0.58345,n
0.23073,0.48174,n
0.50850,0.09709,p
0.87910,0.06452,p
0.68567,0.02212,p
0.69795,0.64074,p
0.86205,0.36132,p
0.73921,0.59538,p
0.25239,0.36906,n
0.26207,0.49183,n
0.27996,0.90733,n
0.45469,0.17864,p
0.86116,0.89850,n
0.57989,0.80602,n
0.88619,0.40640,p
0.42477,0.74165,n
0.02075,0.17947,n
0.99451,0.30197,p
0.51555,0.74696,n
0.43174,0.29839,p
0.60533,0.95632,n
0.60086,0.33418,p
0.15220,0.24096,p
0.03387,0.01166,p
0.31166,0.86580,n
0.24422,0.66121,n
0.10717,0.75525,n
0.62662,0.88944,n
0.74546,0.67372,p
0.80307,0.00766,p
0.04496,0.20000,n
0.72630,0.30558,p
0.56533,0.29284,p
0.15832,0.63082,n
0.29165,0.06861,p
0.14108,0.55402,n
0.19547,0.51506,n
0.81102,0.17796,p
0.29312,0.32118,n
0.33104,0.67432,n
0.42539,0.18072,p
0.42349,0.72744,n
0.00410,0.98084,n
0.72217,0.76815,n
0.01745,0.70452,n
0.09278,0.52498,n
0.98707,0.42463,p
0.93277,0.26308,p
0.12058,0.37488,n
0.31798,0.20454,p
0.30654,0.52120,n
0.64895,0.73063,n
0.76780,0.34062,n
0.63253,0.52518,p
0.22952,0.63527,n
0.99604,0.50864,p
0.03828,0.67830,n
0.67411,0.42748,p
0.53417,0.72633,n
0.90760,0.20562,p
0.88538,0.14747,p
0.46395,0.22824,p
0.01848,0.62181,n
0.43066,0.59598,n
0.87009,0.12715,p
0.32528,0.33362,n
0.21800,0.08156,p
0.31416,0.25581,p
0.08246,0.46394,n
0.11292,0.43854,n
0.84724,0.52947,p
0.33528,0.08061,p
0.34799,0.12781,p
0.98213,0.97596,n
0.00949,0.32870,n
0.40269,0.92358,n
0.44309,0.98870,n
0.82786,0.45572,p
0.18868,0.64609,n
0.52723,0.44527,p
0.54959,0.41175,p
0.14123,0.85879,n
0.78717,0.46539,p
0.95513,0.92602,p
0.45256,0.47920,n
0.22090,0.79013,n
0.33779,0.52404,n
0.76876,0.91094,n
0.74805,0.21231,p
0.50098,0.81087,n
0.51797,0.90967,n
0.62749,0.03409,p
0.68564,0.03989,p
0.95596,0.15586,p
0.73762,0.09155,n
0.32971,0.64314,n
0.68643,0.23876,p
0.84037,0.79873,n
0.82604,0.37696,p
0.06134,0.42178,n
0.90560,0.89496,n
0.08430,0.22933,n
0.04570,0.48900,n
0.35805,0.11900,n
0.75776,0.79325,n
0.88506,0.11866,p
0.24863,0.58048,p
0.90984,0.68047,p
0.34764,0.15321,n
0.57639,0.75333,n
0.02059,0.13320,p
0.76761,0.79761,n
0.37076,0.36996,p
0.12071,0.23233,n
0.12283,0.73178,n
