@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.40457,0.90524,n
0.60009,0.56124,p
0.53202,0.89845,n
0.95169,0.73121,p
0.76933,0.05501,p
0.65445,0.59091,p
0.35236,0.69386,p
0.03622,0.64285,n
0.59392,0.22945,p
0.93188,0.18036,p
0.90248,0.31957,p
0.91188,0.90213,n
0.72770,0.04963,p
0.93385,0.30969,p
0.21588,0.85727,n
0.90596,0.26298,n
0.06308,0.41627,n
0.74298,0.81822,n
0.53973,0.77883,n
0.53657,0.99542,n
0.08391,0.89639,n
0.91772,0.60426,p
0.52636,0.37364,p
0.56985,0.08811,p
0.23669,0.15839,p
0.71118,0.85268,n
0.80445,0.68719,p
0.15465,0.85407,n
0.95943,0.09550,p
0.19539,0.80449,n
0.27066,0.39836,n
0.75251,0.36433,p
0.38019,0.33780,p
0.76668,0.96176,p
0.32649,0.55752,n
0.40645,0.78003,n
0.59190,0.05761,n
0.13759,0.28675,p
0.72482,0.14071,p
0.38618,0.80717,n
0.84198,0.05754,p
0.80471,0.35700,n
0.24394,0.30388,n
0.74837,0.46294,p
0.03420,0.78130,n
0.90538,0.81714,n
0.47171,0.90722,n
0.24611,0.09441,p
0.28089,0.76573,n
0.72051,0.48256,p
0.08883,0.09318,n
0.55215,0.32372,p
0.30402,0.05900,p
0.48063,0.73005,n
0.43402,0.35221,p
0.43768,0.11454,p
0.90360,0.49400,p
0.67251,0.00668,p
0.79196,0.20021,n
0.45319,0.16620,p
0.47720,0.33756,n
0.13334,0.92583,n
0.90749,0.09009,p
0.15342,0.06769,p
0.99412,0.94274,n
0.06992,0.97387,p
0.23955,0.73934,n
0.51438,0.97440,n
0.59764,0.02141,p
0.98975,0.60021,p
0.32542,0.87703,n
0.49433,0.76220,n
0.97102,0.97330,n
0.24837,0.77021,n
0.15037,0.17793,n
0.28740,0.45289,n
0.23021,0.07614,p
0.11150,0.73079,n
0.88126,0.43215,p
0.25245,0.16012,p
0.02757,0.86826,p
0.12702,0.22949,n
0.37569,0.87044,n
0.20481,0.34991,n
0.97010,0.64968,p
0.17134,0.18931,n
0.18405,0.40440,n
0.51579,0.84596,n
0.94469,0.71505,p
0.47422,0.68418,n
0.43203,0.20303,p
0.37596,0.50141,n
0.33080,0.46559,n
0.36773,0.28019,p
0.52369,0.16569,p
0.75424,0.74933,n
0.93361,0.79729,p
0.38144,0.07156,p
0.99488,0.17274,p
0.13453,0.93637,n
0.74401,0.60767,p
0.73088,0.55697,p
0.87069,0.50655,p
0.96281,0.61871,p
0.99419,0.65497,p
0.18989,0.70000,n
0.20732,0.86179,n
0.11623,0.93634,n
0.25448,0.29680,n
0.56688,0.07097,n
0.53983,0.54294,n
0.49586,0.13149,p
0.37431,0.16951,p
0.54552,0.88713,p
0.75845,0.18469,p
0.48838,0.05730,p
0.76473,0.91244,n
0.89570,0.23525,p
0.75554,0.49940,p
0.62769,0.23265,p
0.37803,0.71196,n
0.92208,0.62175,p
0.65569,0.00202,p
0.99066,0.68438,p
0.25810,0.47366,n
0.47067,0.54260,n
0.59047,0.83047,n
0.53681,0.81730,n
0.34282,0.16573,p
0.67366,0.01184,p
0.04968,0.04355,p
0.38635,0.15810,p
0.00135,0.52408,p
0.49527,0.11521,p
0.49866,0.63171,n
0.77574,0.97715,n
0.55125,0.63362,n
0.96569,0.24259,p
0.61973,0.23685,p
0.78060,0.29143,n
0.91223,0.27745,p
0.03872,0.72868,n
0.96707,0.91208,n
0.77779,0.78266,n
0.38912,0.26252,p
0.51920,0.10474,p
0.06350,0.06130,n
0.98205,0.76650,p
0.56560,0.67664,n
0.64333,0.21625,n
0.82038,0.66096,n
0.89165,0.52025,p
0.61461,0.44420,p
0.83942,0.66548,p
0.72552,0.71791,n
0.20801,0.61269,n
0.37081,0.56489,n
0.46479,0.37727,p
0.52221,0.85761,n
0.52844,0.72518,p
0.82442,0.40135,p
0.59210,0.28255,p
0.10744,0.95556,n
0.47080,0.31942,p
0.47376,0.05781,n
0.36242,0.51774,n
0.70592,0.37191,p
0.97086,0.37391,p
0.91913,0.10300,p
0.21524,0.73123,p
0.47575,0.93093,n
0.58444,0.68336,n
0.87468,0.13270,n
0.12906,0.88942,p
0.11669,0.15529,n
0.66892,0.17914,p
0.63386,0.49100,p
0.20305,0.74315,n
0.35278,0.45728,p
0.96593,0.91197,p
0.95414,0.17386,p
0.63198,0.85849,p
0.42939,0.13981,p
0.94974,0.01381,p
0.18678,0.09204,p
0.40802,0.11721,p
0.76806,0.79833,n
0.87257,0.79570,n
0.98671,0.86780,n
0.55226,0.92381,n
0.80131,0.96504,n
0.32088,0.07824,p
0.97986,0.49463,n
0.84918,0.04957,p
0.79799,0.28129,p
0.73324,0.06455,p
0.98509,0.06456,p
0.94819,0.51942,p
0.91388,0.17607,p
0.35724,0.24427,p
0.19596,0.11004,p
0.20753,0.73755,n
0.85948,0.93248,p
0.49817,0.53071,n
0.04359,0.49557,n
0.03604,0.72531,n
0.58363,0.44299,p
0.32530,0.07344,p
0.28823,0.80869,n
0.13549,0.04732,p
0.31916,0.25611,p
0.60355,0.60540,p
0.11642,0.21872,n
0.27299,0.28445,n
0.38680,0.02778,p
0.75830,0.78317,n
0.91196,0.54841,p
0.88185,0.35859,p
0.26062,0.30760,p
0.60748,0.98860,n
0.95795,0.85150,n
0.78369,0.52358,p
0.92334,0.13289,p
0.90688,0.29984,p
0.97310,0.35170,p
0.52629,0.30818,p
0.13344,0.00989,p
0.05516,0.58041,n
0.40425,0.09803,p
0.17801,0.85434,n
0.98849,0.30028,n
0.70800,0.26669,p
0.77872,0.67384,p
0.41790,0.21368,p
0.59130,0.97176,n
0.35535,0.79320,n
0.25161,0.36467,n
0.70571,0.71711,n
0.34261,0.61387,n
0.16214,0.23621,n
0.37560,0.46835,n
0.52073,0.25668,p
0.47183,0.05400,p
0.77714,0.51351,p
0.84815,0.08646,p
0.95909,0.34073,p
0.09749,0.00297,p
0.69484,0.78352,n
0.48618,0.93586,n
0.10272,0.56911,n
0.59926,0.57171,n
0.36313,0.78616,n
0.46492,0.95798,n
0.95522,0.54079,p
0.20448,0.04345,p
0.38465,0.82373,n
0.72078,0.80232,p
0.91573,0.65194,n
0.27332,0.05498,p
0.57557,0.10708,p
0.97182,0.79152,p
0.10048,0.03540,p
0.09946,0.46999,n
0.54368,0.10067,p
0.00254,0.75424,n
0.66926,0.45741,p
0.15289,0.12703,p
0.51878,0.17598,n
0.62581,0.34030,p
0.12650,0.03680,p
0.84049,0.48873,p
0.42029,0.37725,p
0.41305,0.70381,n
0.15500,0.56891,p
0.65233,0.34044,p
0.81745,0.22391,p
0.58443,0.51652,p
0.21800,0.59037,n
0.13705,0.46385,n
0.46507,0.54233,n
0.56857,0.82248,n
0.37110,0.88673,n
0.77441,0.02765,p
0.00061,0.00037,p
0.68088,0.71955,n
0.81930,0.13986,p
0.20300,0.18182,p
0.34500,0.84703,n
0.54572,0.18319,p
0.70456,0.46108,p
0.37410,0.97241,p
0.30379,0.84979,n
0.15490,0.03082,p
0.72393,0.36808,p
0.93199,0.13860,p
0.80967,0.96789,p
0.85637,0.25811,p
0.11165,0.72592,n
0.79445,0.72204,n
0.94321,0.49836,n
0.44678,0.24867,p
0.13526,0.47208,n
0.64431,0.98175,n
0.31155,0.30747,n
0.40105,0.94577,n
0.25041,0.70410,n
0.98376,0.81235,p
0.97786,0.40240,p
0.16793,0.57295,n
0.65340,0.92599,n
0.02094,0.04889,n
0.37467,0.08171,p
0.24993,0.50760,n
0.07467,0.97852,n
0.39094,0.08863,p
0.49935,0.74326,n
0.63960,0.09243,p
0.76205,0.82796,n
0.31920,0.20087,p
0.20032,0.45625,n
0.61241,0.74328,n
0.13741,0.86337,n
0.95318,0.86682,n
0.01782,0.79263,n
0.44765,0.80996,n
0.58850,0.39355,p
0.89871,0.25151,p
0.74462,0.45448,p
0.40857,0.08805,p
0.88654,0.39696,p
0.03142,0.21660,n
0.24631,0.55398,n
0.98109,0.71949,p
0.82102,0.70057,p
0.03142,0.91706,n
0.34035,0.17818,p
0.61274,0.30055,p
0.37322,0.11307,p
0.24199,0.97136,n
0.81826,0.19601,p
0.80549,0.80889,p
0.04653,0.73877,n
0.48660,0.27824,p
0.40743,0.09726,p
0.87595,0.25429,p
0.29282,0.71182,n
0.83271,0.95894,p
0.85610,0.63615,p
0.51150,0.71830,n
0.94973,0.67846,p
0.74475,0.20320,p
0.92291,0.22368,p
0.50606,0.97830,n
0.85247,0.75838,n
0.97916,0.37750,p
0.75085,0.86716,n
0.72332,0.39468,p
0.97930,0.43157,p
0.78146,0.53254,n
0.33730,0.19310,p
0.85056,0.17028,p
0.47150,0.22884,p
0.48132,0.49055,n
0.15193,0.52465,n
0.02483,0.06937,n
0.42371,0.56898,n
0.14828,0.87728,n
0.54445,0.17204,p
0.71016,0.56621,p
0.28257,0.79318,n
0.96073,0.32330,p
0.84231,0.36560,p
0.32401,0.67154,n
0.09839,0.28348,n
0.86699,0.15851,p
0.99712,0.26469,p
0.29049,0.27329,p
0.55809,0.04711,p
0.54862,0.96354,n
0.66631,0.29194,p
0.80960,0.97325,n
0.22112,0.74029,n
0.35211,0.04652,p
0.77188,0.53076,p
0.27381,0.59544,n
0.22991,0.81644,n
0.70563,0.75861,n
0.59003,0.43857,p
0.59150,0.18976,p
0.82364,0.71783,p
0.69762,0.54380,p
0.02106,0.68070,n
0.00832,0.73291,n
0.25559,0.06457,p
0.54891,0.41399,p
0.96156,0.25114,p
0.87533,0.37357,p
0.21686,0.53815,n
0.62614,0.53972,p
0.55758,0.92903,p
0.61595,0.27431,p
0.69430,0.74630,n
0.57913,0.92803,n
0.20351,0.29395,n
0.77356,0.68876,n
0.43484,0.77633,n
0.46710,0.07237,p
0.25084,0.12977,p
0.83987,0.44382,p
0.11189,0.19130,n
0.47753,0.53195,n
0.72639,0.97975,n
0.30540,0.22110,p
0.02130,0.38547,p
0.86004,0.23576,p
0.02107,0.73499,n
0.54417,0.24477,p
0.79315,0.29776,p
0.23574,0.15311,p
0.20913,0.26832,n
0.36693,0.54920,n
0.21462,0.71230,n
0.61270,0.28084,p
0.29078,0.09652,p
0.09083,0.30599,n
0.27141,0.53679,n
0.30647,0.10428,p
0.52130,0.61138,n
0.74982,0.21268,p
0.83515,0.55506,p
0.10660,0.81772,n
0.95614,0.26680,p
0.73814,0.20207,p
0.10123,0.04919,p
0.49863,0.17571,p
0.46396,0.05631,p
0.18689,0.81849,n
0.96210,0.76077,p
0.76564,0.71203,n
0.74656,0.46649,p
0.98940,0.88485,p
0.51220,0.69678,n
0.00667,0.57439,n
0.97245,0.29817,p
0.21011,0.94477,n
0.94617,0.39244,p
0.75332,0.25636,p
0.63495,0.66239,n
0.01143,0.69207,n
0.67224,0.71066,n
0.44524,0.47526,n
0.70042,0.91310,n
0.15834,0.03222,p
0.33153,0.97675,n
0.55929,0.04324,p
0.49832,0.87607,n
0.30126,0.60116,n
0.29486,0.06245,p
0.32041,0.24141,p
0.70462,0.44930,p
0.73454,0.78264,n
0.03345,0.86699,n
0.68734,0.51592,n
0.51409,0.43333,p
0.47432,0.14314,p
0.08385,0.60290,n
0.57517,0.01698,p
0.75298,0.52344,p
0.16908,0.25399,n
0.85240,0.85436,n
0.89235,0.57999,n
0.75792,0.48539,p
0.31667,0.27051,p
0.47883,0.81910,n
0.39774,0.02153,p
0.07170,0.57859,n
0.95199,0.97508,n
0.45016,0.36823,p
0.18130,0.08493,n
0.91730,0.08962,p
0.96639,0.65662,p
0.18236,0.89337,n
0.49706,0.79197,p
0.50662,0.85614,n
0.29661,0.30699,n
0.18495,0.40404,n
0.64201,0.18594,p
0.47379,0.46546,n
0.23408,0.51524,n
0.69584,0.12794,p
0.63825,0.90962,n
0.10838,0.87486,n
0.10495,0.68368,n
0.65136,0.29114,p
0.25110,0.17175,p
0.98832,0.44584,p
0.84621,0.42676,p
0.80592,0.04079,p
0.18081,0.21890,n
0.56175,0.36465,p
0.93459,0.42896,p
0.59102,0.26835,p
0.85625,0.88561,p
0.34054,0.00127,p
0.72842,0.91958,n
0.56004,0.38085,p
0.04568,0.27821,n
0.53168,0.72445,n
0.37338,0.52251,n
0.03171,0.33141,n
0.99096,0.32270,p
0.09239,0.90168,p
0.86858,0.25870,p
0.17922,0.07476,p
0.62450,0.37580,p
0.22201,0.41391,p
0.56195,0.28912,p
0.01022,0.99941,n
0.97096,0.00525,p
0.84460,0.53930,p
0.70797,0.31214,p
0.21101,0.41506,n
0.74106,0.99051,n
0.81781,0.05516,p
0.78557,0.93864,n
0.05875,0.10305,n
0.85812,0.07682,p
0.47092,0.82186,n
0.11145,0.81189,n
0.16779,0.28933,n
0.96922,0.81275,p
0.74612,0.63305,p
0.03830,0.52575,n
0.51838,0.02298,p
0.89959,0.27357,p
0.71408,0.63675,n
0.97103,0.86758,n
0.06610,0.01938,p
0.95488,0.58904,p
0.12354,0.99622,n
0.39032,0.42700,n
0.01945,0.67077,p
0.75172,0.77524,n
0.20502,0.06025,n
0.09518,0.09063,p
0.25515,0.07540,p
0.63643,0.63853,n
0.23209,0.49846,n
0.51627,0.42461,p
0.83736,0.15872,p
0.22452,0.14357,p
0.29530,0.83169,n
0.45240,0.70828,n
0.49523,0.47101,p
0.18637,0.02701,p
0.10033,0.61043,n
0.73541,0.53035,p
0.61890,0.33790,p
0.88567,0.94947,n
0.14864,0.30610,n
0.59738,0.28205,p
0.13423,0.82888,n
0.49015,0.82696,n
0.82369,0.73328,p
0.22578,0.34950,n
0.84058,0.60365,p
0.88373,0.62466,p
0.20601,0.52586,n
0.18905,0.39561,n
0.90853,0.57826,n
0.09608,0.26308,n
0.84674,0.62965,p
0.15026,0.35881,n
0.48191,0.09827,p
0.14572,0.62272,n
0.73999,0.47317,p
0.31763,0.36193,p
0.77419,0.34783,p
0.89175,0.70584,p
0.53386,0.32029,n
0.57744,0.88466,n
0.77675,0.20218,p
0.62654,0.90842,n
0.21947,0.80751,n
0.35001,0.94139,p
0.89540,0.11287,n
0.17879,0.56360,n
0.38719,0.99894,n
0.78695,0.54546,n
0.27032,0.16324,p
0.82000,0.88285,n
0.95839,0.11523,p
0.08758,0.88573,n
0.82891,0.26134,p
0.42690,0.10967,p
0.93515,0.35281,p
0.56470,0.17322,p
0.26765,0.27179,n
0.42217,0.17696,p
0.95986,0.15323,p
0.84031,0.12265,p
0.52148,0.30911,p
0.00330,0.40531,n
0.28082,0.33097,n
0.20277,0.95157,n
0.57448,0.10221,p
0.72758,0.55475,p
0.57540,0.42843,n
0.90068,0.49247,p
0.12587,0.91562,n
0.61651,0.94830,n
0.69674,0.23224,p
0.32804,0.20503,p
0.04409,0.35300,n
0.14444,0.07216,p
0.71112,0.09912,p
0.06500,0.84500,n
0.57079,0.13164,p
0.86334,0.50117,p
0.52948,0.32423,p
0.48721,0.61104,n
0.58751,0.32880,p
0.66370,0.99136,n
0.29493,0.71814,p
0.60114,0.35102,p
0.85249,0.59441,p
0.96669,0.58696,p
0.51004,0.21863,n
0.89409,0.02676,p
0.70333,0.55678,p
0.91620,0.49501,p
0.69867,0.23469,p
0.78671,0.29328,p
0.05200,0.33359,n
0.92036,0.49194,p
0.69510,0.90601,n
0.34025,0.18643,n
0.66537,0.73204,n
0.45938,0.86855,n
0.02566,0.45551,n
0.39693,0.61784,n
0.36612,0.33163,p
0.68495,0.44626,p
0.34576,0.80264,p
0.68533,0.45015,p
0.54387,0.59206,n
0.74404,0.48541,p
0.89567,0.99099,n
0.87130,0.89295,n
0.23496,0.05362,p
0.52734,0.72445,n
0.91664,0.90008,n
0.99439,0.25627,p
0.22203,0.64048,n
0.48115,0.44860,n
0.01284,0.54726,n
0.33521,0.38762,n
0.78381,0.05462,p
0.93106,0.80708,p
0.26190,0.48490,n
0.60040,0.63882,n
0.46540,0.92597,n
0.21257,0.78439,n
0.11884,0.70950,n
0.63526,0.90058,n
0.58510,0.26558,p
0.62879,0.12230,p
0.32797,0.85557,n
0.76337,0.60731,p
0.83507,0.83369,n
0.51144,0.47753,p
0.97248,0.16070,n
0.12669,0.08662,p
0.95779,0.90177,n
0.87099,0.26747,p
0.40327,0.04528,p
0.87199,0.02241,p
0.96411,0.83746,n
0.85131,0.59981,p
0.23168,0.12486,p
0.83766,0.60951,p
0.66404,0.79455,n
0.43973,0.04680,p
0.69562,0.52693,p
0.15832,0.87368,n
0.90949,0.30068,p
0.71929,0.81400,n
0.56626,0.97152,p
0.92992,0.65958,p
0.58950,0.15644,p
0.32547,0.07779,p
0.09746,0.98798,n
0.42885,0.15670,p
0.99922,0.63562,p
0.44204,0.77291,n
0.78930,0.19083,p
0.49069,0.70415,p
0.16509,0.04780,p
0.10426,0.52954,p
0.70130,0.94762,p
0.02431,0.31815,n
0.51970,0.78840,n
0.94493,0.37286,p
0.52889,0.76199,n
0.04602,0.46967,n
0.90275,0.79650,p
0.62310,0.07888,p
0.42260,0.43947,n
0.05907,0.08562,n
0.27385,0.07934,p
0.27406,0.76300,n
0.96790,0.30717,p
0.11653,0.70674,n
0.53248,0.86618,n
0.49299,0.61112,n
0.87527,0.51290,p
0.46658,0.60335,n
0.19039,0.46084,n
0.80073,0.14859,p
0.45420,0.39053,n
0.14378,0.81436,n
0.72418,0.27571,p
0.14949,0.50818,n
0.09614,0.14783,n
0.55875,0.04929,p
0.45074,0.01969,p
0.37796,0.87894,n
0.76999,0.23457,p
0.77556,0.73684,n
0.54964,0.35103,p
0.23624,0.42565,n
0.24568,0.99896,n
0.10956,0.94892,n
0.56782,0.67131,n
0.69081,0.48548,p
0.41538,0.71659,n
0.64043,0.89738,n
0.02535,0.10262,n
0.50799,0.16968,p
0.92374,0.90566,n
0.96053,0.42662,p
0.24042,0.98849,n
0.96065,0.17266,p
0.76684,0.90705,n
0.08327,0.05314,p
0.11009,0.37483,n
0.27548,0.82916,n
0.62416,0.63348,n
0.40813,0.32817,p
0.35442,0.04533,p
0.89517,0.18749,p
0.78378,0.49109,p
0.67427,0.32543,p
0.19363,0.95233,n
0.18987,0.18498,p
0.80380,0.70549,p
0.98323,0.01438,p
0.79358,0.45075,p
0.46346,0.14489,p
0.79593,0.54921,p
0.29317,0.02870,p
0.17912,0.91166,n
0.00652,0.82861,n
0.30729,0.58298,n
0.97299,0.19259,p
0.72868,0.16438,p
0.54246,0.24806,p
0.14275,0.61027,n
0.99772,0.95560,n
0.38992,0.15215,p
0.53049,0.84688,n
0.96326,0.54276,p
0.52742,0.18675,p
0.64492,0.35386,p
0.18291,0.69465,n
0.93838,0.83009,n
0.26950,0.17180,p
0.01797,0.79913,n
0.45189,0.44125,p
0.03094,0.78499,n
0.40637,0.43362,n
0.06154,0.09018,n
0.86013,0.35867,p
0.26292,0.46182,n
0.56486,0.04806,p
0.89876,0.87088,n
0.26578,0.07234,p
0.62325,0.68254,n
0.71016,0.20474,p
0.82748,0.35040,p
0.62293,0.29435,p
0.09364,0.02277,p
0.78843,0.61754,p
0.88187,0.06054,n
0.66443,0.35429,n
0.58129,0.39506,p
0.76382,0.64308,p
0.76133,0.27734,p
0.68264,0.04228,p
0.44308,0.96560,n
0.17453,0.37234,n
0.35918,0.84489,n
0.20479,0.34999,n
0.92826,0.19953,p
0.14282,0.95994,n
0.78039,0.17292,p
0.23931,0.98633,n
0.75601,0.73189,n
0.37540,0.48759,n
0.63734,0.07916,p
0.26871,0.65392,n
0.44098,0.63724,n
0.27314,0.92935,p
0.65716,0.55613,p
0.16027,0.61419,n
0.78728,0.92846,n
0.32543,0.85934,n
0.25521,0.79919,n
0.51914,0.97595,n
0.84425,0.77243,n
0.14470,0.45316,n
0.72617,0.45550,p
0.52110,0.45816,p
0.70802,0.97798,n
0.56273,0.32210,p
0.82421,0.31230,p
0.42649,0.63656,n
0.63688,0.08291,p
0.69983,0.15976,p
0.47143,0.52489,n
0.36710,0.18298,p
0.65873,0.33915,n
0.23297,0.99535,n
0.54801,0.01145,p
0.89658,0.54342,p
0.78583,0.05339,p
0.78148,0.12261,p
0.35917,0.05393,p
0.52277,0.55198,p
0.92867,0.65162,p
0.32688,0.95714,p
0.20821,0.54668,n
0.79968,0.17512,p
0.04561,0.81156,n
0.87826,0.74680,p
0.47895,0.45001,p
0.53638,0.55244,n
0.18327,0.03947,p
0.19847,0.44766,n
0.43202,0.76322,n
0.24376,0.18581,p
0.82094,0.64169,p
0.58937,0.45432,n
0.41633,0.91792,n
0.82126,0.64574,p
0.71345,0.86420,n
0.10090,0.32941,n
0.70172,0.25886,p
0.30374,0.47831,n
0.86732,0.79372,n
0.77879,0.82265,n
0.45253,0.19320,p
0.15697,0.95792,n
0.72183,0.35581,p
0.44708,0.32572,p
0.89563,0.27261,p
0.84247,0.75258,n
0.48105,0.02036,p
0.12345,0.14027,n
0.81650,0.87508,n
0.09663,0.05295,p
0.71529,0.81867,n
0.19157,0.50025,n
0.20818,0.00390,p
0.35772,0.79641,n
0.98634,0.90488,n
0.46229,0.48217,n
0.70546,0.57008,n
0.21100,0.77931,p
0.70996,0.59314,p
0.42775,0.03105,n
0.96577,0.44648,n
0.29721,0.01692,p
0.70522,0.12726,p
0.59444,0.11796,p
0.07623,0.81758,n
0.90852,0.80094,n
0.43079,0.43915,p
0.75820,0.57351,p
0.83441,0.78837,n
0.67088,0.54525,p
0.34305,0.15781,n
0.17722,0.07411,p
0.64425,0.10474,p
0.65528,0.26574,p
0.06441,0.07706,n
0.76378,0.66611,p
0.93440,0.55667,n
0.85208,0.52389,p
0.48755,0.90252,n
0.87609,0.76220,p
0.21637,0.54938,n
0.70873,0.92964,n
0.82054,0.40638,p
0.32315,0.72498,n
0.65316,0.39409,p
0.19190,0.24189,n
0.78618,0.71994,n
0.89700,0.00757,p
0.40826,0.13545,p
0.69627,0.63275,p
0.70371,0.51104,p
0.15869,0.65402,n
0.04680,0.78696,n
0.46797,0.93959,n
0.85855,0.26487,p
0.45800,0.97197,n
0.59619,0.27563,p
0.56212,0.38146,n
0.22578,0.06364,p
0.57634,0.11369,n
0.53965,0.20626,p
0.67258,0.03589,p
0.21387,0.14386,p
0.75391,0.31660,p
0.71461,0.44319,n
0.08404,0.90234,n
0.52734,0.44847,p
0.91932,0.20766,p
0.46543,0.26874,p
0.64512,0.41168,p
0.86180,0.37493,p
0.67679,0.01090,p
0.35181,0.23946,p
0.19826,0.72360,n
0.82254,0.70550,p
0.71475,0.17559,p
0.80476,0.68985,p
0.67615,0.92297,n
0.66593,0.41784,p
0.58802,0.81324,n
0.05145,0.47864,n
0.40622,0.30012,p
0.82634,0.25032,p
0.57928,0.05123,p
0.58170,0.82475,n
0.64715,0.90133,n
0.67166,0.14973,p
0.49957,0.33421,p
0.63598,0.40118,p
0.00214,0.40105,n
0.02902,0.98626,n
0.56414,0.02242,p
0.68497,0.48971,p
0.61914,0.25060,p
0.58086,0.68763,n
0.65560,0.35121,p
0.25086,0.58306,n
0.68267,0.21326,p
0.30830,0.82587,n
0.82965,0.54607,p
0.06089,0.41218,n
0.20908,0.14792,p
0.88706,0.77065,n
0.96308,0.85426,n
0.84465,0.12227,n
0.22945,0.24264,p
0.73214,0.77238,n
0.04842,0.33878,n
0.67988,0.43213,p
0.50221,0.01403,p
0.83083,0.34692,p
0.01848,0.67927,n
0.73875,0.58587,p
0.10546,0.21615,n
0.60676,0.55075,p
0.80623,0.28225,p
0.20706,0.95822,n
0.97196,0.39943,p
0.61073,0.27311,n
0.25036,0.49297,n
0.01761,0.54506,n
0.64722,0.64292,n
0.75479,0.70915,p
0.48542,0.45720,p
0.50482,0.32059,p
0.16852,0.72611,n
0.83610,0.56406,p
0.14045,0.00637,p
0.27288,0.92166,n
0.77643,0.54585,p
0.70627,0.67985,n
0.14688,0.75871,n
0.24665,0.86088,n
0.33191,0.87129,n
0.91567,0.38314,p
0.04281,0.40100,n
0.53042,0.39181,p
0.73664,0.02059,p
0.32720,0.64599,n
0.13447,0.06114,p
0.08637,0.92136,n
0.32733,0.95333,n
0.93756,0.15924,p
0.92927,0.97829,n
0.71831,0.69824,n
0.85652,0.14260,n
0.92322,0.18225,p
0.02159,0.35313,p
0.45311,0.64894,p
0.14545,0.08786,p
0.50948,0.02103,n
0.07986,0.89320,p
0.24604,0.71536,n
0.86663,0.73359,p
0.22411,0.86049,n
0.36414,0.84155,n
0.57177,0.38731,p
0.43251,0.88933,n
0.03987,0.61737,n
0.80906,0.52302,p
0.40611,0.22082,n
0.38675,0.79152,n
0.25069,0.02079,n
0.88538,0.24590,p
0.81996,0.41003,p
0.46889,0.34896,p
0.81941,0.58092,p
0.95288,0.17744,p
0.84135,0.52034,n
0.11780,0.23081,n
0.14648,0.69257,n
0.62134,0.35461,p
0.49804,0.08759,p
0.24805,0.23004,p
0.71036,0.09633,p
0.02841,0.18751,p
0.16154,0.77385,n
0.43643,0.36259,p
0.56186,0.10291,p
0.77063,0.69238,p
0.32282,0.18511,p
0.51687,0.29895,p
0.11367,0.19494,n
0.68819,0.96031,n
0.81193,0.22048,p
0.60496,0.67030,n
0.38692,0.05087,p
0.99252,0.97322,n
0.49328,0.82969,n
0.47822,0.35987,p
0.46546,0.39439,p
0.78882,0.34416,p
0.89596,0.22236,p
