@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.99711,0.47371,p
0.25920,0.57694,n
0.01153,0.94356,p
0.11243,0.50365,n
0.26274,0.43529,n
0.89685,0.20928,p
0.31592,0.46746,p
0.57791,0.42193,p
0.71496,0.02789,p
0.45532,0.44063,n
0.75354,0.13772,p
0.42864,0.54949,n
0.31111,0.58219,n
0.15637,0.45009,n
0.06057,0.21044,p
0.16563,0.44299,n
0.61022,0.68769,p
0.26791,0.52308,n
0.08274,0.29395,p
0.87745,0.11315,p
0.34589,0.66293,n
0.25958,0.44370,n
0.79184,0.45397,p
0.12834,0.13654,p
0.23497,0.39813,n
0.82353,0.98278,n
0.77998,0.93382,p
0.13209,0.42295,p
0.46986,0.44626,n
0.06562,0.52652,n
0.26668,0.73402,p
0.06735,0.07124,p
0.39378,0.40990,n
0.22192,0.49232,n
0.70169,0.60903,p
0.79757,0.78306,p
0.39402,0.39825,n
0.06828,0.00334,p
0.07254,0.44219,p
0.48039,0.31575,p
0.51245,0.49132,p
0.17420,0.53041,n
0.43904,0.51836,n
0.84856,0.69666,p
0.66736,0.12194,n
0.33631,0.51007,n
0.05372,0.76869,p
0.15910,0.52579,n
0.34020,0.43993,n
0.40635,0.19864,p
0.20769,0.46110,n
0.41127,0.40359,p
0.82975,0.80372,p
0.26013,0.14238,p
0.43534,0.59528,n
0.12050,0.53798,n
0.81221,0.00900,p
0.98947,0.52760,p
0.21867,0.54589,n
0.13616,0.57096,n
0.99703,0.91476,p
0.92836,0.45692,p
0.31589,0.57863,n
0.38753,0.31934,n
0.07992,0.59198,p
0.46663,0.84362,p
0.70269,0.71613,p
0.25326,0.43861,n
0.15599,0.36765,n
0.70737,0.03038,p
0.46754,0.63105,p
0.22155,0.50417,n
0.25603,0.43486,n
0.50948,0.60388,p
0.43973,0.66898,n
0.16780,0.55445,n
0.13919,0.91660,p
0.38757,0.92347,p
0.17864,0.46693,n
0.32569,0.34484,n
0.61139,0.59130,p
0.74914,0.55607,n
0.32502,0.43718,n
0.41569,0.35093,n
0.86888,0.26220,p
0.46742,0.34114,n
0.30294,0.42262,n
0.45810,0.60959,n
0.87763,0.41394,p
0.77729,0.96286,p
0.28078,0.63954,n
0.06833,0.56870,n
0.86980,0.66613,p
0.03184,0.85196,p
0.44975,0.22760,p
0.19330,0.63500,n
0.23866,0.32115,p
0.40646,0.40621,n
0.06973,0.50170,n
0.16251,0.38936,n
0.22595,0.62350,p
0.44860,0.34920,n
0.39049,0.48196,n
0.95673,0.67748,n
0.86313,0.71534,n
0.34220,0.56275,n
0.14267,0.87890,p
0.36991,0.39237,p
0.18177,0.48402,p
0.26081,0.39649,n
0.35475,0.65108,p
0.22174,0.49655,n
0.31100,0.51251,p
0.82101,0.18397,p
0.14114,0.47790,n
0.21626,0.57685,n
0.29333,0.61874,p
0.24589,0.37602,n
0.27401,0.47111,n
0.48080,0.55088,n
0.42633,0.53471,n
0.17724,0.57217,n
0.74619,0.34005,p
0.29830,0.43718,p
0.08380,0.49512,n
0.91098,0.87948,p
0.73054,0.17992,p
0.13223,0.45781,n
0.29953,0.41565,p
0.30788,0.41173,n
0.46269,0.91059,p
0.31126,0.42095,n
0.48933,0.43390,n
0.77331,0.82103,p
0.61693,0.40360,p
0.33646,0.48730,n
0.58181,0.46154,n
0.42593,0.35779,n
0.76641,0.50156,p
0.09417,0.49234,n
0.13243,0.51536,n
0.37185,0.43733,n
0.00789,0.75272,p
0.32713,0.66190,n
0.01968,0.61974,p
0.83396,0.38676,p
0.32815,0.46012,n
0.41773,0.04966,p
0.08630,0.45732,p
0.73427,0.69393,p
0.40798,0.45994,n
0.50426,0.62706,n
0.52662,0.44335,p
0.20591,0.53489,n
0.88341,0.91548,p
0.25250,0.45208,n
0.49153,0.93753,p
0.38603,0.33025,n
0.06193,0.20790,p
0.91543,0.48930,p
0.13535,0.39903,n
0.95106,0.40363,p
0.05430,0.46230,p
0.41381,0.63732,p
0.34276,0.40083,p
0.19367,0.39593,n
0.97402,0.09149,p
0.30605,0.60193,n
0.02730,0.50087,n
0.19883,0.42765,p
0.39129,0.49785,n
0.20445,0.56339,n
0.18866,0.44855,p
0.23232,0.24622,n
0.47626,0.47783,n
0.47902,0.88964,p
0.80792,0.58802,p
0.13747,0.95397,p
0.30623,0.58574,n
0.12455,0.70348,p
0.53791,0.61102,n
0.47275,0.50447,p
0.19023,0.42899,n
0.38515,0.39045,n
0.29180,0.61083,n
0.40367,0.48222,n
0.39951,0.44739,n
0.21286,0.16770,p
0.76104,0.38599,p
0.62537,0.93676,p
0.97821,0.47132,p
0.39193,0.56639,n
0.52097,0.38886,n
0.37560,0.54754,n
0.14140,0.22576,p
0.99013,0.53605,p
0.25690,0.22207,p
0.26445,0.44825,n
0.13716,0.51589,p
0.55125,0.50863,n
0.32014,0.46923,n
0.27956,0.52547,n
0.94866,0.90401,p
0.11048,0.50747,p
0.44500,0.48478,n
0.35712,0.01491,p
0.93669,0.72005,n
0.58075,0.92715,p
0.52624,0.65876,p
0.35892,0.64530,n
0.26301,0.49941,n
0.37296,0.09606,p
0.57909,0.86553,p
0.49424,0.42002,n
0.33552,0.92657,p
0.44967,0.38092,n
0.43852,0.31450,n
0.40671,0.58170,p
0.20251,0.48645,n
0.24510,0.51634,n
0.58677,0.43954,n
0.17829,0.42855,n
0.54166,0.49495,n
0.90257,0.80065,n
0.28749,0.89604,p
0.61552,0.11910,p
0.57389,0.57254,n
0.47681,0.47422,n
0.42963,0.57426,p
0.14879,0.38971,n
0.22089,0.31798,p
0.37262,0.67482,n
0.67496,0.67602,p
0.65040,0.99445,p
0.48487,0.58485,n
0.85482,0.11884,p
0.42661,0.95492,p
0.40052,0.65255,p
0.37123,0.65913,p
0.45157,0.38162,n
0.06224,0.45105,n
0.00279,0.13348,n
0.87595,0.80920,n
0.89198,0.81138,p
0.31005,0.49909,n
0.58020,0.42792,n
0.93203,0.16781,p
0.56761,0.56172,n
0.36129,0.51098,n
0.55513,0.77998,n
0.12827,0.27152,p
0.35926,0.61278,n
0.50130,0.04921,p
0.02344,0.62036,p
0.20672,0.76862,p
0.32753,0.39050,n
0.39435,0.33887,p
0.90435,0.70865,p
0.38659,0.40106,n
0.53422,0.40184,p
0.82553,0.92067,p
0.62851,0.82298,p
0.25250,0.53070,n
0.25591,0.84727,p
0.53278,0.64674,n
0.11281,0.40023,n
0.91229,0.57397,p
0.20658,0.46522,p
0.63184,0.53303,p
0.07448,0.53217,p
0.25440,0.45337,n
0.60731,0.52181,p
0.13001,0.96470,p
0.64852,0.07200,p
0.88360,0.18182,p
0.32380,0.48257,p
0.55057,0.71268,p
0.91600,0.70734,p
0.51579,0.96197,p
0.80504,0.26080,p
0.72371,0.96434,p
0.95443,0.54821,p
0.65315,0.03944,p
0.44849,0.55492,n
0.45717,0.71598,p
0.02045,0.01343,p
0.47832,0.50794,n
0.53968,0.57472,n
0.34566,0.49900,n
0.92628,0.61526,p
0.31898,0.69868,p
0.43681,0.52304,n
0.23051,0.50233,p
0.87351,0.41939,p
0.16593,0.40230,p
0.41010,0.44865,n
0.46249,0.97823,p
0.91089,0.35474,p
0.48156,0.33504,n
0.42639,0.48208,n
0.46392,0.60431,n
0.41682,0.58504,p
0.45073,0.50660,n
0.80805,0.79230,p
0.20865,0.48791,n
0.45013,0.13318,p
0.59843,0.50339,n
0.99927,0.07546,p
0.45033,0.82208,p
0.79079,0.96268,p
0.08260,0.94291,p
0.57458,0.61892,p
0.42065,0.58089,n
0.49935,0.98821,p
0.41645,0.26523,p
0.82843,0.74039,n
0.70509,0.45263,p
0.45272,0.38110,n
0.82508,0.49731,n
0.65501,0.08636,p
0.72487,0.42689,p
0.53330,0.09915,p
0.34655,0.62676,n
0.40754,0.49805,n
0.25097,0.39440,n
0.88590,0.38836,p
0.57334,0.37803,p
0.29011,0.57664,n
0.55561,0.39623,n
0.35745,0.46538,n
0.97141,0.42672,p
0.52210,0.46005,n
0.55237,0.48425,n
0.16092,0.68884,p
0.13410,0.51083,n
0.54481,0.44975,n
0.62454,0.72122,p
0.05784,0.49180,n
0.12916,0.82427,p
0.90265,0.28387,p
0.45030,0.66121,n
0.31464,0.65617,n
0.33490,0.51677,n
0.18402,0.42581,n
0.53295,0.13933,p
0.84959,0.29001,p
0.59406,0.64665,p
0.36641,0.33633,p
0.08902,0.36772,n
0.27406,0.35867,n
0.24090,0.44832,n
0.39915,0.40826,n
0.44587,0.42304,p
0.96087,0.74417,p
0.32121,0.60952,n
0.69959,0.25032,p
0.45198,0.41921,n
0.55415,0.62690,n
0.00754,0.21749,p
0.39983,0.46613,n
0.89302,0.59786,p
0.41870,0.32773,n
0.38667,0.66410,n
0.03088,0.26552,n
0.65930,0.65402,p
0.08538,0.46477,p
0.05293,0.41587,p
0.10468,0.70994,p
0.09770,0.60169,p
0.20848,0.48374,n
0.10570,0.97852,p
0.93041,0.97026,p
0.28705,0.45550,n
0.20314,0.55861,n
0.36383,0.53462,p
0.26144,0.63563,n
0.11915,0.54011,p
0.68955,0.41103,p
0.23648,0.37219,n
0.73098,0.54088,n
0.15788,0.42387,n
0.95018,0.31376,n
0.79219,0.77738,p
0.13896,0.40114,n
0.50603,0.47712,p
0.26415,0.56624,n
0.21754,0.55658,n
0.14783,0.55574,n
0.52792,0.26466,p
0.57154,0.51177,p
0.17364,0.09685,p
0.70906,0.84716,n
0.41857,0.69901,p
0.33547,0.78965,p
0.21099,0.36998,n
0.12763,0.49729,n
0.76187,0.79036,p
0.13784,0.54095,n
0.96679,0.44539,p
0.66445,0.41106,p
0.94842,0.92572,p
0.27881,0.34758,p
0.09448,0.41899,n
0.98141,0.80633,p
0.06448,0.49185,n
0.23838,0.70075,p
0.55121,0.03398,p
0.45767,0.77090,p
0.13596,0.43734,n
0.27839,0.53017,n
0.74865,0.88093,n
0.11214,0.16561,p
0.14456,0.58315,n
0.68864,0.24117,n
0.63188,0.04438,p
0.07845,0.37613,p
0.09195,0.57106,n
0.19843,0.43109,n
0.11568,0.53734,n
0.12177,0.55349,n
0.11885,0.39983,n
0.28109,0.39841,n
0.20642,0.48991,n
0.26930,0.60764,p
0.51071,0.66568,p
0.05915,0.54506,n
0.09297,0.52162,n
0.42295,0.23865,p
0.93137,0.69496,p
0.85386,0.24979,p
0.67682,0.65526,n
0.07336,0.51816,n
0.51722,0.65650,p
0.38100,0.37360,n
0.62131,0.40212,n
0.19140,0.58712,n
0.12626,0.48034,n
0.18689,0.35676,n
0.23016,0.43937,n
0.95494,0.31834,p
0.09163,0.48956,n
0.91354,0.37496,p
0.25264,0.50206,n
0.88257,0.71947,n
0.73599,0.70248,p
0.55881,0.78014,p
0.30779,0.58290,p
0.13611,0.40228,n
0.07595,0.51601,n
0.15791,0.46514,n
0.85298,0.15098,p
0.55273,0.53430,p
0.25485,0.44466,n
0.76845,0.26403,n
0.27925,0.62673,n
0.28783,0.60002,n
0.09592,0.17975,p
0.25568,0.49555,p
0.30735,0.55561,n
0.22282,0.46192,n
0.72191,0.41535,p
0.15875,0.61401,n
0.74178,0.48936,n
0.15785,0.36875,n
0.07117,0.41287,p
0.11950,0.17434,p
0.29428,0.59783,n
0.75802,0.00724,p
0.21730,0.61583,n
0.63228,0.27048,p
0.19776,0.57782,n
0.78478,0.39544,p
0.15072,0.44693,n
0.03022,0.18420,p
0.26833,0.61345,n
0.19114,0.43934,n
0.28333,0.43969,n
0.29261,0.43331,n
0.76705,0.37732,p
0.26552,0.55330,n
0.71741,0.34633,p
0.26856,0.40774,n
0.35115,0.71656,p
0.13687,0.71767,p
0.25548,0.36102,n
0.14511,0.58463,n
0.20844,0.51240,n
0.84099,0.26278,p
0.17836,0.53953,n
0.19581,0.53460,n
0.24904,0.81613,p
0.59913,0.39656,p
0.19892,0.50218,n
0.84030,0.36681,p
0.23389,0.41067,n
0.19698,0.41945,p
0.10243,0.40537,n
0.25002,0.56951,n
0.25614,0.37726,n
0.30580,0.40872,n
0.15412,0.54524,n
0.33771,0.89621,p
0.75713,0.22703,n
0.27860,0.61710,n
0.68764,0.48267,p
0.29172,0.42600,n
0.26060,0.53527,n
0.51162,0.73724,p
0.15667,0.43146,n
0.94526,0.54158,p
0.06960,0.49964,n
0.37253,0.86425,p
0.34955,0.52046,p
0.23231,0.42731,n
0.31187,0.21689,p
0.24861,0.39599,n
0.15694,0.64045,n
0.13061,0.41718,n
0.31115,0.58904,n
0.26739,0.59846,n
0.11730,0.50001,n
0.25237,0.39922,n
0.22187,0.52980,p
0.41002,0.15699,p
0.69157,0.59932,p
0.23856,0.45140,p
0.81332,0.23650,p
0.07450,0.05285,p
0.79653,0.81903,p
0.25095,0.53687,n
0.65490,0.27376,p
0.17202,0.61670,n
0.25715,0.55628,n
0.13889,0.52141,n
0.32958,0.59082,p
0.15192,0.79984,p
0.14964,0.02892,p
0.13750,0.38886,n
0.64708,0.52219,p
0.01638,0.44585,p
0.25203,0.15051,p
0.93215,0.10491,p
0.89254,0.18815,p
0.34518,0.48066,n
0.34268,0.28750,p
0.29375,0.57627,p
0.34199,0.52836,p
0.03662,0.98891,p
0.92435,0.92001,p
0.08366,0.46359,n
0.68597,0.42917,p
0.15878,0.40908,n
0.20935,0.23512,p
0.15483,0.42131,n
0.43425,0.54856,p
0.24888,0.08399,p
0.69111,0.36499,p
0.67044,0.07233,p
0.09581,0.53699,n
0.32327,0.32718,p
0.77516,0.57949,p
0.69754,0.02810,p
0.02970,0.48212,p
0.90876,0.20534,n
0.11857,0.42400,n
0.15398,0.42147,n
0.05693,0.53050,n
0.19721,0.57970,n
0.75110,0.87724,p
0.35594,0.15511,p
0.50223,0.69787,p
0.07544,0.47823,n
0.12691,0.40489,n
0.28164,0.43612,n
0.24763,0.49513,n
0.15063,0.38493,n
0.55608,0.70901,p
0.43127,0.84581,p
0.19343,0.49192,n
0.11938,0.70219,p
0.17465,0.44666,n
0.92932,0.78666,p
0.05909,0.50902,n
0.20591,0.37758,n
0.39982,0.19111,p
0.27156,0.47859,n
0.72801,0.89356,p
0.91342,0.55475,p
0.17505,0.41923,n
0.16441,0.40501,n
0.21903,0.41224,n
0.08801,0.51840,n
0.22637,0.24191,p
0.83476,0.23627,p
0.28682,0.61609,p
0.29194,0.42811,n
0.19612,0.35111,n
0.17292,0.68378,p
0.09117,0.63793,p
0.40086,0.82765,p
0.39306,0.14005,p
0.02966,0.49011,p
0.17089,0.48818,n
0.12111,0.14393,p
0.18450,0.63373,n
0.94981,0.36535,p
0.94434,0.30733,p
0.69698,0.95176,p
0.35902,0.87601,p
0.94883,0.35094,p
0.34345,0.53526,n
0.58520,0.45634,p
0.29083,0.60291,n
0.33143,0.51213,n
0.46613,0.63130,p
0.08351,0.00399,p
0.29819,0.64978,p
0.12246,0.52485,n
0.06231,0.38554,p
0.10030,0.03805,p
0.14722,0.56523,n
0.86579,0.40994,n
0.19835,0.36647,n
0.58269,0.39093,p
0.33763,0.19803,p
0.29786,0.57564,n
0.09276,0.60440,n
0.23460,0.46813,n
0.80274,0.65882,p
0.43104,0.15445,p
0.70781,0.09299,p
0.21492,0.48937,n
0.48349,0.88759,n
0.22625,0.40515,n
0.15394,0.54337,n
0.07107,0.47793,n
0.31860,0.47844,n
0.22052,0.44293,n
0.13194,0.69581,p
0.25844,0.57245,n
0.58081,0.13757,p
0.91013,0.58952,n
0.71655,0.18716,p
0.50428,0.75400,n
0.25520,0.63424,n
0.80317,0.22567,p
0.16378,0.63164,n
0.65009,0.87058,p
0.74860,0.63388,p
0.57469,0.08729,p
0.12369,0.37738,p
0.07494,0.48526,p
0.39740,0.93576,p
0.27242,0.40146,n
0.27915,0.55832,p
0.40556,0.46326,p
0.63010,0.01499,p
0.12990,0.13085,p
0.18442,0.52114,n
0.60220,0.14379,p
0.69179,0.75969,p
0.17570,0.58506,n
0.30204,0.55713,n
0.90328,0.63008,p
0.03323,0.04191,p
0.83463,0.04012,p
0.34105,0.48893,n
0.18275,0.67161,p
0.07866,0.55909,n
0.09782,0.26722,p
0.26586,0.37249,n
0.22849,0.60318,n
0.11088,0.49703,n
0.52393,0.03143,p
0.10045,0.43419,n
0.08758,0.05231,p
0.20196,0.36282,n
0.17609,0.64249,p
0.47140,0.72409,p
0.81185,0.06821,p
0.23066,0.59760,n
0.25882,0.57211,n
0.25082,0.52661,n
0.21069,0.59917,n
0.17237,0.57151,n
0.17966,0.55581,n
0.18710,0.55193,n
0.66811,0.30826,p
0.11881,0.61503,n
0.23383,0.62717,n
0.36473,0.15931,p
0.29414,0.40408,n
0.53887,0.83779,p
0.24736,0.38279,n
0.44020,0.34129,p
0.86058,0.44784,p
0.22090,0.57527,n
0.32866,0.52234,n
0.30855,0.49446,n
0.89289,0.68553,p
0.11607,0.48326,n
0.19825,0.27349,n
0.87334,0.01105,p
0.09179,0.46440,n
0.89243,0.15015,p
0.08917,0.41079,p
0.88565,0.17947,p
0.21199,0.36691,n
0.25642,0.56357,n
0.30627,0.39546,n
0.09360,0.98343,p
0.24142,0.60047,n
0.89910,0.02523,p
0.28066,0.61345,p
0.93199,0.00266,p
0.07950,0.47418,n
0.28064,0.38336,n
0.06861,0.54105,n
0.09388,0.39608,n
0.08007,0.43103,n
0.08034,0.46424,n
0.60605,0.48317,p
0.30836,0.99401,p
0.04004,0.44199,p
0.26641,0.35987,p
0.18280,0.81615,p
0.34593,0.32066,n
0.29627,0.65965,p
0.19664,0.84088,p
0.46291,0.96736,p
0.09414,0.59310,n
0.89221,0.82309,p
0.04051,0.15070,p
0.23738,0.48401,p
0.31973,0.67793,p
0.18218,0.29618,p
0.13716,0.92098,p
0.00578,0.97365,p
0.23939,0.52563,n
0.25682,0.42948,p
0.25533,0.52337,p
0.30708,0.89034,p
0.20274,0.53570,p
0.11977,0.62510,n
0.10805,0.51693,n
0.11167,0.08296,p
0.30058,0.43826,n
0.76168,0.58329,p
0.18631,0.55724,n
0.16566,0.46888,p
0.19320,0.57819,n
0.10099,0.52690,n
0.50511,0.08429,p
0.15087,0.41748,n
0.05259,0.87596,p
0.86586,0.20654,p
0.16116,0.63231,n
0.01983,0.32467,p
0.89495,0.92523,p
0.92799,0.68944,p
0.21967,0.66700,p
0.64618,0.67204,p
0.82657,0.38160,p
0.26227,0.60260,n
0.66735,0.79167,p
0.15950,0.69695,p
0.15885,0.57112,n
0.05438,0.34883,p
0.44812,0.51556,p
0.31471,0.55044,p
0.78755,0.35091,p
0.26312,0.45994,n
0.07961,0.44193,n
0.45492,0.63843,p
0.17621,0.59115,n
0.71451,0.96553,p
0.17431,0.48786,n
0.00633,0.55888,p
0.12058,0.48621,n
0.80869,0.81436,p
0.91479,0.23775,p
0.29084,0.56450,n
0.32990,0.89977,n
0.09149,0.51798,n
0.52421,0.17561,p
0.27393,0.45119,n
0.03112,0.04118,p
0.30730,0.58936,n
0.18546,0.46226,n
0.34209,0.90239,p
0.34856,0.30274,p
0.01027,0.81291,p
0.53148,0.68551,p
0.43509,0.28757,p
0.41995,0.08254,n
0.91412,0.26700,p
0.21410,0.57797,n
0.30108,0.45446,n
0.46499,0.66333,p
0.62916,0.17365,p
0.75422,0.96555,p
0.13538,0.62705,n
0.88017,0.74307,p
0.20293,0.35270,n
0.15989,0.74334,p
0.56799,0.19272,p
0.16306,0.25276,p
0.21947,0.62764,n
0.54273,0.31544,p
0.16036,0.38926,n
0.71985,0.05613,p
0.22575,0.52827,n
0.16523,0.56112,p
0.32923,0.43856,p
0.15158,0.59745,n
0.22993,0.58705,n
0.43197,0.57689,p
0.87998,0.66531,p
0.19114,0.44063,n
0.49996,0.25453,p
0.26406,0.74357,p
0.27983,0.38753,n
0.33268,0.23267,p
0.29550,0.23497,p
0.20949,0.44648,n
0.11378,0.49060,n
0.97904,0.75297,p
0.78586,0.02618,p
0.98055,0.38980,p
0.22225,0.06408,p
0.29299,0.48384,n
0.26128,0.39216,n
0.67570,0.72291,n
0.24979,0.36501,n
0.39486,0.96590,p
0.26985,0.59625,n
0.15408,0.41883,n
0.58526,0.12450,p
0.16668,0.60880,n
0.19364,0.42139,n
0.11331,0.49396,n
0.06938,0.66582,p
0.65307,0.13198,p
0.31117,0.42967,n
0.10513,0.48352,n
0.09649,0.42666,p
0.24133,0.37303,n
0.05037,0.45813,p
0.10650,0.86040,p
0.25368,0.41664,n
0.85700,0.92691,p
0.41905,0.77158,p
0.50213,0.79550,p
0.61696,0.23424,p
0.89657,0.88731,p
0.52629,0.16613,p
0.28121,0.32258,p
0.77282,0.43322,p
0.74721,0.63027,p
0.30383,0.35371,p
0.60502,0.45165,p
0.95554,0.32575,p
0.27946,0.84516,p
0.54568,0.65428,n
0.22607,0.37324,n
0.85646,0.14239,n
0.97253,0.87333,p
0.15237,0.29504,p
0.60376,0.71305,p
0.94965,0.86288,p
0.70919,0.26797,p
0.31938,0.41846,n
0.15091,0.11950,p
0.10883,0.52092,n
0.87264,0.94211,p
0.24340,0.78448,p
0.90654,0.36318,p
0.19661,0.19821,n
0.28157,0.62199,n
0.31232,0.56479,n
0.24065,0.57038,n
0.08101,0.98491,p
0.65666,0.12507,p
0.74621,0.47116,p
0.26379,0.92243,p
0.28329,0.50164,n
0.25565,0.61208,n
0.97980,0.84565,p
0.99380,0.65876,p
0.13054,0.47351,p
0.06035,0.51047,n
0.11806,0.79822,p
0.70759,0.52478,p
0.52307,0.86738,p
0.96438,0.08673,p
0.82611,0.81005,p
0.96536,0.25889,p
0.44832,0.63649,p
0.31228,0.45822,n
0.26110,0.37980,n
0.62400,0.66461,p
0.18930,0.21707,p
0.50376,0.93024,p
0.31009,0.52871,n
0.21341,0.42690,n
0.88462,0.90487,p
0.24332,0.43705,n
0.73018,0.20827,p
0.27993,0.43021,n
0.25225,0.60654,n
0.26746,0.46480,n
0.59530,0.09589,p
0.19532,0.54583,n
0.67440,0.42748,p
0.15245,0.41960,n
0.38705,0.71933,p
0.24411,0.54413,n
0.31087,0.56489,n
0.07370,0.45243,n
0.15734,0.19545,p
0.34358,0.48788,n
0.12303,0.60118,n
0.04728,0.47983,p
0.19571,0.38218,n
0.08082,0.53507,p
0.49045,0.58821,p
0.53521,0.08986,p
0.38176,0.03198,p
0.81309,0.76756,p
0.12732,0.55172,n
0.74786,0.46311,p
0.22523,0.48576,n
0.81469,0.03970,p
0.51076,0.67725,p
0.30617,0.49245,p
0.20523,0.60339,n
0.31831,0.60667,p
0.19763,0.42329,n
0.85672,0.09180,p
0.05586,0.51428,n
0.67138,0.20717,p
0.23901,0.40381,n
0.12299,0.86119,p
0.27894,0.57362,p
0.20081,0.46433,n
0.31262,0.49775,n
0.39046,0.39518,p
0.07147,0.39076,p
0.21053,0.46175,n
0.25761,0.45096,n
0.48585,0.53139,p
0.79243,0.10188,n
0.77217,0.06653,p
0.66928,0.79598,p
0.63311,0.95942,n
0.10263,0.53434,n
0.09511,0.41150,n
0.06326,0.47836,n
0.20746,0.62718,n
0.10381,0.51372,n
0.27395,0.47835,n
0.24509,0.44337,n
0.95173,0.17644,p
0.31255,0.47323,n
0.98806,0.03700,p
0.77467,0.35245,p
0.90898,0.89945,p
0.71040,0.71446,p
0.61086,0.93273,p
0.22797,0.06574,p
0.33674,0.52280,p
0.95148,0.54248,p
0.06388,0.48284,n
0.09415,0.52481,n
0.19478,0.36533,p
0.04666,0.91234,p
0.31508,0.52918,n
0.90364,0.84183,p
0.18658,0.39025,p
0.07593,0.50205,n
0.12794,0.63091,n
0.35058,0.29844,p
0.08122,0.48270,n
0.19112,0.25045,p
0.20345,0.50600,n
0.22423,0.43014,n
0.19806,0.46363,n
0.33367,0.53574,n
0.32407,0.58304,n
0.80042,0.73501,p
0.10772,0.61133,n
0.96101,0.25276,n
0.57213,0.95087,p
0.17754,0.01141,p
0.89531,0.79872,p
0.18805,0.61467,n
0.72313,0.67290,p
0.60036,0.75087,p
0.80840,0.77934,n
0.11310,0.42479,n
0.17483,0.40509,n
0.20122,0.43711,n
0.21269,0.61100,n
0.14010,0.51304,n
0.28148,0.60179,n
0.40868,0.26671,p
0.29793,0.44265,n
0.39498,0.12836,n
0.21020,0.47495,n
0.10945,0.51059,n
0.59137,0.90134,p
0.34778,0.82076,p
0.58934,0.93345,n
0.08507,0.46763,n
0.14417,0.61391,n
0.13953,0.58195,n
0.20303,0.45241,n
0.86337,0.39793,p
0.23790,0.49655,n
0.23161,0.43124,n
0.56185,0.53989,p
0.78897,0.64601,p
0.11559,0.50329,n
0.13303,0.41844,n
0.15692,0.59552,n
