@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.91132,0.05278,p
0.41966,0.69886,n
0.15703,0.98047,p
0.01172,0.11936,p
0.56849,0.72359,p
0.00172,0.46816,p
0.94484,0.71654,p
0.65309,0.04543,p
0.33315,0.63618,n
0.81114,0.98899,p
0.64675,0.83969,p
0.22672,0.87138,p
0.26975,0.55056,n
0.19490,0.63490,p
0.31919,0.50868,n
0.27074,0.89546,p
0.75669,0.15769,p
0.21848,0.39722,n
0.90031,0.73250,p
0.80075,0.38675,p
0.29284,0.39036,n
0.39111,0.88026,p
0.47068,0.38770,p
0.23949,0.41779,p
0.29708,0.38723,n
0.21154,0.57399,n
0.58145,0.15508,p
0.98051,0.51825,p
0.29007,0.60104,n
0.62297,0.08922,n
0.11250,0.60387,n
0.82886,0.88159,p
0.50236,0.19075,p
0.80238,0.75894,p
0.14740,0.44919,n
0.74416,0.19620,p
0.05251,0.31342,p
0.30454,0.54878,n
0.51706,0.51375,p
0.19551,0.10709,p
0.08073,0.57120,n
0.49372,0.52854,n
0.24432,0.56517,p
0.80638,0.29813,p
0.63999,0.85637,p
0.04309,0.95868,p
0.65139,0.66351,p
0.15366,0.63633,n
0.18437,0.13439,p
0.08894,0.48041,n
0.44750,0.90221,p
0.28747,0.45848,n
0.85619,0.27578,p
0.90783,0.41788,p
0.14409,0.59963,n
0.35107,0.13710,p
0.09560,0.43050,n
0.80341,0.91090,p
0.67150,0.55393,p
0.07728,0.18650,p
0.03161,0.46962,p
0.22301,0.40145,p
0.74263,0.13797,p
0.30369,0.56663,n
0.17881,0.00204,p
0.16472,0.40919,n
0.50822,0.61912,p
0.06371,0.54086,n
0.99512,0.24126,p
0.27781,0.61452,n
0.09429,0.45784,n
0.46702,0.41400,n
0.23670,0.25372,n
0.31477,0.46865,n
0.39582,0.45213,p
0.58457,0.51708,n
0.87381,0.78823,p
0.92454,0.41807,p
0.79592,0.01942,p
0.60181,0.86825,p
0.11136,0.61515,n
0.29379,0.64485,n
0.17026,0.61749,n
0.59805,0.22203,p
0.55863,0.52092,n
0.09154,0.46060,n
0.45154,0.37287,p
0.41304,0.46800,n
0.20798,0.21540,p
0.36142,0.50880,n
0.37942,0.46912,p
0.30757,0.06360,p
0.78760,0.77597,p
0.12236,0.00565,p
0.12807,0.50819,n
0.32494,0.46580,n
0.66058,0.87227,p
0.11225,0.42385,n
0.19391,0.62627,n
0.27200,0.46122,n
0.82683,0.26204,p
0.17892,0.50577,n
0.35514,0.48843,p
0.54367,0.49034,p
0.63298,0.04216,p
0.32424,0.85387,p
0.93054,0.75627,p
0.08305,0.90014,p
0.15080,0.14305,p
0.79170,0.05936,p
0.06325,0.08141,p
0.02306,0.69610,p
0.25753,0.37433,n
0.32685,0.62654,p
0.33557,0.45879,n
0.27909,0.05207,p
0.21646,0.45660,n
0.32408,0.38060,n
0.35310,0.61644,n
0.29670,0.40137,n
0.12659,0.50356,n
0.26810,0.20532,p
0.23403,0.39739,n
0.42205,0.45955,n
0.57118,0.49201,n
0.19976,0.55440,n
0.05349,0.50144,n
0.14127,0.52800,p
0.20805,0.37391,n
0.41753,0.98356,n
0.31157,0.45080,n
0.81582,0.89011,p
0.05845,0.50556,n
0.35753,0.56697,n
0.24763,0.62710,n
0.39072,0.37389,n
0.16416,0.35925,n
0.47191,0.37711,n
0.23942,0.52805,n
0.13050,0.41656,n
0.28476,0.50731,n
0.27750,0.55495,n
0.20793,0.04576,p
0.08534,0.66083,p
0.06086,0.06501,p
0.33118,0.50071,n
0.53847,0.93086,p
0.88473,0.42178,n
0.02901,0.42321,p
0.97596,0.40272,p
0.34442,0.33949,n
0.38134,0.42481,n
0.18715,0.52366,p
0.44705,0.43946,n
0.37975,0.50373,n
0.38821,0.67284,n
0.30850,0.88227,p
0.68891,0.92307,p
0.52464,0.38130,p
0.49524,0.47531,n
0.40231,0.40642,n
0.20401,0.51809,n
0.49003,0.55223,n
0.02219,0.40621,p
0.50380,0.59059,n
0.42083,0.02404,p
0.40820,0.38160,n
0.33397,0.52271,n
0.59270,0.80616,p
0.32692,0.60625,n
0.85620,0.19376,n
0.98459,0.32283,p
0.34052,0.13353,p
0.71266,0.04841,p
0.90489,0.02561,p
0.31322,0.41558,n
0.59641,0.47632,n
0.38451,0.62098,n
0.56475,0.84728,p
0.20764,0.23586,n
0.22771,0.43155,n
0.45373,0.62270,n
0.14246,0.36957,n
0.92396,0.47058,p
0.46070,0.58424,n
0.06297,0.06043,n
0.03941,0.04798,p
0.21635,0.47448,p
0.29095,0.45711,n
0.26990,0.62893,n
0.09395,0.57766,p
0.35409,0.90052,p
0.22512,0.46647,n
0.58634,0.53486,n
0.24099,0.32115,p
0.23579,0.53713,n
0.33684,0.35138,p
0.74983,0.23631,n
0.31589,0.53354,n
0.34375,0.61294,n
0.57019,0.85007,p
0.34637,0.02390,p
0.41058,0.73426,p
0.42175,0.63869,n
0.43599,0.69236,p
0.81458,0.22060,p
0.21910,0.49292,n
0.55493,0.45036,n
0.99684,0.49324,p
0.34062,0.47624,n
0.19448,0.69341,p
0.45448,0.45970,n
0.44979,0.32216,n
0.88286,0.57911,p
0.73012,0.75820,p
0.70525,0.66587,p
0.57462,0.51363,n
0.40632,0.57742,n
0.26144,0.84339,p
0.63608,0.34860,p
0.10443,0.44468,n
0.22712,0.46918,p
0.28059,0.40542,n
0.49510,0.33448,p
0.77512,0.29856,p
0.41023,0.48874,n
0.32515,0.50052,n
0.27422,0.51245,p
0.25040,0.54204,n
0.39461,0.56532,n
0.17880,0.33611,p
0.33863,0.13201,p
0.12370,0.37192,n
0.02477,0.19545,p
0.76459,0.43360,p
0.51471,0.79705,p
0.13368,0.96898,n
0.44097,0.67389,n
0.24580,0.35949,n
0.63867,0.03618,p
0.42768,0.20991,p
0.97876,0.81556,p
0.21086,0.34816,p
0.10274,0.17080,n
0.51695,0.61604,n
0.50963,0.42484,n
0.46457,0.94737,p
0.42028,0.38003,n
0.41400,0.87190,p
0.42501,0.05162,p
0.24575,0.58302,n
0.52769,0.60026,p
0.79362,0.47126,n
0.85682,0.06359,n
0.60575,0.32407,n
0.35400,0.52512,n
0.27484,0.59100,p
0.32863,0.54318,n
0.01228,0.55875,p
0.02719,0.79210,n
0.65326,0.31594,p
0.53066,0.65329,p
0.62043,0.58275,p
0.21139,0.53234,n
0.07112,0.46485,n
0.41268,0.56270,n
0.80790,0.93198,p
0.16934,0.40293,n
0.33265,0.45573,n
0.04112,0.85650,p
0.33957,0.31224,n
0.27792,0.49366,n
0.55828,0.21411,p
0.40149,0.63392,n
0.91921,0.60214,p
0.11045,0.07900,p
0.50148,0.54458,p
0.84288,0.49547,p
0.35383,0.24542,p
0.27653,0.42370,n
0.56447,0.45753,n
0.90805,0.99717,p
0.04075,0.76575,n
0.49972,0.46176,n
0.37008,0.55162,n
0.43718,0.53695,n
0.33252,0.94032,p
0.01472,0.40571,p
0.46710,0.94483,p
0.51948,0.58906,n
0.05358,0.22849,n
0.34410,0.34386,n
0.31999,0.84675,p
0.44531,0.24358,p
0.22247,0.09383,n
0.31831,0.16836,n
0.29383,0.38273,n
0.51188,0.45813,n
0.64907,0.78898,p
0.48912,0.35589,n
0.97167,0.43840,p
0.27580,0.65520,n
0.35713,0.40042,n
0.33904,0.66991,n
0.35307,0.39846,n
0.37238,0.31793,n
0.96727,0.60284,p
0.38386,0.55709,n
0.97218,0.76366,p
0.32287,0.66764,n
0.41341,0.17355,p
0.28778,0.61057,n
0.85373,0.80360,n
0.47600,0.48530,n
0.52736,0.59152,n
0.62967,0.57546,p
0.26040,0.36333,n
0.86196,0.01433,p
0.19962,0.83935,p
0.35551,0.52572,n
0.08643,0.82742,p
0.39598,0.59170,n
0.49449,0.39436,p
0.37779,0.65921,n
0.50650,0.49099,n
0.22408,0.46724,n
0.33179,0.57993,n
0.46107,0.66851,n
0.25299,0.45844,n
0.85706,0.41811,p
0.52029,0.55147,n
0.68038,0.24571,p
0.66288,0.33081,p
0.28643,0.86503,p
0.48185,0.10946,p
0.46178,0.47050,n
0.32197,0.42880,n
0.59888,0.77692,p
0.44452,0.51579,n
0.36978,0.58985,n
0.23291,0.93546,p
0.45601,0.57129,p
0.34703,0.49477,p
0.04367,0.41534,p
0.38658,0.39378,n
0.89822,0.34564,p
0.86139,0.58669,p
0.47888,0.46798,n
0.28038,0.45310,n
0.81963,0.30501,p
0.22171,0.63413,n
0.19618,0.62136,n
0.25096,0.52113,n
0.15689,0.60566,n
0.25081,0.50897,n
0.20986,0.46625,n
0.15491,0.93668,n
0.02027,0.26567,p
0.41219,0.74039,p
0.49336,0.51597,p
0.41838,0.24878,p
0.60876,0.48885,p
0.23515,0.50450,n
0.78167,0.37524,p
0.14007,0.44684,n
0.42788,0.35580,p
0.68675,0.14546,n
0.17364,0.41632,n
0.54371,0.33197,p
0.24575,0.60493,n
0.38412,0.28040,p
0.91639,0.39049,p
0.20318,0.38200,n
0.19842,0.31099,p
0.19661,0.42181,n
0.45775,0.54353,p
0.28217,0.00903,p
0.08353,0.45227,n
0.91191,0.94350,p
0.80341,0.65468,n
0.11658,0.47219,p
0.62829,0.44509,p
0.62844,0.16500,p
0.29633,0.55534,n
0.18293,0.50267,n
0.85923,0.36746,p
0.25779,0.48812,n
0.09267,0.59302,n
0.70863,0.66364,p
0.28220,0.48699,n
0.97639,0.65264,p
0.67204,0.45281,p
0.22840,0.63487,n
0.20326,0.50943,p
0.16605,0.57432,n
0.92714,0.96491,n
0.30996,0.76663,p
0.53825,0.98404,p
0.22401,0.79801,p
0.37329,0.04767,p
0.19925,0.61207,n
0.24753,0.42036,n
0.22384,0.52799,n
0.78066,0.78310,p
0.30690,0.17909,n
0.25229,0.58779,n
0.27921,0.41532,n
0.74398,0.48546,p
0.12936,0.55612,n
0.22164,0.58908,n
0.27974,0.52917,n
0.62430,0.35054,p
0.20514,0.37171,n
0.30174,0.43796,n
0.26436,0.39712,n
0.35730,0.68496,p
0.29406,0.40895,p
0.66305,0.33677,p
0.88784,0.08372,p
0.12780,0.32281,p
0.67056,0.72228,p
0.39197,0.46083,n
0.22336,0.43116,n
0.76448,0.85761,p
0.14055,0.55543,n
0.13608,0.61159,n
0.09941,0.48590,n
0.50428,0.00694,p
0.36200,0.77094,p
0.17235,0.58482,n
0.46618,0.05107,p
0.26333,0.57737,n
0.89346,0.33122,p
0.23230,0.48572,n
0.48074,0.40227,p
0.31160,0.53735,n
0.17345,0.51822,n
0.22216,0.45550,n
0.07725,0.48811,n
0.33235,0.54465,n
0.20705,0.56710,n
0.14320,0.45740,n
0.13411,0.45327,n
0.78111,0.70342,n
0.40844,0.37225,p
0.27166,0.46772,n
0.12310,0.48536,n
0.08229,0.37970,p
0.23426,0.38132,n
0.21627,0.59712,n
0.68991,0.39566,p
0.54350,0.80529,n
0.38391,0.55623,n
0.58137,0.47845,p
0.30097,0.46240,n
0.28383,0.56637,n
0.98153,0.62829,p
0.23163,0.55410,n
0.02805,0.63481,p
0.13755,0.64911,p
0.16277,0.82658,p
0.92084,0.50928,p
0.15029,0.40257,p
0.10414,0.43838,n
0.01295,0.18743,n
0.21906,0.38428,n
0.32255,0.52134,n
0.24153,0.43513,n
0.98088,0.47068,p
0.11638,0.39855,n
0.16106,0.39891,n
0.21030,0.58527,p
0.06723,0.71670,p
0.20069,0.51005,n
0.71048,0.11505,n
0.84568,0.33654,p
0.75362,0.66428,p
0.22311,0.41003,n
0.95320,0.42456,p
0.21429,0.59536,n
0.33253,0.98462,p
0.12632,0.40599,n
0.06378,0.26758,p
0.11224,0.90245,p
0.01393,0.96537,p
0.92252,0.71501,p
0.80060,0.91626,p
0.28231,0.04140,p
0.35801,0.01929,p
0.05929,0.44847,n
0.08919,0.49939,n
0.13110,0.57451,n
0.83269,0.49484,p
0.53301,0.75980,p
0.94126,0.89582,p
0.30503,0.44155,n
0.33033,0.53996,n
0.55535,0.30483,p
0.09151,0.84481,p
0.12402,0.59164,n
0.14945,0.51501,n
0.31508,0.45903,n
0.13961,0.53896,n
0.14368,0.36908,n
0.07801,0.56363,n
0.24384,0.53296,n
0.94247,0.26258,p
0.74189,0.52665,n
0.11437,0.42969,n
0.50390,0.69528,p
0.13385,0.48904,n
0.83786,0.76512,p
0.32782,0.51957,n
0.23449,0.41827,n
0.19591,0.54962,n
0.15612,0.58548,n
0.09521,0.44578,n
0.19038,0.41448,n
0.41676,0.41116,p
0.31285,0.56869,p
0.29730,0.55894,n
0.22414,0.45907,n
0.46098,0.32483,p
0.01336,0.25964,p
0.99789,0.71889,p
0.57694,0.60159,p
0.29905,0.57012,n
0.19476,0.60125,n
0.37607,0.77024,p
0.28048,0.43255,n
0.30784,0.42394,n
0.46010,0.14027,p
0.38423,0.84242,p
0.54026,0.64629,p
0.41649,0.27220,n
0.83225,0.33750,p
0.48163,0.99399,p
0.14279,0.57954,n
0.06610,0.05322,p
0.27602,0.45895,n
0.51348,0.68942,p
0.13385,0.36761,n
0.13465,0.59120,p
0.28013,0.40330,n
0.06089,0.49745,n
0.15481,0.54933,n
0.55147,0.80510,p
0.25287,0.46960,n
0.06512,0.80616,n
0.34368,0.75717,p
0.28965,0.47199,n
0.84001,0.41613,n
0.91265,0.11937,n
0.26461,0.36713,n
0.10598,0.47336,n
0.22404,0.89944,p
0.17544,0.49531,n
0.23635,0.57079,n
0.25265,0.41462,n
0.76606,0.83161,p
0.29399,0.12146,p
0.89311,0.01748,n
0.14474,0.53312,n
0.27890,0.62239,n
0.75889,0.09081,p
0.10569,0.52589,n
0.17422,0.44757,n
0.32639,0.42809,p
0.19530,0.60192,n
0.23746,0.99057,p
0.74513,0.92151,p
0.30104,0.59944,n
0.64233,0.34561,p
0.30135,0.52406,n
0.31096,0.40676,n
0.24244,0.44742,n
0.85286,0.82885,p
0.08808,0.79467,p
0.13557,0.56425,n
0.20264,0.52338,n
0.24742,0.63914,n
0.06457,0.49370,n
0.24937,0.81888,p
0.14878,0.40255,n
0.21800,0.41436,n
0.95682,0.66668,p
0.10622,0.58154,n
0.18133,0.39298,n
0.20611,0.50287,n
0.10399,0.50472,n
0.28770,0.39635,n
0.15911,0.11810,p
0.13483,0.58679,n
0.31198,0.56512,n
0.31785,0.08844,p
0.13579,0.61895,p
0.22565,0.10793,p
0.15186,0.37743,n
0.43445,0.86291,p
0.66804,0.56779,n
0.15442,0.96433,p
0.33425,0.52295,p
0.90451,0.65691,p
0.61684,0.93453,p
0.33245,0.31190,p
0.08171,0.56032,n
0.71269,0.07341,p
0.15903,0.44329,n
0.01031,0.65558,p
0.51016,0.89059,p
0.75822,0.72811,n
0.16557,0.42498,n
0.12506,0.55402,n
0.28040,0.47384,n
0.61933,0.98488,p
0.15136,0.09231,p
0.03378,0.19469,p
0.24469,0.51413,n
0.21811,0.52656,n
0.96259,0.79763,p
0.50150,0.66589,n
0.27028,0.55450,n
0.84834,0.91158,p
0.63187,0.07628,p
0.19419,0.36894,n
0.80008,0.05789,p
0.85326,0.68893,p
0.10686,0.48146,n
0.53412,0.82378,p
0.73572,0.39840,p
0.19444,0.53239,n
0.11747,0.59685,n
0.50235,0.07160,p
0.26874,0.21587,p
0.22625,0.41045,n
0.39464,0.10438,p
0.23729,0.48076,n
0.71487,0.33118,n
0.14395,0.52606,n
0.11862,0.61756,n
0.47983,0.59344,p
0.13351,0.38267,n
0.96328,0.09192,p
0.11054,0.52897,p
0.48681,0.56447,p
0.16708,0.51622,n
0.86539,0.20940,p
0.18484,0.62511,n
0.23651,0.48917,n
0.27190,0.44160,n
0.06904,0.52374,n
0.06062,0.51899,n
0.14141,0.38459,n
0.75944,0.68410,p
0.45656,0.48426,p
0.88338,0.47659,p
0.37371,0.97558,p
0.77082,0.96657,p
0.25800,0.42454,n
0.10540,0.41694,n
0.96271,0.24346,p
0.31924,0.42232,n
0.99489,0.21871,p
0.34396,0.48503,n
0.28902,0.51758,n
0.04730,0.83737,p
0.10570,0.60426,n
0.15735,0.39019,n
0.19503,0.32492,p
0.23326,0.62116,n
0.21228,0.38483,p
0.20391,0.55295,n
0.22808,0.53650,p
0.90812,0.91683,p
0.13219,0.41449,n
0.84468,0.87872,n
0.44025,0.95467,p
0.64416,0.85766,p
0.16281,0.89129,p
0.31377,0.55356,n
0.26873,0.75510,p
0.69149,0.49212,p
0.25610,0.00903,p
0.53269,0.65734,p
0.08746,0.44214,n
0.30674,0.53641,n
0.37564,0.96698,p
0.25652,0.56113,n
0.17138,0.40008,n
0.33332,0.45366,n
0.54577,0.35129,p
0.23404,0.36226,n
0.16483,0.83315,p
0.26109,0.40641,p
0.04516,0.62994,p
0.31450,0.57978,n
0.26722,0.30167,p
0.07572,0.42104,n
0.63627,0.16698,p
0.16538,0.41291,n
0.32899,0.55496,n
0.17602,0.46547,n
0.09677,0.35694,n
0.60910,0.04657,p
0.22513,0.54290,n
0.31927,0.44324,n
0.29892,0.52013,n
0.75132,0.55245,p
0.13958,0.49495,n
0.14996,0.56738,n
0.79970,0.98283,n
0.26223,0.54567,n
0.75536,0.15250,p
0.63992,0.09286,p
0.79381,0.94957,p
0.75276,0.31592,p
0.09201,0.55529,n
0.59435,0.29851,p
0.11466,0.38992,n
0.13807,0.61986,n
0.60836,0.67365,p
0.22836,0.52389,p
0.28742,0.90262,p
0.81442,0.53722,n
0.24700,0.57833,n
0.61989,0.63517,p
0.22313,0.41101,n
0.17467,0.38028,n
0.24587,0.54073,n
0.78558,0.78405,p
0.30263,0.46064,p
0.22747,0.42418,n
0.67104,0.42655,p
0.95535,0.54816,p
0.89642,0.00922,p
0.28782,0.78289,n
0.22294,0.43994,n
0.77344,0.25130,p
0.24970,0.58326,n
0.67005,0.95971,p
0.87538,0.35275,p
0.15631,0.63042,n
0.49333,0.12956,p
0.30779,0.55859,n
0.06907,0.43452,n
0.21517,0.95201,n
0.69709,0.37395,p
0.08208,0.77857,p
0.29045,0.55217,n
0.08295,0.56183,n
0.44696,0.04111,p
0.21866,0.36838,p
0.69182,0.14738,p
0.94754,0.60901,p
0.08544,0.41670,n
0.23970,0.47222,n
0.30699,0.17392,p
0.41377,0.00378,p
0.32019,0.63260,p
0.23611,0.60018,n
0.46407,0.03096,n
0.09450,0.48299,n
0.24439,0.93650,p
0.06848,0.53265,n
0.32928,0.44495,n
0.16671,0.48514,p
0.16276,0.35812,n
0.15583,0.57455,n
0.25091,0.16654,n
0.46366,0.64010,p
0.01915,0.15746,p
0.31221,0.07989,p
0.34482,0.06780,p
0.26823,0.40408,n
0.27393,0.39320,p
0.58710,0.10982,p
0.09275,0.45575,n
0.40098,0.08401,p
0.11535,0.53837,n
0.40988,0.27557,p
0.13770,0.56825,n
0.59691,0.82105,p
0.21892,0.42591,n
0.07277,0.51110,p
0.18582,0.40324,n
0.09206,0.50078,n
0.36197,0.14384,p
0.84143,0.81798,p
0.25103,0.80671,p
0.25554,0.48761,n
0.94495,0.75299,p
0.30487,0.49040,n
0.20246,0.66781,p
0.33258,0.41877,p
0.19720,0.44418,n
0.22718,0.49257,n
0.73780,0.01426,p
0.84303,0.39039,p
0.28877,0.45391,n
0.18244,0.52861,n
0.29093,0.41194,n
0.08756,0.55841,n
0.29305,0.46131,p
0.11635,0.86633,p
0.25880,0.40821,n
0.50892,0.63983,p
0.83634,0.92505,p
0.12128,0.44966,p
0.43425,0.73367,p
0.48237,0.23206,p
0.01132,0.46024,p
0.29127,0.42698,p
0.09248,0.55893,n
0.90231,0.34800,p
0.25092,0.41275,n
0.19734,0.63475,n
0.14319,0.38816,n
0.11855,0.50910,n
0.92928,0.03858,p
0.17031,0.97064,p
0.24101,0.45029,n
0.78522,0.92181,p
0.41273,0.25571,p
0.28307,0.50656,n
0.15443,0.42697,n
0.72332,0.89378,n
0.14102,0.59806,n
0.11115,0.89482,p
0.77894,0.14459,p
0.10157,0.47825,n
0.76092,0.42240,p
0.28605,0.43064,n
0.91568,0.07910,p
0.21186,0.45646,n
0.20872,0.63166,n
0.10108,0.42082,n
0.61948,0.16825,p
0.21161,0.51208,p
0.13173,0.49879,n
0.13226,0.51845,n
0.28186,0.38075,n
0.14551,0.41118,n
0.09850,0.57292,n
0.18812,0.51610,n
0.00631,0.37891,n
0.19300,0.50943,n
0.15403,0.52301,n
0.28494,0.43461,n
0.23117,0.62754,n
0.47411,0.04405,p
0.49861,0.21401,p
0.57727,0.52271,n
0.28223,0.49620,n
0.39582,0.66923,p
0.21044,0.57289,n
0.27247,0.44230,n
0.09268,0.47428,n
0.23658,0.40488,n
0.25090,0.52826,n
0.93946,0.64185,n
0.53035,0.95491,p
0.17243,0.52370,n
0.95151,0.19414,p
0.64630,0.67993,p
0.18931,0.17699,p
0.24801,0.54540,n
0.44799,0.60818,p
0.34134,0.58264,p
0.15541,0.10296,p
0.20406,0.64602,n
0.49094,0.53147,p
0.33313,0.76428,p
0.22759,0.62249,n
0.30185,0.45192,n
0.81441,0.74783,n
0.42034,0.81360,p
0.07636,0.49669,n
0.50508,0.03451,p
0.33683,0.98186,p
0.33223,0.45727,n
0.22179,0.64663,n
0.62578,0.12910,n
0.26489,0.72038,p
0.19451,0.61754,n
0.20247,0.24905,p
0.32452,0.42251,n
0.13362,0.53571,n
0.73979,0.35207,n
0.51410,0.53014,p
0.25638,0.49668,n
0.17419,0.98645,p
0.39426,0.86312,p
0.32077,0.50896,p
0.12679,0.10516,p
0.17161,0.92929,p
0.71101,0.70955,n
0.69922,0.34287,p
0.70465,0.76804,p
0.24215,0.37018,n
0.34605,0.51847,n
0.37755,0.98269,n
0.66009,0.33507,p
0.33905,0.61663,p
0.55046,0.95410,p
0.05630,0.56406,p
0.62275,0.32259,p
0.64668,0.13046,p
0.24630,0.37645,n
0.59807,0.65092,p
0.17003,0.46185,n
0.19211,0.49614,p
0.71144,0.81579,p
0.09790,0.42648,n
0.21776,0.44935,n
0.14954,0.27461,p
0.39355,0.84549,p
0.33272,0.53058,n
0.24645,0.50236,n
0.71231,0.89295,p
0.06126,0.00888,p
0.03193,0.13098,p
0.31114,0.07906,p
0.19486,0.57584,n
0.40648,0.04393,p
0.16046,0.46047,n
0.34525,0.45453,p
0.51954,0.74581,p
0.51459,0.21043,p
0.34004,0.54659,n
0.69562,0.57282,n
0.37230,0.14782,p
0.24866,0.60823,n
0.00881,0.40859,p
0.66297,0.24896,p
0.46402,0.81438,p
0.93826,0.88386,p
0.13803,0.55915,p
0.15621,0.62947,n
0.15316,0.63601,n
0.29156,0.40193,n
0.81566,0.32340,p
0.81421,0.40412,n
0.12712,0.39221,n
0.22933,0.63725,n
0.30131,0.60612,n
0.11218,0.39594,p
0.94827,0.50161,p
0.15276,0.02375,p
0.40865,0.35751,p
0.28211,0.53716,n
0.07819,0.32950,p
0.19693,0.61320,n
0.21893,0.47597,n
0.27623,0.52883,n
0.14674,0.81516,p
0.16764,0.58180,n
0.66868,0.01836,p
0.21536,0.46106,n
0.79335,0.19494,p
0.02486,0.15734,n
0.30442,0.54822,n
0.12583,0.60637,p
0.28253,0.07420,p
0.15339,0.43940,n
0.13553,0.00346,p
0.61931,0.99367,p
0.13388,0.47989,n
0.18636,0.51527,n
0.55731,0.70011,p
0.04601,0.27186,p
0.12355,0.46352,p
0.25360,0.53781,n
0.75477,0.37724,p
0.23380,0.68369,p
0.09531,0.45146,n
0.57660,0.88871,p
0.20551,0.38426,n
0.18923,0.40329,n
0.58044,0.95080,p
0.18025,0.49600,n
0.61951,0.08375,p
0.24612,0.37612,n
0.63860,0.72699,n
0.08417,0.59427,n
0.12316,0.70519,p
0.13109,0.43172,n
0.30561,0.48837,n
0.18049,0.31688,n
0.01597,0.91676,p
0.31726,0.01038,p
0.54238,0.37071,p
0.44500,0.31003,p
0.30021,0.10252,n
0.72265,0.18227,p
0.62313,0.68600,p
0.63888,0.99543,p
0.26703,0.82871,p
0.01205,0.70791,p
0.33427,0.50839,n
0.26327,0.53036,n
0.12988,0.42778,n
0.22678,0.42517,n
0.23467,0.55164,n
0.86356,0.80222,p
0.21590,0.41705,n
0.90112,0.92627,p
0.04192,0.04572,p
0.23607,0.55446,n
0.02587,0.69820,p
0.17327,0.63932,n
