@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.81205,0.52623,p
0.08378,0.95468,p
0.33193,0.86926,p
0.34512,0.34931,p
0.20247,0.46681,n
0.82722,0.16207,p
0.35944,0.63888,n
0.52119,0.65076,n
0.57409,0.41590,p
0.72866,0.21249,p
0.79467,0.33773,p
0.98952,0.01907,p
0.57154,0.40422,n
0.75759,0.10912,p
0.27916,0.58631,n
0.91549,0.78510,p
0.95899,0.40033,p
0.68314,0.54072,p
0.47123,0.62997,n
0.07805,0.23987,p
0.59828,0.49587,n
0.52141,0.55327,n
0.13442,0.49547,p
0.53119,0.42689,n
0.09291,0.88815,p
0.89820,0.29300,p
0.30943,0.47490,n
0.32168,0.40299,n
0.90222,0.27458,p
0.12823,0.37729,n
0.35654,0.42054,n
0.76382,0.40265,n
0.45427,0.36426,p
0.44613,0.12730,p
0.44022,0.57756,n
0.03717,0.21082,p
0.33854,0.91882,p
0.34596,0.31099,n
0.50138,0.41929,n
0.86318,0.32617,p
0.65754,0.70734,p
0.97267,0.31216,p
0.11882,0.73105,p
0.03848,0.47042,p
0.57263,0.46941,n
0.69395,0.75748,p
0.15048,0.12810,p
0.51284,0.85130,n
0.37879,0.30198,n
0.64767,0.76671,p
0.64034,0.82388,p
0.79176,0.84165,p
0.34582,0.54033,n
0.65337,0.14073,p
0.36576,0.31091,n
0.46605,0.66727,n
0.44824,0.57038,n
0.94442,0.77659,p
0.53580,0.33246,p
0.08153,0.56715,p
0.97682,0.02224,p
0.70783,0.33474,p
0.30791,0.56180,n
0.12746,0.39497,p
0.37632,0.94995,p
0.41633,0.20884,p
0.59199,0.67592,p
0.25314,0.58485,n
0.15528,0.57881,n
0.19423,0.43039,p
0.50684,0.61390,n
0.29358,0.50027,n
0.14821,0.61621,n
0.71520,0.43998,p
0.26772,0.50153,n
0.16889,0.53858,n
0.20856,0.44936,n
0.34115,0.40988,n
0.90846,0.94074,p
0.61404,0.85254,p
0.21304,0.49163,n
0.82993,0.67787,p
0.59223,0.14871,p
0.13301,0.51289,n
0.82569,0.30863,p
0.39045,0.49447,n
0.63957,0.65847,p
0.43285,0.48258,n
0.34295,0.41837,n
0.20880,0.62733,n
0.52716,0.81790,p
0.36098,0.41556,n
0.09164,0.97500,p
0.27415,0.17296,p
0.91375,0.30686,n
0.28780,0.39313,n
0.50048,0.36226,n
0.56621,0.49000,n
0.03301,0.99365,n
0.24181,0.38953,n
0.46694,0.36735,n
0.02082,0.94453,p
0.36495,0.58644,n
0.56618,0.54775,n
0.49363,0.59176,p
0.58487,0.39231,p
0.43731,0.53155,n
0.73088,0.84769,p
0.43733,0.34520,p
0.34580,0.65346,n
0.25698,0.72382,p
0.11031,0.34298,p
0.47896,0.58205,n
0.86071,0.35188,p
0.34185,0.35963,n
0.18372,0.51906,p
0.48165,0.57187,n
0.52629,0.54825,n
0.40587,0.64564,p
0.77929,0.40304,p
0.82371,0.38885,p
0.49952,0.46056,n
0.14642,0.06214,p
0.24425,0.44870,n
0.39118,0.26544,p
0.20116,0.57284,p
0.66588,0.09224,p
0.10877,0.58894,n
0.41349,0.40918,n
0.05239,0.49355,n
0.52286,0.47578,n
0.28025,0.37610,n
0.46116,0.59048,n
0.82940,0.10389,p
0.94578,0.36498,p
0.01715,0.02905,p
0.68243,0.86187,p
0.91269,0.10953,p
0.41024,0.36516,n
0.64386,0.30722,p
0.58875,0.83438,n
0.52564,0.61570,n
0.77999,0.08487,p
0.60412,0.61513,p
0.98677,0.71247,n
0.42587,0.52791,n
0.43551,0.62915,n
0.29722,0.65821,n
0.16043,0.21920,p
0.78230,0.65896,p
0.47195,0.60934,n
0.56081,0.60977,n
0.26501,0.98337,p
0.16888,0.29320,n
0.25938,0.61041,n
0.38403,0.83936,p
0.43909,0.40053,p
0.65357,0.00418,n
0.54055,0.42264,n
0.81300,0.99098,p
0.47114,0.56422,n
0.90074,0.05915,p
0.58430,0.91186,p
0.21013,0.51242,n
0.47767,0.67038,n
0.22884,0.26359,p
0.02252,0.17447,p
0.60561,0.55020,p
0.47346,0.57596,n
0.19582,0.08903,p
0.74452,0.76754,p
0.36297,0.63892,n
0.51196,0.62816,p
0.94324,0.82358,p
0.24968,0.43388,n
0.22965,0.56021,n
0.24274,0.58695,p
0.23062,0.47649,n
0.41380,0.51561,n
0.62190,0.38569,p
0.32699,0.49075,n
0.17396,0.29204,p
0.92864,0.32860,p
0.58518,0.55035,p
0.13831,0.30364,p
0.28176,0.56275,n
0.50190,0.53332,n
0.10617,0.42283,n
0.12744,0.44200,n
0.61004,0.25320,p
0.96825,0.59558,n
0.12327,0.18860,p
0.28943,0.59843,n
0.27598,0.56287,n
0.68275,0.26195,p
0.40916,0.63069,n
0.63601,0.15475,p
0.77919,0.01959,p
0.29782,0.18980,p
0.15722,0.59060,n
0.53936,0.61228,n
0.97106,0.61014,p
0.53157,0.63811,n
0.62182,0.21516,p
0.43941,0.68830,n
0.48845,0.99727,p
0.66144,0.78619,p
0.52348,0.58717,n
0.24347,0.57967,n
0.12306,0.82815,p
0.72465,0.17505,p
0.36789,0.51870,n
0.49057,0.52599,n
0.82232,0.83664,n
0.26326,0.77636,p
0.33426,0.14347,p
0.49477,0.03481,n
0.26303,0.48248,n
0.09839,0.55911,n
0.60875,0.09251,p
0.07084,0.78963,n
0.97742,0.02034,p
0.55744,0.74804,p
0.22278,0.45110,p
0.30931,0.57643,n
0.06697,0.55897,n
0.07747,0.48777,n
0.23865,0.51662,n
0.07679,0.16527,p
0.11055,0.01498,p
0.18432,0.83993,p
0.75735,0.68477,p
0.26029,0.38419,n
0.26643,0.42794,n
0.15068,0.55449,n
0.29005,0.48897,n
0.07103,0.98976,p
0.32911,0.45148,n
0.12649,0.59740,n
0.30345,0.40620,n
0.14255,0.45631,n
0.67911,0.95083,p
0.88707,0.48080,p
0.11998,0.48469,n
0.26723,0.37322,n
0.71814,0.24703,p
0.08550,0.85990,p
0.55106,0.44758,p
0.94942,0.55067,p
0.58780,0.92460,p
0.28062,0.52129,n
0.09471,0.36537,p
0.19569,0.37636,n
0.18412,0.11805,p
0.12654,0.48516,n
0.16686,0.53609,n
0.19897,0.41779,n
0.29115,0.58175,n
0.57165,0.07914,p
0.21808,0.60179,n
0.13979,0.80131,p
0.07009,0.54494,n
0.10505,0.59719,n
0.56955,0.56819,p
0.15439,0.51317,n
0.09266,0.55548,n
0.02762,0.68457,p
0.11692,0.57319,n
0.07717,0.36816,p
0.27541,0.42940,n
0.03640,0.45160,p
0.86096,0.82771,p
0.18266,0.36162,n
0.81349,0.96863,p
0.30013,0.54710,n
0.22847,0.10911,p
0.79415,0.33902,p
0.09060,0.51074,n
0.80897,0.13353,p
0.75375,0.56223,p
0.11342,0.45884,n
0.01228,0.40671,p
0.81593,0.00395,n
0.71087,0.13596,p
0.12897,0.32591,p
0.21773,0.07425,p
0.23159,0.49405,n
0.24385,0.53245,n
0.16848,0.41960,p
0.17141,0.61643,n
0.23657,0.50400,n
0.11118,0.20584,p
0.13627,0.44561,n
0.14391,0.58312,n
0.26846,0.48565,n
0.58084,0.87355,p
0.18345,0.42897,n
0.27191,0.57381,n
0.66932,0.22858,p
0.33745,0.49240,n
0.24583,0.40367,p
0.13775,0.79820,p
0.43639,0.26252,n
0.30821,0.40776,p
0.16518,0.52330,n
0.10500,0.50686,n
0.15948,0.60045,n
0.13342,0.57156,n
0.81690,0.97535,p
0.24521,0.51695,p
0.19876,0.91368,p
0.20136,0.16224,p
0.18562,0.54411,n
0.09134,0.50042,p
0.22896,0.41102,n
0.23622,0.59510,n
0.09161,0.47581,n
0.10966,0.46725,n
0.16253,0.54963,p
0.95709,0.36361,p
0.19012,0.56275,n
0.11454,0.44897,n
0.38464,0.61056,p
0.76292,0.42653,p
0.32770,0.55778,n
0.26687,0.52151,n
0.14541,0.52999,n
0.36970,0.23921,p
0.26200,0.40233,n
0.47628,0.20301,p
0.57524,0.51819,p
0.99745,0.12859,p
0.33728,0.42891,p
0.07611,0.42944,n
0.64507,0.69982,p
0.08682,0.43836,n
0.97457,0.66814,p
0.22064,0.73489,p
0.21761,0.58528,n
0.16595,0.89029,p
0.43266,0.01894,p
0.81207,0.30426,p
0.59562,0.10922,p
0.18558,0.25658,n
0.21236,0.50676,n
0.32011,0.20950,p
0.28905,0.51973,n
0.02292,0.95168,p
0.43881,0.31027,p
0.48140,0.18274,p
0.09466,0.54153,n
0.23106,0.44791,p
0.90548,0.12805,p
0.66948,0.36377,p
0.28935,0.21138,p
0.24320,0.40749,p
0.25270,0.48911,p
0.02341,0.28734,p
0.08760,0.68977,n
0.17517,0.36698,n
0.93596,0.95379,n
0.35480,0.35156,p
0.26650,0.50612,n
0.24465,0.36376,n
0.20790,0.35786,n
0.24640,0.60171,n
0.96931,0.76709,p
0.70634,0.26938,p
0.47146,0.29341,n
0.11238,0.44359,n
0.23786,0.54675,n
0.15857,0.39440,p
0.81211,0.45375,p
0.85347,0.08613,p
0.48194,0.05522,p
0.27661,0.50573,n
0.18165,0.64046,n
0.06403,0.49882,n
0.21625,0.48289,n
0.19290,0.38338,n
0.85306,0.61981,p
0.60347,0.97572,p
0.23925,0.42290,n
0.29060,0.89282,p
0.12383,0.37497,n
0.06446,0.44351,n
0.90354,0.84371,p
0.23593,0.43477,n
0.21800,0.56790,n
0.31357,0.46521,n
0.79506,0.93029,p
0.56865,0.89339,p
0.61387,0.25637,p
0.20983,0.45522,n
0.44418,0.71467,p
0.22055,0.45904,p
0.32381,0.52415,n
0.71363,0.52392,p
0.57221,0.52862,p
0.28213,0.52174,n
0.44457,0.00337,p
0.21784,0.66905,p
0.32165,0.48229,n
0.32547,0.43225,n
0.24891,0.49842,n
0.14495,0.43751,n
0.03587,0.32806,p
0.96037,0.64170,p
0.80678,0.75842,n
0.26094,0.53863,n
0.90602,0.89887,p
0.82494,0.34144,n
0.69926,0.22451,p
0.29147,0.47091,n
0.11826,0.35078,p
0.30345,0.40383,n
0.38288,0.32411,p
0.15867,0.49908,p
0.18391,0.60969,n
0.25911,0.38605,n
0.74872,0.28634,p
0.12965,0.49857,n
0.17930,0.35180,n
0.72927,0.35344,p
0.06862,0.45162,n
0.91127,0.76581,p
0.09214,0.47203,n
0.25780,0.11146,p
0.72654,0.50123,p
0.29789,0.45355,n
0.06213,0.46592,n
0.62404,0.75278,p
0.07866,0.55069,n
0.18455,0.56929,n
0.58133,0.50278,p
0.48970,0.75478,p
0.29480,0.50801,n
0.31901,0.23404,p
0.22836,0.26419,n
0.29704,0.06308,p
0.83232,0.95140,p
0.25882,0.52333,n
0.12993,0.37955,n
0.30320,0.46567,n
0.28616,0.56104,n
0.14160,0.41491,n
0.36777,0.65341,p
0.10174,0.45387,n
0.51493,0.74403,p
0.86082,0.14296,p
0.01116,0.32847,p
0.23994,0.40013,n
0.28048,0.56403,n
0.49569,0.05100,p
0.70548,0.96197,p
0.12546,0.59875,n
0.33459,0.52671,n
0.28359,0.60332,n
0.47955,0.00658,p
0.91629,0.58182,p
0.22405,0.41616,n
0.33416,0.52268,n
0.90392,0.70146,p
0.24968,0.38038,n
0.08117,0.55081,n
0.01806,0.31442,p
0.56437,0.57657,p
0.32207,0.19400,p
0.89490,0.44941,p
0.63013,0.57184,p
0.04487,0.06991,n
0.95884,0.80797,p
0.60786,0.98258,p
0.24053,0.49301,n
0.74709,0.31038,p
0.66591,0.45730,p
0.31542,0.42873,n
0.60871,0.56331,p
0.82545,0.37826,p
0.42938,0.73900,p
0.66453,0.48790,p
0.16349,0.51815,p
0.21686,0.46566,n
0.60217,0.64070,p
0.09136,0.55668,n
0.14351,0.38996,n
0.77343,0.38287,p
0.52152,0.23234,p
0.26223,0.20281,p
0.70829,0.18740,n
0.55745,0.03628,p
0.95419,0.78000,p
0.64407,0.13768,p
0.20132,0.60657,n
0.90997,0.46581,p
0.32567,0.47479,n
0.22350,0.46996,n
0.09818,0.19589,p
0.05181,0.50603,n
0.28708,0.59042,n
0.14693,0.60933,n
0.99267,0.88964,p
0.29056,0.58363,n
0.73017,0.29848,p
0.88901,0.44229,p
0.40508,0.54989,p
0.17479,0.36107,n
0.80658,0.70951,p
0.24923,0.48797,p
0.20093,0.52957,n
0.24283,0.42232,n
0.29857,0.41727,n
0.00377,0.55096,p
0.23640,0.46188,n
0.67867,0.98175,p
0.92443,0.29568,n
0.18104,0.49303,n
0.26490,0.60399,n
0.61703,0.10911,p
0.09234,0.56419,n
0.49935,0.69200,p
0.17191,0.42854,n
0.46398,0.26459,p
0.12058,0.62438,p
0.56844,0.00578,p
0.21986,0.63000,n
0.09548,0.56714,n
0.21951,0.60266,n
0.19765,0.36284,n
0.75550,0.01403,p
0.25453,0.37196,n
0.26462,0.45838,n
0.13388,0.86948,p
0.32001,0.54626,n
0.07943,0.97670,p
0.62948,0.00887,n
0.19979,0.51510,n
0.14500,0.41623,p
0.27585,0.46055,n
0.26333,0.42896,n
0.18485,0.59135,n
0.57451,0.33732,p
0.22831,0.43358,n
0.20536,0.36895,n
0.30252,0.64861,p
0.14410,0.63640,n
0.70481,0.53912,p
0.21123,0.54979,n
0.23946,0.81359,p
0.20719,0.62192,n
0.68463,0.87681,p
0.14039,0.48292,n
0.24616,0.50988,n
0.06343,0.99416,p
0.88725,0.70541,p
0.15599,0.56648,n
0.53056,0.31850,p
0.18379,0.50505,n
0.92289,0.73037,p
0.17472,0.54861,n
0.16235,0.60728,n
0.18325,0.06629,p
0.08684,0.56488,n
0.13621,0.40935,n
0.20897,0.41065,n
0.68389,0.12066,p
0.17981,0.71994,p
0.33905,0.47439,n
0.19946,0.45086,n
0.32489,0.19646,p
0.24935,0.46818,n
0.13957,0.39517,n
0.26528,0.38899,n
0.14897,0.54146,n
0.44871,0.37150,p
0.87393,0.80563,n
0.63096,0.55957,p
0.60763,0.05101,p
0.28308,0.57389,n
0.34359,0.02660,p
0.56742,0.82395,n
0.47699,0.19711,p
0.12927,0.56538,p
0.08751,0.59835,n
0.22747,0.42393,n
0.28181,0.53449,n
0.21267,0.54641,p
0.04923,0.11992,p
0.78752,0.49767,p
0.08176,0.51186,n
0.93880,0.77986,p
0.70885,0.54825,n
0.53072,0.75648,p
0.18471,0.62532,n
0.00689,0.31548,p
0.23523,0.47566,n
0.27709,0.50519,n
0.14398,0.29488,p
0.31068,0.46380,n
0.12150,0.59263,n
0.20208,0.43456,n
0.72854,0.41251,p
0.15665,0.37092,p
0.21130,0.39167,n
0.28183,0.52170,n
0.81673,0.80996,n
0.12591,0.41706,n
0.36936,0.04967,p
0.84442,0.85503,p
0.98813,0.95686,p
0.60342,0.64321,p
0.23395,0.51058,p
0.30552,0.60405,n
0.86445,0.87448,p
0.07815,0.54561,n
0.20863,0.44415,n
0.20995,0.38432,n
0.24676,0.54661,n
0.48319,0.38243,p
0.11765,0.44718,p
0.64591,0.90653,p
0.05541,0.67508,p
0.04922,0.05560,p
0.16155,0.48115,n
0.25229,0.38879,n
0.85913,0.74719,p
0.12403,0.40568,n
0.34667,0.19313,p
0.55417,0.16819,p
0.26266,0.42689,n
0.10582,0.18841,n
0.29944,0.53412,n
0.38872,0.96942,p
0.31671,0.15405,p
0.62712,0.45943,p
0.10418,0.49580,n
0.11856,0.60654,n
0.23939,0.62781,n
0.09741,0.54986,n
0.43558,0.87138,p
0.96942,0.90018,p
0.06772,0.50891,n
0.35263,0.55854,p
0.18957,0.21303,p
0.33377,0.45257,n
0.13567,0.39966,n
0.20195,0.81590,p
0.17785,0.47728,n
0.07322,0.09889,p
0.28950,0.44674,n
0.98342,0.07635,p
0.14730,0.37515,n
0.33367,0.95316,p
0.15614,0.91599,p
0.13150,0.37501,n
0.16395,0.57634,n
0.17940,0.57184,n
0.80516,0.24382,p
0.01303,0.79398,p
0.17159,0.50383,n
0.17991,0.45121,n
0.76191,0.03526,p
0.97688,0.92975,p
0.15778,0.50237,n
0.33279,0.75863,p
0.27182,0.56635,n
0.35527,0.67552,p
0.51942,0.69147,p
0.40886,0.54726,p
0.23030,0.28255,p
0.20044,0.47290,p
0.70600,0.80400,p
0.29943,0.01257,p
0.32835,0.50394,n
0.21051,0.68224,n
0.51865,0.86831,p
0.15580,0.42018,n
0.14525,0.43150,n
0.20779,0.61545,p
0.62715,0.28540,p
0.19413,0.01023,p
0.11409,0.61110,n
0.27040,0.60069,n
0.30899,0.48568,p
0.29213,0.57565,n
0.17067,0.12160,p
0.76949,0.94702,p
0.31945,0.43012,n
0.32557,0.81168,p
0.15605,0.36423,n
0.11764,0.77743,p
0.58291,0.70296,p
0.14228,0.44924,p
0.48433,0.32665,p
0.49797,0.79024,p
0.14950,0.73075,p
0.31284,0.62748,p
0.76474,0.27694,p
0.12687,0.65934,p
0.37491,0.02169,p
0.07822,0.81642,p
0.94585,0.18804,p
0.20898,0.52923,n
0.18327,0.37601,n
0.60314,0.24050,p
0.31093,0.63629,p
0.35169,0.16162,p
0.35801,0.89582,p
0.21628,0.76817,p
0.16041,0.56614,n
0.25585,0.16420,p
0.26095,0.49425,n
0.16227,0.40499,n
0.19724,0.54969,n
0.13913,0.56776,n
0.27718,0.51672,p
0.18841,0.61815,p
0.22845,0.89452,p
0.56413,0.90740,n
0.78647,0.44556,p
0.12276,0.51857,n
0.99247,0.34398,p
0.54180,0.10337,p
0.09414,0.41004,n
0.48809,0.59740,p
0.59466,0.71234,p
0.05543,0.81208,p
0.20679,0.43160,n
0.30977,0.39888,n
0.63493,0.68284,p
0.08111,0.43867,n
0.26807,0.53330,n
0.77605,0.77104,p
0.10201,0.17643,p
0.40710,0.50659,p
0.67911,0.43279,n
0.16962,0.37191,n
0.99727,0.72684,p
0.27052,0.61321,p
0.07107,0.48338,n
0.11202,0.51509,p
0.16647,0.52486,n
0.10437,0.56073,n
0.45571,0.70976,p
0.30880,0.25056,p
0.03470,0.67709,p
0.68623,0.37197,p
0.96192,0.40171,p
0.93589,0.80838,p
0.95959,0.73510,p
0.15921,0.43414,n
0.25131,0.55171,n
0.02796,0.30568,p
0.67038,0.95133,p
0.53550,0.61182,p
0.25236,0.68478,p
0.46254,0.16790,p
0.91259,0.78424,p
0.24654,0.51068,n
0.22685,0.36180,n
0.70335,0.82233,p
0.57821,0.66093,p
0.39559,0.96643,p
0.09599,0.49073,n
0.26900,0.47309,n
0.09707,0.49810,n
0.44281,0.80931,p
0.48116,0.33345,p
0.97905,0.35846,p
0.97636,0.38650,p
0.26064,0.22606,p
0.27144,0.48763,n
0.26403,0.59442,n
0.05963,0.52337,n
0.84598,0.90253,p
0.08219,0.42199,n
0.91895,0.63128,p
0.13489,0.36683,n
0.21341,0.63180,p
0.13208,0.25042,p
0.66184,0.79211,p
0.28562,0.48703,n
0.25634,0.02252,n
0.69173,0.12917,p
0.25956,0.18557,p
0.56057,0.00883,p
0.87310,0.22928,p
0.41571,0.18140,p
0.24641,0.18455,p
0.79579,0.05553,p
0.16464,0.60725,n
0.07237,0.04979,p
0.82502,0.32827,p
0.20012,0.41979,n
0.97772,0.57892,p
0.29608,0.88871,p
0.09209,0.36356,p
0.32852,0.51493,n
0.21443,0.48061,n
0.31805,0.02676,p
0.22958,0.36630,n
0.82612,0.36024,p
0.91226,0.15862,p
0.46043,0.24454,p
0.00416,0.25208,p
0.88445,0.67020,p
0.65023,0.62844,n
0.78250,0.23487,p
0.08103,0.56513,n
0.57426,0.76091,p
0.65270,0.33681,p
0.32202,0.54121,n
0.13047,0.38796,n
0.73035,0.83491,p
0.30430,0.80011,p
0.12649,0.62111,p
0.17583,0.45409,n
0.19968,0.88150,p
0.33571,0.05025,p
0.19457,0.35449,n
0.21200,0.93584,p
0.07553,0.42149,n
0.24771,0.80104,p
0.90652,0.45265,p
0.38181,0.21783,p
0.17113,0.52599,n
0.17518,0.53490,n
0.27304,0.87219,p
0.26786,0.10784,p
0.10915,0.59921,n
0.12590,0.48996,n
0.06871,0.29859,p
0.25096,0.13602,p
0.10397,0.47899,n
0.28669,0.60086,n
0.18144,0.29454,p
0.13268,0.51925,n
0.39585,0.89156,p
0.17206,0.27974,p
0.46054,0.97186,p
0.52718,0.07319,n
0.09402,0.52145,n
0.66829,0.49674,p
0.13952,0.27751,n
0.25742,0.63040,n
0.10534,0.22221,p
0.81646,0.29977,p
0.16694,0.50755,p
0.71822,0.27716,p
0.21301,0.60050,n
0.39003,0.94015,p
0.11295,0.45980,p
0.23915,0.64436,n
0.17629,0.38042,n
0.17721,0.26463,p
0.09355,0.46668,n
0.24656,0.41054,n
0.71781,0.70004,p
0.81874,0.13281,p
0.11203,0.48748,n
0.04425,0.14751,p
0.34359,0.44352,p
0.08496,0.30672,p
0.92934,0.48135,p
0.16427,0.49294,n
0.22493,0.38822,n
0.88965,0.29634,p
0.06314,0.01323,p
0.08519,0.65671,p
0.08108,0.19118,p
0.12610,0.38985,n
0.59475,0.33366,p
0.94845,0.03599,p
0.28359,0.45991,n
0.21933,0.51907,n
0.32118,0.49133,n
0.85280,0.72884,p
0.17142,0.33718,p
